WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8881--Understory,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054239,,,433883,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,8881--Understory,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054240,,,433883,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8881--Understory,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054241,,,433883,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8881--Understory,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054242,,,433883,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8881--Understory,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054243,,,433883,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,18.75,(%) Percent,Total,8881--Understory,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054244,,,433883,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,7,Count,Total,8881--Understory,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054245,,,433883,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP HABITAT TYPE (1=Wooded;2=Open;3=Edge;4=Incompatible),1,None,Total,8881--Groundcover,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054246,,,433875,false,
Little Walnut Creek,05/25/2004 01:00:00 PM,Little Walnut Creek Upstream of Mearns Meadow,Stream,Benthic Macroinvertebrate,Calculated Metrics,NUMBER OF ORGANISMS,28,None,Total,LWT-S2,3537,TCEQ RWA PROTOCOL,U,PAH Biological Effects Study,"(30.36889899, -97.7028113)",1200548,30.36889899,-97.7028113,258942,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8881--Groundcover,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054248,,,433875,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,8881--Groundcover,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054249,,,433875,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8881--Groundcover,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054250,,,433875,false,
Walnut Creek,06/29/2013 11:10:00 AM,ISMP Walnut Creek Park 128,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,8881--Groundcover,8881,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054251,,,433875,false,
Walnut Creek,06/30/2013 09:54:00 AM,ISMP Walnut Creek Park 744,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,9497--Canopy,9497,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054252,,,433884,false,
Walnut Creek,06/30/2013 09:54:00 AM,ISMP Walnut Creek Park 744,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,9497--Canopy,9497,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054253,,,433884,false,
Walnut Creek,06/30/2013 09:54:00 AM,ISMP Walnut Creek Park 744,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,9497--Canopy,9497,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054254,,,433884,false,
Walnut Creek,06/30/2013 09:54:00 AM,ISMP Walnut Creek Park 744,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,9497--Canopy,9497,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054255,,,433884,false,
Walnut Creek,06/30/2013 09:54:00 AM,ISMP Walnut Creek Park 744,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,9497--Canopy,9497,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054256,,,433884,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,8759--Canopy,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054257,,,433885,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,8759--Canopy,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054258,,,433885,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,8759--Canopy,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054259,,,433885,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,60,(%) Percent,Total,8759--Canopy,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054260,,,433885,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,3,Count,Total,8759--Canopy,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054261,,,433885,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054262,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054263,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054264,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054265,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054266,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054267,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054268,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054269,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054270,,,433886,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054271,,,433886,false,
Eanes Creek,06/20/2012 02:00:00 PM,SSA Zilker Preserve Planted,Non-spatial or Protected Location,Vegetation,Riparian Vegetation,SAPLING HEIGHT,3.5,Feet,Total,Red Mulberry,10341,MEASURING TAPE/RULER,U,Sapling Survival Assessment,,2160417,,,438515,false,
Walnut Creek,06/29/2013 10:50:00 AM,ISMP Walnut Creek Park 6,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,5,(%) Percent,Total,8759--Understory,8759,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054272,,,433886,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054273,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054274,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054275,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054276,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054277,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,TRSE6 TRIADICA SEBIFERA,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054278,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054279,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Habitat Evaluation,ISMP OTHER INVASIVE SPECIES,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054280,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,100,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054281,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,0,Count,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054282,,,433887,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054283,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054284,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054285,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054286,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054287,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,SOHA SORGHUM HALEPENSE,20,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054288,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,AIAL AILANTHUS ALTISSIMA,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054289,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,BRPA4 BROUSSONETIA PAPYRIFERA,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054290,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,FISI2 FIRMIANA SIMPLEX,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054291,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Vegetation,MAUN3 MACFADYENA UNGUIS-CATI,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054292,,,433888,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,NADO NANDINA DOMESTICA,0,(%) Percent,Total,9240--Understory,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054293,,,433888,false,
Walnut Creek,07/19/2013 11:06:00 AM,ISMP Colony 83,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,0,Count,Total,6311--Canopy,6311,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2160676,,,436501,false,
Walnut Creek,06/28/2013 10:01:00 AM,ISMP Walnut Creek Park 487,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,9240--Canopy,9240,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054294,,,433887,false,
Walnut Creek,06/27/2013 10:36:00 AM,ISMP Walnut Creek Park 279,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LOJA LONICERA JAPONICA,0,(%) Percent,Total,9032--Groundcover,9032,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054295,,,433889,false,
Walnut Creek,06/27/2013 10:36:00 AM,ISMP Walnut Creek Park 279,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NO VEGETATIVE COVER,26,(%) Percent,Total,9032--Groundcover,9032,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054297,,,433889,false,
Walnut Creek,06/27/2013 10:36:00 AM,ISMP Walnut Creek Park 279,Non-spatial or Protected Location,Habitat,Habitat Evaluation,NATIVE SPECIES,15,Count,Total,9032--Groundcover,9032,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054298,,,433889,false,
Walnut Creek,06/27/2013 10:53:00 AM,ISMP Walnut Creek Park 653,Non-spatial or Protected Location,Habitat,Riparian Vegetation,ARDO4 ARUNDO DONAX,0,(%) Percent,Total,9406--Canopy,9406,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054299,,,433890,false,
Walnut Creek,06/27/2013 10:53:00 AM,ISMP Walnut Creek Park 653,Non-spatial or Protected Location,Habitat,Riparian Vegetation,LIGUS2 LIGUSTRUM,30,(%) Percent,Total,9406--Canopy,9406,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054300,,,433890,false,
Walnut Creek,06/27/2013 10:53:00 AM,ISMP Walnut Creek Park 653,Non-spatial or Protected Location,Habitat,Riparian Tree - Small,LISI LIGUSTRUM SINENSE,0,(%) Percent,Total,9406--Canopy,9406,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054301,,,433890,false,
Walnut Creek,06/27/2013 10:53:00 AM,ISMP Walnut Creek Park 653,Non-spatial or Protected Location,Habitat,Riparian Tree - Large,MEAZ MELIA AZEDARACH,0,(%) Percent,Total,9406--Canopy,9406,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054302,,,433890,false,
Walnut Creek,06/27/2013 10:53:00 AM,ISMP Walnut Creek Park 653,Non-spatial or Protected Location,Habitat,Riparian Vegetation,PHAU8 PHYLLOSTACHYS AUREA,0,(%) Percent,Total,9406--Canopy,9406,Alex Duncan Invasive Assessment Method,U,Austin Invasives Management Project,,2054303,,,433890,false,
