INTERSECTIONID,ONST,CRST,QUAD,INSPECTOR,DATE,EVNT_LAT,EVNT_LON,EVNT_MAP,EVNT_TYPE,PED_SIGNAL_PRES,CPL_SIZE,CPL_FORCE,CPL_OP,CPL_CTRST,CPL_VIS,CPL_AUD,CMNT_1,CPL_LDG,CPL_PROX,CPL_PLACE,CPL_SEP,CPL_HGT,CPL_CW_1,CPL_CW_2,CMNT_2,OA_CMNT,Mapped Location
2210,West End Ave,17th Ave S,Southeast,Greg Roddy,05/20/2019 12:00:00 AM,36.153782,-86.794205,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.794205 36.153782)
1020,1st Avenue S,Demonbreun Street,Northeast,Jeff Pedine,05/22/2019 12:00:00 AM,36.160519,-86.772797,9306,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.772797 36.160519)
2210,17th Ave N,West End Ave,Northeast,Greg Roddy,05/20/2019 12:00:00 AM,36.15395,-86.794411,9212,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing. There is no signage for this push button.,true,true,true,false,42,10,6,,There is no signage at this push button. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.794411 36.15395)
2450,22nd Ave N,Charlotte Ave,Northeast,Greg Roddy,05/13/2019 12:00:00 AM,36.156536,-86.807228,9211,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing.,true,true,true,true,38,12,8,The push button is only 38” high from the landing.,The push button is only 38” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.807228 36.156536)
4650,Thompson ln,Nolensville pk,Southwest,Mark Lee,05/16/2019 12:00:00 AM,36.110786,-86.745285,11909,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome with black background and black housing.,true,false,true,false,50,9,0,Push button is 5’ from landing. Push button is 50” high from ground.,Push button is 50” high from ground. Push button is 5’ from landing. There is only one push button at this location. There is no Pedestrian signal or crosswalk at this location. There are no other issues.,POINT (-86.745285 36.110786)
2810,Shelby Avenue,S 7th Street,Southwest,Jeff Pedine,05/06/2019 12:00:00 AM,36.169342,-86.758049,9304,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.758049 36.169342)
4880,Lucas Lane,W Trinity Lane,Southeast,Jeff Pedine,04/26/2019 12:00:00 AM,36.205929,-86.77092,7107,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,45,10,6,The push button is separated from the adjacent button by only 1’.,"The push button is separated from the adjacent button by only 1’, but otherwise shows good condition.",POINT (-86.77092 36.205929)
2260,West End Ave,18th Ave N,Northwest,Greg Roddy,05/20/2019 12:00:00 AM,36.153175,-86.79615,9216,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.79615 36.153175)
4377,Rosa L Parks Boulevard,Mainstream Drive,Northwest,Jeff Pedine,04/30/2019 12:00:00 AM,36.192577,-86.81591,7014,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.81591 36.192577)
3369,Glenrose,Foster,Southeast,Mark Lee,05/16/2019 12:00:00 AM,36.125237,-86.742325,11901,PED_SIGNAL,true,true,true,true,true,false,false,The Pedestrian push button is chrome with a yellow housing. There are no visual or audio features.,true,false,true,false,36,8,6,The Pedestrian push button is mounted 36” above the landing. The push button is 36” to landing. There are two buttons at this location less than 10’ apart.,The Pedestrian push button is mounted 36” above landing. There is 36” between the landing and push button. There are two buttons on this pole that less than 10’ apart. The push buttons do not have visual or audio features. There is pedestrian signal that is in good working order. There are no other issues.,POINT (-86.742325 36.125237)
2810,Shelby Avenue,S 7th Street,Northwest,Jeff Pedine,05/06/2019 12:00:00 AM,36.169361,-86.758011,9304,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.758011 36.169361)
4755,Powell Ave,Powell Place,Northwest,Greg Roddy,04/29/2019 12:00:00 AM,36.106571,-86.764725,11815,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.764725 36.106571)
2120,West End Ave,16th Ave N,Northwest,Greg Roddy,05/16/2019 12:00:00 AM,36.154335,-86.793053,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.793053 36.154335)
4508,Jess Neely Drive,25th Ave S,Southwest,Greg Roddy,05/06/2019 12:00:00 AM,36.142784,-86.806702,10403,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,8,8,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.806702 36.142784)
3160,Clarksville Pike,S Hamilton Road,Southwest,Jeff Pedine,04/30/2019 12:00:00 AM,36.193562,-86.831543,7013,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.831543 36.193562)
2421,Jefferson St,21st Ave N,Northwest,Greg Roddy,05/10/2019 12:00:00 AM,36.169144,-86.809769,9203,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.809769 36.169144)
2405,Dixie Place,21st Ave S,Southwest,Greg Roddy,04/30/2019 12:00:00 AM,36.140697,-86.800446,10408,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,true,true,true,44,10,8,The push button is 44” high from the landing.,The push button is 44” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.800446 36.140697)
1810,Rosa L Parks Boulevard,Monroe Street,Northwest,Jeff Pedine,05/14/2019 12:00:00 AM,36.175346,-86.792923,8209,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.792923 36.175346)
2240,DB Todd Blvd,Jefferson St,Southwest,Greg Roddy,05/10/2019 12:00:00 AM,36.169395,-86.80674,9203,PED_SIGNAL,true,true,false,false,true,false,false,The push button is chrome with a yellow housing. There is no visual or audible indicator.,true,false,true,false,44,9,8,The push button is 44” high and 16” from the landing.,The push button is 44” high and 16” from the landing. There is no visual or audible indicator. The Ped signal light is in good working condition.,POINT (-86.80674 36.169395)
3915,Harding Pike,Bosley Springs,Southwest,Mark Lee,05/14/2019 12:00:00 AM,36.12738,-86.844002,10315,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button however there is a pedestrian signal that is in good working order with no other issues.,POINT (-86.844002 36.12738)
2780,S 5th Street,Shelby Avenue,Northeast,Jeff Pedine,05/06/2019 12:00:00 AM,36.16774,-86.762184,9304,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,42,12,5,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.762184 36.16774)
2280,Broadway,19th Ave S,Northeast,Greg Roddy,05/20/2019 12:00:00 AM,36.151131,-86.796501,9216,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.796501 36.151131)
3630,Gallatin pk,Thomas ave,Southwest,Mark Lee,05/08/2019 12:00:00 AM,36.205006,-86.737762,7206,NA,false,,,,,,,,,,,,,,,,"No pedestrian push button,however there is a pedestrian signal.pedestrian signal is in good working order.",POINT (-86.737762 36.205006)
3369,Glenrose,Foster,Northeast,Mark Lee,05/16/2019 12:00:00 AM,36.125412,-86.742355,11901,PED_SIGNAL,true,true,true,true,true,false,false,The Pedestrian push button is chrome with a yellow housing.  This button has no visual or audio features.,true,false,true,false,36,7.5,0,The Pedestrian push button is mounted 36” above the landing. The push button has no visual or audio features. There is 24” that separates the button from the landing.,The Pedestrian push button is mounted 36” above the landing. The push button has no visual or audio features. There is 24” that separates the button from the landing.  There is a pedestrian signal that is in good working order with no other issues.,POINT (-86.742355 36.125412)
1760,Jefferson Street,Rosa L Parks Boulevard,Southeast,Jeff Pedine,05/14/2019 12:00:00 AM,36.173233,-86.791145,8213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.791145 36.173233)
2405,21st Ave S,Dixie Place,Southwest,Greg Roddy,04/30/2019 12:00:00 AM,36.140663,-86.800484,10408,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.800484 36.140663)
1200,Jefferson Street,3rd Avenue N,Northwest,Jeff Pedine,05/03/2019 12:00:00 AM,36.175133,-86.784897,8213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.784897 36.175133)
2570,31st Ave N,West End Ave,Northeast,Greg Roddy,05/07/2019 12:00:00 AM,36.142845,-86.815483,10402,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,true,true,false,47,14,8,The push button is 47” high from the landing.,The push button is 47” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.815483 36.142845)
2478,24th Ave S,Blakemore Ave,Southeast,Greg Roddy,05/01/2019 12:00:00 AM,36.137951,-86.804916,10407,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,false,45,8,8,The push button is 45” high from the landing.,The push button is 45” high from the landing. The push button and signal light are both in good working condition and free of any issues.,POINT (-86.804916 36.137951)
2470,23rd Ave N,West End Ave,Northeast,Greg Roddy,05/15/2019 12:00:00 AM,36.149078,-86.804489,9215,PED_SIGNAL,true,true,true,true,true,true,true,The Push button is chrome with a black housing.,true,false,true,false,42,11,5,The push button is 42” high from the sidewalk and is 16” away from the landing.,The push button is 42” high from the sidewalk and is 16” away from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.804489 36.149078)
1230,Broadway,4th Avenue N,Northeast,Jeff Pedine,05/22/2019 12:00:00 AM,36.161167,-86.777168,9306,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.777168 36.161167)
1500,Lafayette Street,6th Avenue S,Northwest,Jeff Pedine,05/20/2019 12:00:00 AM,36.153507,-86.775917,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.775917 36.153507)
0,Division Street,Lafayette Street,Northwest,Jeff Pedine,05/17/2019 12:00:00 AM,36.152107,-86.772606,9315,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.772606 36.152107)
4330,Lebanon Pike,Munn Road,Northeast,Mark Lee,05/20/2019 12:00:00 AM,36.168579,-86.656898,9602,PED_SIGNAL,true,true,true,true,true,true,true,The Pedestrian push button is chrome with a black housing.,true,true,true,false,53,14,1,The Pedestrian push button is mounted 53” above landing. There are two buttons that are separated by less than 10’.,The Pedestrian push button is mounted 53” above landing. There are two buttons that are separated by less than 10’. There is a pedestrian signal that is in good working order with no issues.,POINT (-86.656898 36.168579)
2,Gallatin Pk,Unnamed,Southeast,Mark Lee,05/08/2019 12:00:00 AM,36.211521,-86.732536,7202,NA,false,,,,,,,,,,,,,,,,"No push button at this location,however there is a pedestrian signal crossing First Tennessee bank driveway.landing is greater than 2%",POINT (-86.732536 36.211521)
2400,21st Ave S,Medical center Dr,Northwest,Greg Roddy,04/30/2019 12:00:00 AM,36.142883,-86.800163,10404,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.800163 36.142883)
4370,Rosa L Parks Boulevard,Dominican Drive,Northeast,Jeff Pedine,05/01/2019 12:00:00 AM,36.188076,-86.798332,8104,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.798332 36.188076)
3190,Jefferson Street,Cowan Street,Northwest,Jeff Pedine,05/03/2019 12:00:00 AM,36.176987,-86.776283,8210,PED_SIGNAL,true,true,false,false,true,false,false,The push button is broken (unable to be pushed) and has no visible or audible indicators.,true,false,true,false,42,7,24,The push button is separated from the adjacent button by only 1’.,The push button is broken (unable to be pushed) and has no visible or audible indicators.,POINT (-86.776283 36.176987)
1970,12th Ave S,Broadway,Southwest,Greg Roddy,05/22/2019 12:00:00 AM,36.156422,-86.78746,9309,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.78746 36.156422)
4010,Hermitage Avenue,Fairfield Avenue,Northwest,Jeff Pedine,05/15/2019 12:00:00 AM,36.154049,-86.756165,9312,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.756165 36.154049)
4370,Rosa L Parks Boulevard,Dominican Drive,Northwest,Jeff Pedine,05/01/2019 12:00:00 AM,36.187984,-86.798645,8104,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.798645 36.187984)
2918,28th/31st Ave Connector,Charlotte Ave,Southwest,Greg Roddy,05/08/2019 12:00:00 AM,36.15374,-86.818214,9210,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,false,true,false,46,18,18,The push button is 46” high and 14” from the landing.,The push button is 46” high and 14” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.818214 36.15374)
