ADDRESS,PERMIT,Permit Status,Inspection Date,Inspection Type,Inspection Result,Latitude/Longitude
1648 E 57TH ST,16016 10000 03525,Issued,07/19/2016,Final,Corrections Issued,"(33.99117, -118.24379)"
17412 W CHASE ST,15042 20000 14783,Issued,07/22/2016,Underground,Insp Scheduled,"(34.22318, -118.51281)"
1731 N AVENUE 53,16014 10000 02309,Issued,07/19/2016,Drywall Nailing,Insp Scheduled,"(34.12378, -118.19964)"
601 N FULLER AVE,15014 20000 02344,Issued,07/21/2016,Smoke Detectors,Insp Scheduled,"(34.08203, -118.34994)"
13228 W WENTWORTH ST,16041 90000 09665,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.23013, -118.42053)"
2160 S CENTURY PARK EAS 609N,16041 30000 21581,Issued,07/21/2016,Rough,Insp Scheduled,"(34.05808, -118.4112)"
540 S COMMONWEALTH AVE,13020 10000 03231,Issued,07/18/2016,Deputy Reinf. Concrete,Approved,"(34.06395, -118.28551)"
2910 W BEVERLY BLVD CELL 1,16041 10000 24812,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.07099, -118.28068)"
1550 N VINE ST,15041 10000 23151,Issued,07/18/2016,Rough,Partial Approval,"(34.09932, -118.32644)"
2458 N BEACHWOOD DR,13014 10000 02918,CofO in Progress,07/23/2016,CofO Issuance,CofO in Progress,"(34.11468, -118.32138)"
4723 S LA VILLA MARINA APT 000H,16041 90000 10723,Issued,07/19/2016,Final,Not Ready for Inspection,"(33.9816, -118.43714)"
6602 W SELMA AVE,15041 10000 40544,Issued,07/19/2016,Final,Corrections Issued,"(34.09959, -118.33326)"
10929 N RUFFNER AVE,16014 20000 02880,Issued,07/19/2016,Footing/Foundation/Slab,Conditional Approval,"(34.26902, -118.49791)"
18711 W SHERMAN WAY,15010 10000 00235,Issued,07/18/2016,Floor/Roof Diaphrgm/Shear Wall,Partial Inspection,"(34.20128, -118.54069)"
1120 S GRAND AVE,15020 10000 00431,Issued,07/22/2016,Deputy Steel/Welding,Insp Scheduled,"(34.04095, -118.26231)"
5645 N LINDLEY AVE,12044 20000 08848,Issued,07/20/2016,Rough-Ventilation,Partial Approval,"(34.17359, -118.52746)"
2364 W DUANE ST #6,16016 10000 15828,Issued,07/21/2016,Final,Insp Cancelled,"(34.0918, -118.26388)"
5183 N MAISON AVE,16016 10000 15690,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.14041, -118.19086)"
877 S FRANCISCO ST PODIUM,15041 10000 41294,Issued,07/19/2016,Rough,Partial Inspection,"(34.04799, -118.26363)"
207 N LAKE SHORE TER,16016 90000 11497,Issued,07/21/2016,Final,Not Ready for Inspection,"(34.06462, -118.26119)"
5446 N NEWCASTLE AVE,16041 30000 23840,Permit Finaled,07/18/2016,Final,Not Ready for Inspection,"(34.16989, -118.5242)"
2008 S BUCKINGHAM ROAD,16047 20000 00522,Issued,07/22/2016,Deck,Insp Scheduled,"(34.03771, -118.33731)"
14006 W RIVERSIDE DR SPACE#204,16016 30000 08156,Issued,07/21/2016,Smoke Detectors,Not Ready for Inspection,"(34.15713, -118.43792)"
3900 N STANSBURY AVE,15020 10000 00068,Issued,07/18/2016,Deputy Reinf. Concrete,Conditional Approval,"(34.14084, -118.44264)"
6266 S CONDON AVE,16016 30000 13153,Issued,07/18/2016,ELECTRICAL-Rough,Corrections Issued,"(33.98214, -118.35995)"
8806 N CANBY AVE,16041 20000 25216,Issued,07/22/2016,Rough,Insp Scheduled,"(34.23101, -118.53467)"
2206 S MANTIS AVE,15020 10000 02205,Permit Finaled,07/21/2016,Final,Permit Finaled,"(33.726, -118.3148)"
2203 W TOM MIX ROAD,15010 10000 01261,Issued,07/21/2016,Service/Power Release,Approved,"(34.08858, -118.25974)"
300 S SANTA FE AVE,15016 10000 16480,Issued,07/18/2016,"Heat,Vent,A/C Verification",OK for CofO,"(34.04574, -118.23239)"
1231 W EAGLE VISTA DR,16041 90000 25594,Issued,07/21/2016,Rough,Approved,"(34.1424, -118.19072)"
13348 W ALBERS ST,16016 20000 07490,Issued,07/21/2016,Smoke Detectors,Insp Cancelled,"(34.1702, -118.42423)"
17320 W VANOWEN ST LOT 20,15010 20000 02690,Issued,07/18/2016,PLUMBING-Rough,Approved,"(34.19365, -118.5109)"
2746 W ANGUS ST,16016 10000 08420,Issued,07/21/2016,Drywall Nailing,Approved,"(34.10634, -118.26603)"
1230 S OLIVE ST,14010 10000 00931,Issued,07/22/2016,Deputy Wood Construction,Conditional Approval,"(34.03857, -118.2628)"
1835 S LA CIENEGA BLVD,15044 10000 11677,Permit Finaled,07/18/2016,Test-Life Sfty/Vent/Smoke/Air,Approved,"(34.04335, -118.37674)"
16633 W VENTURA BLVD Suite 804,16041 30000 24467,Issued,07/22/2016,Rough,Insp Scheduled,"(34.15823, -118.49571)"
401 N LA JOLLA AVE,15014 20000 02730,Issued,07/19/2016,Smoke Detectors,Approved,"(34.07837, -118.3681)"
140 S ROSELAWN PL,16010 10000 00298,Permit Withdrawn,07/21/2016,Inspection,Permit Withdrawn,"(34.10735, -118.19433)"
20870 W VENTURA BLVD,16041 70000 24552,Issued,07/22/2016,Rough,Insp Scheduled,"(34.16612, -118.58755)"
6600 N TOPANGA CANYON BLVD #1017,16041 10000 09201,Issued,07/22/2016,T-Bar Ceiling,Insp Scheduled,"(34.19008, -118.60565)"
2709 E CAMULOS PL # 68,16042 10000 11346,Issued,07/19/2016,Final,Partial Approval,"(34.02601, -118.21715)"
15760 W SATICOY ST,16041 90000 20743,Permit Finaled,07/18/2016,Final,Conditional Approval,"(34.20829, -118.47687)"
12360 W OSBORNE PL 5,13010 20000 04166,Issued,07/18/2016,ELECTRICAL-Rough,Approved,"(34.25922, -118.40237)"
12510 W VANOWEN ST,16044 20000 07373,Issued,07/20/2016,Rough-A/C and Heating,Partial Inspection,"(34.19379, -118.40585)"
3769 S GREENWOOD AVE,16014 30000 01845,Issued,07/21/2016,Drywall Nailing,Not Ready for Inspection,"(34.00009, -118.4434)"
13701 N KISMET AVE,16016 90000 16417,Issued,07/21/2016,PLUMBING-Rough,Not Ready for Inspection,"(34.32065, -118.43214)"
6824 W WOODROW WILSON DR,16044 10000 07092,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.1247, -118.34483)"
950 E 3RD ST,14010 10000 00492,Issued,07/22/2016,Deputy Methane Barrier,Insp Scheduled,"(34.04578, -118.23334)"
1550 N VINE ST,15041 10000 23151,Issued,07/22/2016,Rough,Insp Scheduled,"(34.09932, -118.32644)"
10336 W ALMAYO AVE #201,16044 20000 06153,Issued,07/22/2016,Pre-Wrap Duct Insp,Insp Scheduled,"(34.04846, -118.41508)"
16603 W CALAHAN ST,14014 20000 04359,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.23679, -118.49411)"
16603 W CALAHAN ST,14014 20000 04359,CofO Issued,07/21/2016,Inspection,Permit Finaled,"(34.23679, -118.49411)"
200 S MUIRFIELD ROAD,13014 10000 03987,CofO Issued,07/21/2016,CofO Issuance,CofO Issued,"(34.07127, -118.32869)"
1222 E 49TH ST,15014 70000 04449,Issued,07/19/2016,ELECTRICAL-Rough,Not Ready for Inspection,"(33.99881, -118.25358)"
6531 N RANCHITO AVE,15014 20000 01864,Issued,07/18/2016,Green Building Rough,Not Ready for Inspection,"(34.18954, -118.43575)"
401 N LA JOLLA AVE,15014 20000 02730,Issued,07/19/2016,PLUMBING-Final,Approved,"(34.07837, -118.3681)"
408 N PLYMOUTH BLVD,15010 20000 03324,Issued,07/19/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(34.07779, -118.32046)"
19050 W KESWICK ST,15014 20000 05459,CofO Issued,07/21/2016,CofO Issuance,CofO Issued,"(34.21008, -118.54872)"
610 W CHILDS WAY,15043 10000 00258,Issued,07/18/2016,Final,Partial Approval,"(34.01886, -118.28247)"
1445 S OGDEN DR,15010 20000 04303,Issued,07/19/2016,Special/Order Compliance,Approved,"(34.04982, -118.36498)"
6150 W 96TH ST,15010 10000 03069,Issued,07/20/2016,Green Building Rough,Approved,"(33.94871, -118.39284)"
326 S BUNDY DR,16016 30000 00270,Issued,07/20/2016,Smoke Detectors,Approved,"(34.05698, -118.47614)"
8258 N REDBUSH LANE,16014 20000 01671,Issued,07/19/2016,Floor/Roof Diaphrgm/Shear Wall,Approved,"(34.21905, -118.4383)"
11677 W SAN VICENTE BLVD STE-200,15041 10000 35837,Issued,07/19/2016,Public Counter,Completed,"(34.054, -118.4649)"
10250 W SANTA MONICA BLVD,14041 10001 26004,Issued,07/22/2016,Rough,Insp Scheduled,"(34.05949, -118.42045)"
2107 S FOX HILLS DR,15014 30000 05947,Issued,07/19/2016,Shower Pan,Approved,"(34.05402, -118.41792)"
388 N SURFVIEW DR,15014 10000 05626,Issued,07/19/2016,PLUMBING-Rough,Partial Approval,"(34.04716, -118.56614)"
11350 N BACH PL,16041 90000 21692,Issued,07/21/2016,Service/Power Release,Corrections Issued,"(34.27702, -118.54369)"
4439 N PETIT AVE,15030 20000 03436,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.15194, -118.49581)"
1318 E 7TH ST,15016 10000 06687,Issued,07/20/2016,Electrical Verification,CofO on Hold,"(34.03608, -118.24052)"
20051 W VENTURA BLVD CELL 2,15041 10000 29457,Issued,07/22/2016,Service/Power Release,Approved,"(34.17147, -118.57008)"
2240 N BEECH KNOLL RD,15014 30000 00975,Issued,07/22/2016,Green Building Rough,Insp Scheduled,"(34.11171, -118.37532)"
812 S GRAND AVE,15010 10000 00375,Issued,07/19/2016,Deputy Reinf. Concrete,Conditional Approval,"(34.04537, -118.2581)"
4721 N KRAFT AVE,16047 20000 00303,CofO Issued,07/20/2016,CofO Issuance,CofO Issued,"(34.15636, -118.38022)"
10342 N SCOVILLE AVE,16016 20000 07628,Issued,07/19/2016,Smoke Detectors,Not Ready for Inspection,"(34.25733, -118.3139)"
4454 N VAN HORNE AVE 1-4,16042 10001 12637,Permit Finaled,07/20/2016,Inspection,Permit Finaled,"(34.09852, -118.16931)"
2729 W SAN MARINO ST 1-3,15041 10000 42672,Issued,07/18/2016,Final,Corrections Issued,"(34.05511, -118.28746)"
3556 N SIERRA ST,15014 10000 05791,Issued,07/18/2016,BUILDING-Rough-Frame,Partial Approval,"(34.0868, -118.20011)"
12655 W JEFFERSON BLVD flrs-3 AND 4,16016 10001 09598,Issued,07/18/2016,Pre-Inspection,Partial Approval,"(33.97916, -118.41469)"
3087 N DEEP CANYON DR,15016 20000 19117,Issued,07/20/2016,Final,Corrections Issued,"(34.12995, -118.43184)"
1327 E 8TH ST,15016 10000 06686,Issued,07/22/2016,Light Gage Steel Frame,Insp Scheduled,"(34.03329, -118.24258)"
10212 N LEV AVE,13014 20000 01444,Issued,07/21/2016,Smoke Detectors,Insp Scheduled,"(34.25594, -118.43912)"
4197 N HAYVENHURST DR,15010 20000 03702,Issued,07/21/2016,Service/Power Release,Approved,"(34.14618, -118.49306)"
15191 S FIGUEROA ST,16041 70000 25343,Issued,07/20/2016,Final,Corrections Issued,"(33.89378, -118.28328)"
1026 S BROADWAY BLDG A,13041 10002 32351,Issued,07/18/2016,Rough,Partial Approval,"(34.04029, -118.25788)"
12071 W CREST CT,15047 30000 01868,Issued,07/19/2016,Enclosure/Fence,Corrections Issued,"(34.12523, -118.40143)"
3928 N BENEDICT CANYON DR,16016 20000 06005,Issued,07/22/2016,Footing/Foundation/Slab,Approved,"(34.14166, -118.43262)"
18209 W PARTHENIA ST,15041 20000 10807,Issued,07/18/2016,Final,Partial Approval,"(34.22881, -118.52978)"
8500 W BEVERLY BLVD,15041 10000 43822,Issued,07/19/2016,Rough,Not Ready for Inspection,"(34.07587, -118.37754)"
4955 W LOS FELIZ BLVD,14014 20000 02867,CofO in Progress,07/22/2016,Final,OK to Issue CofO,"(34.11018, -118.29792)"
13337 W ALMETZ ST,16014 20000 02369,Issued,07/19/2016,Grading Verification,Not Applicable,"(34.3276, -118.42322)"
1749 N STONE CANYON ROAD,15010 30000 00943,Issued,07/21/2016,HVAC-Rough,Corrections Issued,"(34.10287, -118.45832)"
5229 N VANTAGE AVE,08014 20000 04685,Issued,07/20/2016,Interior/Exterior Lathing,Approved,"(34.16575, -118.39829)"
20019 W SEPTO ST,16042 90000 14333,Issued,07/18/2016,Rough,Corrections Issued,"(34.25108, -118.56973)"
1829 S LONGWOOD AVE,16010 10000 01282,Issued,07/18/2016,METHANE-Rough,Cancelled,"(34.04201, -118.3447)"
17220 W ELMDALE PL,16047 20000 00882,Issued,07/21/2016,Deck,Approved,"(34.29554, -118.50813)"
12732 W MARLBORO ST,14030 10000 02384,Issued,07/18/2016,Green Building Rough,Cancelled,"(34.05475, -118.48679)"
25820 S VERMONT AVE,11020 10000 01889,Issued,07/21/2016,Deputy Steel/Welding,Approved,"(33.78902, -118.29358)"
445 S FERRY ST,14041 10000 14694,Issued,07/19/2016,Underground,Corrections Issued,"(33.74512, -118.26099)"
900 W WILSHIRE BLVD,12010 10000 01270,Issued,07/21/2016,Deputy Fireproofing,Conditional Approval,"(34.04999, -118.2596)"
900 W WILSHIRE BLVD,12010 10000 01270,Issued,07/21/2016,Deputy Fireproofing,Conditional Approval,"(34.04999, -118.2596)"
900 W WILSHIRE BLVD,12010 10000 01270,Issued,07/21/2016,Deputy Fireproofing,Conditional Approval,"(34.04999, -118.2596)"
4363 W CLAYTON AVE,15014 10000 05273,Issued,07/21/2016,Excavation/Setback/Form/Re-Bar,Approved,"(34.10009, -118.28447)"
4659 N WESTCHESTER DR,15014 20000 05749,Issued,07/19/2016,Interior/Exterior Lathing,Approved,"(34.15513, -118.58358)"
4600 N SAN FELICIANO DR,15016 20000 25882,Permit Finaled,07/19/2016,Smoke Detectors,Approved,"(34.15002, -118.61263)"
917 W 65TH ST,16016 70000 15996,Issued,07/22/2016,Smoke Detectors,Insp Scheduled,"(33.98022, -118.28984)"
4410 S BUDLONG AVE,16020 10000 00870,Issued,07/19/2016,Deputy Grading,Approved,"(34.00325, -118.29574)"
950 S FAIRFAX AVE,14010 20000 00316,Issued,07/21/2016,Deputy Pre-Stress Concrete,Approved,"(34.05875, -118.3633)"
8640-8646 S VERMONT AVE,16041 70000 04786,Issued,07/18/2016,Rough,Cancelled,"(33.95922, -118.29137)"
7449 N JELLICO AVE,16014 20000 00997,CofO in Progress,07/21/2016,CofO Issuance,CofO in Progress,"(34.2063, -118.51766)"
3350 W WILSHIRE BLVD 1-216,13016 10000 26033,Issued,07/18/2016,Deputy Drilled-In Anchors,Approved,"(34.0616, -118.29586)"
5411 N NOBLE AVE,15016 20000 23811,Issued,07/18/2016,Wood Frame,Approved,"(34.16886, -118.46197)"
7713 S ANISE AVE,16044 90000 05560,Issued,07/22/2016,Final,Cancelled,"(33.97114, -118.40629)"
117 S BOYLE AVE,14010 10000 03240,Issued,07/21/2016,Deputy Wood Construction,Conditional Approval,"(34.04687, -118.22011)"
3235 W PALMER DR,15016 20000 19136,Issued,07/18/2016,Drywall Nailing,Not Ready for Inspection,"(34.1338, -118.23492)"
227 S WOODBURN DR,16014 30001 00273,Issued,07/19/2016,Wood Frame,Not Ready for Inspection,"(34.0679, -118.46703)"
2394 N NALIN DR,16042 90000 14641,Issued,07/22/2016,Final,Insp Scheduled,"(34.11921, -118.46602)"
6459 N ALDEA AVE,16047 20000 01234,Issued,07/21/2016,Rough-Electrical,Partial Approval,"(34.18855, -118.50804)"
11021 N SCOVILLE AVE,15010 20000 02731,Issued,07/19/2016,Rough-Elec/Plmb/HVAC,Approved,"(34.2693, -118.31414)"
2122 N GRIFFITH PARK BLVD,15014 10000 04696,Issued,07/22/2016,SGSOV-Seismic Gas S/O Valve,Insp Scheduled,"(34.09905, -118.27259)"
17320 W VANOWEN ST LOT 18,15010 20000 02688,Issued,07/19/2016,Interior/Exterior Lathing,Not Ready for Inspection,"(34.19365, -118.5109)"
9413 N VANALDEN AVE,16047 20000 01264,Issued,07/20/2016,Excavation/Setback/Form/Re-Bar,Approved,"(34.24123, -118.54933)"
126 N CANYON VIEW DR,15010 30000 02100,Issued,07/20/2016,Shower Pan,Approved,"(34.05801, -118.48407)"
1700 N FAIRFAX AVE,16047 30000 00184,Issued,07/20/2016,Enclosure/Fence,Approved,"(34.10158, -118.36144)"
17401 W VENTURA BLVD #A-41,16016 20000 08502,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.16136, -118.51189)"
17401 W VENTURA BLVD #A-41,16016 20000 08502,CofO Issued,07/18/2016,Inspection,Permit Finaled,"(34.16136, -118.51189)"
317 1/2 S SERRANO AVE,14010 10000 01965,Issued,07/18/2016,Drywall Nailing,Approved,"(34.06837, -118.30692)"
10542 W BLOOMFIELD ST,16016 20000 05172,Permit Finaled,07/20/2016,Final,Permit Finaled,"(34.1495, -118.36069)"
5443 N AURA AVE,15010 20000 02516,Issued,07/20/2016,Wood Frame,Partial Approval,"(34.17022, -118.55461)"
325 1/2 N FICKETT ST,06014 10000 05746,Issued,07/18/2016,Plumbing Verification,OK for CofO,"(34.04489, -118.20613)"
325 1/2 N FICKETT ST,06014 10000 05746,Issued,07/18/2016,Plumbing Verification,OK for CofO,"(34.04489, -118.20613)"
5105 N RADFORD AVE,15014 10000 04987,Issued,07/22/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(34.16349, -118.39226)"
14121 W WILLOW LANE,14010 20000 00719,Issued,07/21/2016,Drywall Nailing,Not Ready for Inspection,"(34.20288, -118.44092)"
1732 N NICHOLS CANYON ROAD,15016 10000 20301,Issued,07/19/2016,Final,Not Ready for Inspection,"(34.10262, -118.35838)"
3118 N JOHNSTON ST,16041 20000 23305,Permit Finaled,07/18/2016,Final,Corrections Issued,"(34.08193, -118.20766)"
1369 N LONDONDERRY PL,14010 20000 03571,Issued,07/18/2016,Footing/Foundation/Slab,Partial Approval,"(34.09488, -118.38032)"
2148 S MANNING AVE,14044 90000 05900,Issued,07/21/2016,Final,No Access for Inspection,"(34.04735, -118.42647)"
6028 N CARPENTER AVE,16014 20000 01991,Issued,07/18/2016,Footing/Foundation/Slab,Approved,"(34.18039, -118.39092)"
11951 W COHASSET ST,16041 90000 21771,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.20676, -118.39404)"
10880 W WILSHIRE BLVD SUITE 1850,16016 10000 03570,Permit Finaled,07/18/2016,Smoke Detectors,Approved,"(34.05885, -118.44283)"
3033 W WILSHIRE BLVD,14041 10000 14426,Issued,07/19/2016,Rough,Partial Approval,"(34.06198, -118.28733)"
4247 W 63RD ST,15014 20000 05837,CofO Issued,07/23/2016,Inspection,Permit Finaled,"(33.98272, -118.3495)"
4247 W 63RD ST,15014 20000 05837,CofO Issued,07/23/2016,Inspection,Permit Finaled,"(33.98272, -118.3495)"
23043 W BURTON ST,16047 20000 00477,Issued,07/22/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(34.21857, -118.62949)"
5128 W DE LONGPRE AVE 1-19,15044 10000 11635,Issued,07/18/2016,Final,Not Ready for Inspection,"(34.09656, -118.30165)"
2415 S BEVERLY DR,14014 20000 02837,Issued,07/21/2016,PLUMBING-Rough,Not Ready for Inspection,"(34.04106, -118.39526)"
7348 N CRANER AVE,16041 20000 20141,Permit Finaled,07/19/2016,Service/Power Release,Approved,"(34.20434, -118.36908)"
2484 N ROSCOMARE ROAD,15014 30000 01934,Issued,07/21/2016,PLUMBING-Rough,Approved,"(34.12205, -118.46354)"
6230 N RESEDA BLVD #210,16042 20000 04407,Permit Finaled,07/19/2016,Final,Corrections Issued,"(34.18351, -118.53581)"
4411 W DON ZAREMBO DR,15014 20000 05176,Issued,07/18/2016,Final,Cancelled,"(34.00533, -118.35252)"
19850 W GREENBRIAR DR,15047 20000 01494,Issued,07/18/2016,SGSOV-Seismic Gas S/O Valve,SGSOV Approved,"(34.14247, -118.56477)"
345-347 W 73RD ST,15010 10000 02658,Issued,07/19/2016,PLUMBING-Final,Approved,"(33.97381, -118.27996)"
6150 W 96TH ST,15010 10000 03064,Issued,07/21/2016,"Heat,Vent,A/C Verification",OK for CofO,"(33.94871, -118.39284)"
3324 S CASTLE HEIGHTS AVE,16041 90000 17006,Permit Finaled,07/19/2016,Final,Not Ready for Inspection,"(34.03061, -118.40002)"
5439 N WHITSETT AVE 3,16044 20001 04006,Issued,07/21/2016,Rough-Appliance Vents,Corrections Issued,"(34.16992, -118.40558)"
2210 N BOWMONT DR,15047 20000 00692,CofO in Progress,07/23/2016,CofO Issuance,CofO in Progress,"(34.11187, -118.39873)"
5429 W 76TH ST,16014 10000 02538,Issued,07/21/2016,Interior/Exterior Lathing,Partial Approval,"(33.96844, -118.37493)"
11431 W DONA TERESA DR,16016 30000 16092,Issued,07/22/2016,BUILDING-Rough-Frame,Not Ready for Inspection,"(34.12978, -118.38241)"
6010 W BOEING PL,16014 30000 01628,Issued,07/19/2016,Footing/Foundation/Slab,Approved,"(33.97018, -118.38901)"
515 E 6TH ST,16041 40000 18083,Issued,07/22/2016,Final,Insp Scheduled,"(34.04212, -118.24476)"
4136 N MORRO DR,16016 20000 15954,Issued,07/20/2016,Shower Pan,Approved,"(34.14734, -118.58954)"
3040 N ST GEORGE ST,16016 90000 13975,Issued,07/22/2016,Drywall Nailing,Approved,"(34.11176, -118.27273)"
11219-11219 1/2 W EMELITA ST,15014 30000 01728,Issued,07/21/2016,Rough-Elec/Plmb/HVAC,Corrections Issued,"(34.17679, -118.37528)"
11315 W SUNBURST ST,16041 90000 18911,Permit Finaled,07/21/2016,Final,Not Ready for Inspection,"(34.27861, -118.37788)"
6212 N CLEON AVE,16041 10000 20242,Permit Finaled,07/20/2016,Service/Power Release,Approved,"(34.18353, -118.36796)"
220 S HOOVER ST,16041 10000 23088,Issued,07/22/2016,Final,Insp Scheduled,"(34.06993, -118.28419)"
12775 W JUDD ST,16041 90000 18481,Permit Finaled,07/18/2016,Service/Power Release,Approved,"(34.27803, -118.41138)"
3600 N BERRY DR,16026 20000 00295,Issued,07/20/2016,ELECTRICAL-Rough,Approved,"(34.13514, -118.38009)"
22950 W VANOWEN ST,16044 20000 07868,Permit Finaled,07/18/2016,Final,Permit Finaled,"(34.19343, -118.62746)"
1411 N PASEO PUERTO BELLO,16016 20000 09658,Permit Finaled,07/22/2016,Final,Permit Finaled,"(34.0729, -118.56309)"
1070 N ONEONTA DR,16041 90000 25471,Issued,07/22/2016,Final,Insp Scheduled,"(34.1153, -118.21612)"
348 --350 E 120TH ST,15010 10000 03266,Issued,07/19/2016,Green Building Final,Cancelled,"(33.92351, -118.26774)"
2053 W 76TH ST,16016 70000 16131,Issued,07/19/2016,Final,Corrections Issued,"(33.97108, -118.31514)"
1951 S HOLT AVE,16014 20001 00801,Permit Finaled,07/19/2016,Final,Permit Finaled,"(34.04199, -118.38123)"
1230 S OLIVE ST,14042 20000 20113,Issued,07/22/2016,Rough,Insp Scheduled,"(34.03857, -118.2628)"
6356 W 82ND ST,15014 30000 04305,Issued,07/19/2016,Insulation,Approved,"(33.96444, -118.39832)"
408 W LORETO ST,16016 10000 09094,Issued,07/18/2016,Final,Not Ready for Inspection,"(34.08684, -118.21744)"
1520 N GILCREST DR,14030 10000 04060,Permit Finaled,07/21/2016,Bottom/Toe,Approved,"(34.09863, -118.40237)"
14254-14256 W VANOWEN ST,16014 20000 01138,Issued,07/20/2016,Green Building Rough,Not Ready for Inspection,"(34.19379, -118.44389)"
18620-18640 W VENTURA BLVD,13026 10000 00595,Permit Finaled,07/21/2016,Final,Permit Finaled,"(34.16987, -118.53933)"
9330 W FLICKER WAY,15030 10000 06026,Issued,07/21/2016,Sub-Drain,Partial Approval,"(34.09626, -118.39358)"
7560 N IRVINE AVE,16014 20000 01748,Issued,07/22/2016,Final,Partial Approval,"(34.20821, -118.38543)"
1700 S BAGLEY AVE,15014 10001 01316,Issued,07/18/2016,Final,Not Ready for Inspection,"(34.04929, -118.3898)"
281 N BENTLEY CIR,14010 20000 00277,Issued,07/22/2016,PLUMBING-Rough,Insp Scheduled,"(34.07702, -118.45744)"
17414 W CHASE ST,16041 20000 25155,Issued,07/22/2016,Final,Insp Scheduled,"(34.22323, -118.51305)"
2725 N HYPERION AVE,14044 10000 09217,Issued,07/22/2016,Pre-Wrap Duct Insp,Insp Scheduled,"(34.10747, -118.27223)"
227 S WOODBURN DR,16010 30000 00227,Issued,07/20/2016,Green Building Rough,Not Ready for Inspection,"(34.0679, -118.46703)"
