Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
12th Av / E Fir St,Aid Response,10/02/2019 12:24:00 AM,47.602686,-122.316782,POINT (-122.316782 47.602686),F190105148
7742 14th Av Ne,Medic Response- 7 per Rule,10/02/2019 12:35:00 AM,47.68511,-122.313356,POINT (-122.313356 47.68511),F190105149
2550 34th Av W,Aid Response,06/21/2019 09:44:00 AM,47.642178,-122.400975,POINT (-122.400975 47.642178),F190064833
2301 38th Av E,Wires Down,06/21/2019 09:46:00 AM,47.639558,-122.284856,POINT (-122.284856 47.639558),F190064834
1828 Yale Av,Trans to AMR,06/21/2019 09:54:00 AM,47.617717,-122.330057,POINT (-122.330057 47.617717),F190064835
2824 Rainier Av S,Medic Response,05/03/2019 05:46:00 PM,47.578148,-122.297997,POINT (-122.297997 47.578148),F190044672
1225 4th Av,Aid Response,05/03/2019 05:50:00 PM,47.60769,-122.334373,POINT (-122.334373 47.60769),F190044674
1000 8th Av,Aid Response,05/03/2019 05:57:00 PM,47.607945,-122.328471,POINT (-122.328471 47.607945),F190044675
4th Av / Union St,Aid Response,05/03/2019 05:58:00 PM,47.609221,-122.335775,POINT (-122.335775 47.609221),F190044676
4045 Delridge Way Sw,Medic Response,05/03/2019 06:01:00 PM,47.567516,-122.363295,POINT (-122.363295 47.567516),F190044678
200 University St,Medic Response,05/03/2019 06:14:00 PM,47.607299,-122.337087,POINT (-122.337087 47.607299),F190044685
200 University St,Medic Response,05/03/2019 06:15:00 PM,47.607299,-122.337087,POINT (-122.337087 47.607299),F190044684
431 Boylston Av E,Aid Response,05/03/2019 06:30:00 PM,47.622348,-122.32307,POINT (-122.32307 47.622348),F190044687
109 23rd Av E,Trans to AMR,07/02/2019 12:46:00 AM,47.619215,-122.302545,POINT (-122.302545 47.619215),F190069199
1410 E John St,Trans to AMR,07/02/2019 12:47:00 AM,47.61996,-122.313736,POINT (-122.313736 47.61996),F190069200
1301 6th Av,Aid Response,01/18/2020 04:39:00 PM,47.60916,-122.33264,POINT (-122.33264 47.60916),F200006305
2214 1st Av,Triaged Incident,11/24/2019 02:50:00 AM,47.612708,-122.345385,POINT (-122.345385 47.612708),F190124674
Sw Henderson St / Delridge Way Sw,Triaged Incident,10/12/2019 02:46:00 PM,47.522861,-122.360099,POINT (-122.360099 47.522861),F190109100
Bellevue Ave / E Olive Way,Medic Response- 6 per Rule,03/03/2020 08:22:00 PM,47.617077,-122.32682,POINT (-122.32682 47.617077),F200022568
1900 4th Av,Medic Response,12/05/2019 01:02:00 AM,47.612294,-122.338732,POINT (-122.338732 47.612294),F190128381
1113 Nw 67th St,Aid Response,12/05/2019 01:03:00 AM,47.677774,-122.371013,POINT (-122.371013 47.677774),F190128382
6231 22nd Av Ne,Aid Response,06/06/2019 12:12:00 PM,47.67381,-122.304416,POINT (-122.304416 47.67381),F190058836
521 Wall St,Aid Response,06/06/2019 12:12:00 PM,47.617499,-122.345128,POINT (-122.345128 47.617499),F190058837
1126 M L King Jr Way,Aid Response,06/06/2019 12:13:00 PM,47.611729,-122.296223,POINT (-122.296223 47.611729),F190058838
12th Av S / S Weller St,Medic Response,06/06/2019 12:14:00 PM,47.5975,-122.317227,POINT (-122.317227 47.5975),F190058839
8856 24th Av Sw,Automatic Fire Alarm Resd,08/20/2019 08:47:00 AM,47.524169,-122.36318,POINT (-122.36318 47.524169),F190088905
Harvard Ave E / Broadway E,Illegal Burn,04/11/2020 11:51:00 AM,47.641353,-122.321349,POINT (-122.321349 47.641353),F200035631
900 University St,Aid Response,05/31/2019 06:34:00 AM,47.61055,-122.329318,POINT (-122.329318 47.61055),F190056369
6025 Lanham Pl Sw,Aid Response,06/06/2019 12:15:00 PM,47.548171,-122.373688,POINT (-122.373688 47.548171),F190058840
27th Av Nw / Nw 70th St,Aid Response,05/31/2019 06:41:00 AM,47.679472,-122.390826,POINT (-122.390826 47.679472),F190056370
111 Nw 77th St,Aid Response,10/02/2019 12:04:00 AM,47.684743,-122.358109,POINT (-122.358109 47.684743),F190105145
5th Av W / W Blaine St,1RED 1 Unit,11/24/2019 03:07:00 AM,47.634742,-122.363676,POINT (-122.363676 47.634742),F190124675
14008 37th Av Ne,Aid Response,11/24/2019 03:18:00 AM,47.730152,-122.28831,POINT (-122.28831 47.730152),F190124676
S Holgate St / 4th Av S,Aid Response,06/06/2019 12:24:00 PM,47.58617,-122.329062,POINT (-122.329062 47.58617),F190058844
330 19th Av E,Aid Response,03/28/2020 03:14:00 PM,47.620954,-122.307342,POINT (-122.307342 47.620954),F200031104
3719 S Burns St,Medic Response,10/02/2019 01:07:00 AM,47.516539,-122.284936,POINT (-122.284936 47.516539),F190105154
901 Rainier Av S,Trans to AMR,07/11/2019 01:54:00 PM,47.594356,-122.310367,POINT (-122.310367 47.594356),F190073083
1020 S Myrtle St,Aid Response,06/06/2019 12:26:00 PM,47.539433,-122.320138,POINT (-122.320138 47.539433),F190058845
25th Av Sw / Sw Henderson St,Aid Response,06/06/2019 12:31:00 PM,47.522853,-122.364537,POINT (-122.364537 47.522853),F190058847
3020 Ne 127th St,AFA4 - Auto Alarm 2 + 1 + 1,06/06/2019 12:41:00 PM,47.721092,-122.295892,POINT (-122.295892 47.721092),F190058849
1828 Yale Av,Trans to AMR,06/06/2019 12:46:00 PM,47.617717,-122.330057,POINT (-122.330057 47.617717),F190058851
23RD AV E / E JOHN ST,Rescue Extrication,06/06/2019 12:48:00 PM,47.620207,-122.3025,POINT (-122.3025 47.620207),F190058852
3rd Av / Pike St,Aid Response,06/06/2019 01:00:00 PM,47.60975,-122.337793,POINT (-122.337793 47.60975),F190058854
13000 Linden Av N,Trans to AMR,06/06/2019 01:22:00 PM,47.723218,-122.348195,POINT (-122.348195 47.723218),F190058860
15th Av E / E Aloha St,Aid Response,06/06/2019 01:23:00 PM,47.626878,-122.312569,POINT (-122.312569 47.626878),F190058861
800 S Dearborn St,Medic Response,06/06/2019 01:26:00 PM,47.595831,-122.322459,POINT (-122.322459 47.595831),F190058863
11501 15th Av Ne,Aid Response,06/06/2019 01:37:00 PM,47.712167,-122.312433,POINT (-122.312433 47.712167),F190058868
N 92nd St / Linden Av N,Aid Response,08/10/2019 01:46:00 PM,47.695643,-122.347277,POINT (-122.347277 47.695643),F190085103
916 N 104th St,Triaged Incident,12/12/2020 03:13:00 PM,47.704334,-122.347158,POINT (-122.347158 47.704334),F200121429
325 9th Av,Bark Fire,07/20/2019 08:25:00 PM,47.603588,-122.322949,POINT (-122.322949 47.603588),F190076848
916 N 104th St,Medic Response,12/12/2020 03:16:00 PM,47.704334,-122.347158,POINT (-122.347158 47.704334),F200121431
10200 1st Av Ne,Aid Response,05/16/2019 03:34:00 PM,47.702577,-122.328518,POINT (-122.328518 47.702577),F190049817
516 1st Av W,Aid Response,08/31/2019 11:12:00 AM,47.623472,-122.358023,POINT (-122.358023 47.623472),F190093297
13050 Aurora Av N,Auto Fire Alarm,08/31/2019 11:12:00 AM,47.723571,-122.344981,POINT (-122.344981 47.723571),F190093298
5106 S Adams St,Aid Response,09/11/2020 06:03:00 PM,47.565295,-122.269388,POINT (-122.269388 47.565295),F200090854
1520 Summit Av,Aid Response,11/24/2019 03:19:00 AM,47.614308,-122.325517,POINT (-122.325517 47.614308),F190124677
9009 Greenwood Av N,Auto Fire Alarm,07/11/2019 11:26:00 AM,47.69429,-122.35534,POINT (-122.35534 47.69429),F190073012
14th Av Nw / Nw 50th St,MVI - Motor Vehicle Incident,08/10/2019 12:01:00 PM,47.665046,-122.373592,POINT (-122.373592 47.665046),F190085064
Occidental Av S / S Forest St,Aid Response,08/10/2019 12:01:00 PM,47.577727,-122.333271,POINT (-122.333271 47.577727),F190085065
8th Av N / Thomas St,Medic Response,08/10/2019 12:03:00 PM,47.620884,-122.341076,POINT (-122.341076 47.620884),F190085067
2800 1st Av,Medic Response- 7 per Rule,06/21/2019 07:56:00 AM,47.616354,-122.35155,POINT (-122.35155 47.616354),F190064808
116 Stewart St,Medic Response,06/21/2019 07:58:00 AM,47.610387,-122.341198,POINT (-122.341198 47.610387),F190064809
517 3rd Av,Aid Response,06/21/2019 08:15:00 AM,47.602172,-122.330863,POINT (-122.330863 47.602172),F190064812
3819 38th Av Sw,Medic Response- 7 per Rule,06/21/2019 08:38:00 AM,47.569295,-122.380255,POINT (-122.380255 47.569295),F190064816
2614 4th Av,Aid Response Yellow,06/21/2019 08:39:00 AM,47.617316,-122.347229,POINT (-122.347229 47.617316),F190064817
1902 2nd Av,Aid Response,10/02/2019 01:11:00 AM,47.610972,-122.340465,POINT (-122.340465 47.610972),F190105156
3rd Av / Yesler Way,Aid Response,10/02/2019 01:14:00 AM,47.601716,-122.330265,POINT (-122.330265 47.601716),F190105157
4th Av / Pike St,Aid Response,05/03/2019 04:46:00 PM,47.610214,-122.336683,POINT (-122.336683 47.610214),F190044639
Nw 56th St / 14th Av Nw,Aid Response,05/03/2019 04:47:00 PM,47.669441,-122.373587,POINT (-122.373587 47.669441),F190044640
1554 Parkside Dr E,Auto Fire Alarm,10/02/2019 01:22:00 AM,47.633597,-122.291074,POINT (-122.291074 47.633597),F190105158
3011 S Holly Pl,Trans to AMR,07/25/2020 12:55:00 PM,47.541854,-122.29349,POINT (-122.29349 47.541854),F200072869
3552 Sw Ocean View Dr,Aid Response,11/24/2019 07:53:00 AM,47.50242,-122.376717,POINT (-122.376717 47.50242),F190124717
4038 Ne 58th St,Medic Response,07/25/2020 12:55:00 PM,47.671197,-122.284511,POINT (-122.284511 47.671197),F200072870
2576 9th Ave W,Automatic Fire Alarm Resd,07/25/2020 12:56:00 PM,47.642642,-122.368909,POINT (-122.368909 47.642642),F200072871
4652 BEACH DR SW,Aid Response,11/24/2019 08:01:00 AM,47.561384,-122.404385,POINT (-122.404385 47.561384),F190124721
4850 13th Ave S,Aid Response,07/25/2020 12:57:00 PM,47.559426,-122.316089,POINT (-122.316089 47.559426),F200072872
University Way Ne / Ne 43rd St,Aid Response,05/03/2019 05:00:00 PM,47.659795,-122.313168,POINT (-122.313168 47.659795),F190044647
1101 Airport Way S,Aid Response,05/03/2019 05:01:00 PM,47.593245,-122.324478,POINT (-122.324478 47.593245),F190044652
Broadway / E Yesler Way,Aid Response,05/03/2019 05:01:00 PM,47.6017,-122.320737,POINT (-122.320737 47.6017),F190044649
S STATE ST / RAINIER AV S,Car Fire,05/03/2019 05:01:00 PM,47.587739,-122.305249,POINT (-122.305249 47.587739),F190044648
4th Av / Pine St,Aid Response,05/03/2019 05:05:00 PM,47.611207,-122.337592,POINT (-122.337592 47.611207),F190044654
1321 E John St,Aid Response,05/03/2019 05:26:00 PM,47.619948,-122.31534,POINT (-122.31534 47.619948),F190044666
Aurora Av N / Raye St,Aid Response,09/21/2019 06:44:00 AM,47.643008,-122.347228,POINT (-122.347228 47.643008),F190101156
9022 3rd Av Nw,Aid Response,12/16/2019 08:23:00 AM,47.694431,-122.360678,POINT (-122.360678 47.694431),F190132312
2230 4th Av,Aid Response,12/16/2019 08:24:00 AM,47.614828,-122.343019,POINT (-122.343019 47.614828),F190132313
1401 S Holgate St,Aid Response,11/02/2020 02:33:00 PM,47.586367,-122.314655,POINT (-122.314655 47.586367),F200108534
120 Westlake Av N,1RED 1 Unit,07/20/2019 08:34:00 PM,47.618761,-122.338483,POINT (-122.338483 47.618761),F190076852
6206 43rd Ave Ne,Illegal Burn,08/30/2020 03:42:00 PM,47.673999,-122.282198,POINT (-122.282198 47.673999),F200086336
829 Ne 67th St,Triaged Incident,06/30/2020 04:36:00 AM,47.677305,-122.319698,POINT (-122.319698 47.677305),F200063892
1308 5th Av,Aid Response,07/11/2019 11:28:00 AM,47.608764,-122.333822,POINT (-122.333822 47.608764),F190073014
133 Pontius Ave N,Auto Fire Alarm,03/15/2020 03:50:00 PM,47.619624,-122.332269,POINT (-122.332269 47.619624),F200026672
3021 Ne 140th St,Aid Response,11/15/2020 12:35:00 PM,47.730149,-122.29622,POINT (-122.29622 47.730149),F200112826
1301 Alaskan Way,Aid Response,06/30/2020 05:00:00 AM,47.605911,-122.340413,POINT (-122.340413 47.605911),F200063895
6420 57th Ave Ne,Medic Response,07/19/2020 06:14:00 AM,47.675466,-122.26793,POINT (-122.26793 47.675466),F200070684
Broadway / E Pike St,Medic Response,10/20/2020 01:24:00 PM,47.614076,-122.32078,POINT (-122.32078 47.614076),F200104248
3025 Ne 137th St,Aid Response,03/15/2020 04:17:00 PM,47.727922,-122.296068,POINT (-122.296068 47.727922),F200026682
4831 35th Av Sw,Medic Response- 7 per Rule,03/15/2020 04:17:00 PM,47.558988,-122.376234,POINT (-122.376234 47.558988),F200026683
2020 E Madison St,4RED - 2 + 1 + 1,03/15/2020 04:30:00 PM,47.617481,-122.305611,POINT (-122.305611 47.617481),F200026685
756 John St,Aid Response,11/24/2019 04:51:00 AM,47.619719,-122.342229,POINT (-122.342229 47.619719),F190124688
Spring St / Alaskan Way,Medic Response- 6 per Rule,07/11/2019 11:59:00 AM,47.604488,-122.339091,POINT (-122.339091 47.604488),F190073024
3720 Montlake Blvd Ne,Aid Response,07/11/2019 12:01:00 PM,47.649404,-122.304574,POINT (-122.304574 47.649404),F190073026
9th Av S / S Charlestown St,Brush Fire,07/11/2019 12:03:00 PM,47.569835,-122.321351,POINT (-122.321351 47.569835),F190073027
2022 Boren Av,Aid Response,07/11/2019 12:04:00 PM,47.617943,-122.334397,POINT (-122.334397 47.617943),F190073029
1420 Western Av,Aid Response,03/28/2020 02:41:00 PM,47.607557,-122.340392,POINT (-122.340392 47.607557),F200031094
8018 18th Ave Ne,Medic Response,03/28/2020 02:43:00 PM,47.686831,-122.308928,POINT (-122.308928 47.686831),F200031095
4750 16th Av Ne,Trans to AMR,05/03/2019 05:33:00 PM,47.663372,-122.310825,POINT (-122.310825 47.663372),F190044668
620 N 130th St,Medic Response,10/02/2019 01:28:00 AM,47.723223,-122.351366,POINT (-122.351366 47.723223),F190105161
1461 Elliott Av W,Aid Response,08/10/2019 01:14:00 PM,47.631635,-122.374869,POINT (-122.374869 47.631635),F190085088
S Washington St / Occidental Av S,Trans to AMR,05/03/2019 05:36:00 PM,47.600882,-122.332877,POINT (-122.332877 47.600882),F190044669
12505 Greenwood Av N,Medic Response,08/10/2019 01:18:00 PM,47.719638,-122.355539,POINT (-122.355539 47.719638),F190085090
4103 Rainier Av S,Medic Response,08/10/2019 01:19:00 PM,47.566131,-122.288744,POINT (-122.288744 47.566131),F190085092
1811 Eastlake Av,Aid Response,05/03/2019 05:43:00 PM,47.618002,-122.329182,POINT (-122.329182 47.618002),F190044670
9610 22nd Ct Nw,Aid Response,08/10/2019 01:26:00 PM,47.699354,-122.384353,POINT (-122.384353 47.699354),F190085094
3505 Troll Av N,Illegal Burn,08/10/2019 01:27:00 PM,47.650192,-122.347429,POINT (-122.347429 47.650192),F190085095
2201 Westlake Av,Aid Response,07/31/2019 07:58:00 AM,47.617752,-122.338344,POINT (-122.338344 47.617752),F190080978
5812 9th Ave Nw,Aid Response,07/12/2020 07:37:00 PM,47.670976,-122.368598,POINT (-122.368598 47.670976),F200068260
BOYLSTON AV E / E ROANOKE ST,Medic Response,11/02/2019 03:38:00 PM,47.643186,-122.323416,POINT (-122.323416 47.643186),F190116907
450 Ne 100th St,Aid Response,09/11/2019 01:17:00 AM,47.701329,-122.323684,POINT (-122.323684 47.701329),F190097345
6238 51st Ave Ne,Automatic Fire Alarm Resd,06/03/2020 11:17:00 PM,47.673811,-122.272777,POINT (-122.272777 47.673811),F200054888
9113 50th Ave S,Aid Response,06/03/2020 11:17:00 PM,47.522159,-122.271398,POINT (-122.271398 47.522159),F200054889
7827 46th Ave S,Medic Response,06/03/2020 11:18:00 PM,47.532333,-122.275314,POINT (-122.275314 47.532333),F200054890
801 E Pine St,Referral To Agency,06/03/2020 11:20:00 PM,47.615226,-122.322116,POINT (-122.322116 47.615226),F200054892
3021 Sw Bradford St,Trans to AMR,05/16/2019 03:35:00 PM,47.569237,-122.371429,POINT (-122.371429 47.569237),F190049819
2nd Av S / S Lucile St,MVI - Motor Vehicle Incident,05/16/2019 03:36:00 PM,47.553415,-122.332386,POINT (-122.332386 47.553415),F190049818
1007 1st Av,Auto Fire Alarm,05/16/2019 03:37:00 PM,47.604739,-122.336278,POINT (-122.336278 47.604739),F190049820
4th Ave S / S Royal Brougham Way,1RED 1 Unit,06/03/2020 11:32:00 PM,47.592394,-122.329049,POINT (-122.329049 47.592394),F200054895
1421 Minor Av,Trans to AMR,11/24/2019 03:26:00 AM,47.613146,-122.327096,POINT (-122.327096 47.613146),F190124678
7524 35th Av Sw,Auto Fire Alarm,08/10/2019 12:08:00 PM,47.535284,-122.376607,POINT (-122.376607 47.535284),F190085068
9515 Interlake Av N,Aid Response,06/16/2020 03:49:00 PM,47.697923,-122.340809,POINT (-122.340809 47.697923),F200059131
1721 1st Av S,Aid Response,03/03/2020 08:39:00 PM,47.588004,-122.334197,POINT (-122.334197 47.588004),F200022571
1660 S Columbian Way,Trans to AMR,02/09/2020 08:07:00 PM,47.561845,-122.310824,POINT (-122.310824 47.561845),F200014339
411 3RD AV,Aid Response,03/03/2020 08:41:00 PM,47.601751,-122.330315,POINT (-122.330315 47.601751),F200022572
1250 1st Av S,Medic Response,08/10/2019 12:20:00 PM,47.592049,-122.334195,POINT (-122.334195 47.592049),F190085074
4 W Garfield St,Aid Response,05/09/2020 09:41:00 AM,47.63353,-122.357025,POINT (-122.357025 47.63353),F200044308
6727 Rainier Av S,Medic Response,10/02/2019 04:38:00 AM,47.542238,-122.272642,POINT (-122.272642 47.542238),F190105172
535 17th Av E,Aid Response,11/24/2019 04:25:00 AM,47.623682,-122.310011,POINT (-122.310011 47.623682),F190124684
PIKE PL / PIKE ST,Aid Response,11/24/2019 05:28:00 AM,47.608629,-122.340472,POINT (-122.340472 47.608629),F190124690
N 85th St / Aurora Av N,MVI - Motor Vehicle Incident,11/24/2019 05:37:00 AM,47.690563,-122.344522,POINT (-122.344522 47.690563),F190124691
800 Occidental Av S,Single Medic Unit,08/10/2019 01:12:00 PM,47.595693,-122.333273,POINT (-122.333273 47.595693),F190085087
11061 Arroyo Beach Pl Sw,Triaged Incident,12/27/2019 06:38:00 PM,47.503859,-122.386938,POINT (-122.386938 47.503859),F190136535
9551 Rainier Av S,Aid Response,08/10/2019 01:19:00 PM,47.520126,-122.259197,POINT (-122.259197 47.520126),F190085091
11061 Arroyo Beach Pl Sw,Trans to AMR,12/27/2019 06:40:00 PM,47.503859,-122.386938,POINT (-122.386938 47.503859),F190136537
N 93rd St / Aurora Av N,Aid Response,08/10/2019 01:28:00 PM,47.69636,-122.344591,POINT (-122.344591 47.69636),F190085096
5716 31st Av Ne,Medic Response,08/10/2019 01:30:00 PM,47.670418,-122.293851,POINT (-122.293851 47.670418),F190085097
5305 15th Av Nw,Aid Response,08/10/2019 01:31:00 PM,47.667192,-122.376217,POINT (-122.376217 47.667192),F190085098
Meridian Av N / N Northgate Way,Aid Response,06/21/2019 11:05:00 AM,47.708663,-122.333993,POINT (-122.333993 47.708663),F190064854
2611 Eastlake Av E,Aid Response,06/21/2019 11:06:00 AM,47.643324,-122.325887,POINT (-122.325887 47.643324),F190064855
5343 TALLMAN AV NW,Aid Response,06/21/2019 11:07:00 AM,47.667554,-122.380408,POINT (-122.380408 47.667554),F190064856
Nb I5 At Michigan,MVI Freeway,06/21/2019 11:08:00 AM,47.549428,-122.313199,POINT (-122.313199 47.549428),F190064858
4700 38th Av Sw,Medic Response,08/31/2019 11:18:00 AM,47.561082,-122.380063,POINT (-122.380063 47.561082),F190093299
3003 Ne 75th St,MVI - Motor Vehicle Incident,09/21/2019 06:46:00 AM,47.683048,-122.295852,POINT (-122.295852 47.683048),F190101158
1731 S Shelton St,Aid Response,09/21/2019 06:46:00 AM,47.557885,-122.310107,POINT (-122.310107 47.557885),F190101157
Ballard Av Nw / Nw Market St,Aid Response,10/12/2019 02:48:00 PM,47.66868,-122.386368,POINT (-122.386368 47.66868),F190109101
3716 Ne 75th St,Auto Fire Alarm,01/07/2020 01:06:00 PM,47.683046,-122.288274,POINT (-122.288274 47.683046),F200002315
620 5TH AV W,Aid Response Yellow,04/11/2020 11:54:00 AM,47.62485,-122.363238,POINT (-122.363238 47.62485),F200035632
2642 31ST AV W,Aid Response,10/02/2019 01:37:00 AM,47.643486,-122.39696,POINT (-122.39696 47.643486),F190105162
3016 11th Av W,Automatic Fire Alarm Resd,08/10/2019 12:39:00 PM,47.646962,-122.371552,POINT (-122.371552 47.646962),F190085081
E Thomas St / Boylston Av E,Aid Response,10/02/2019 01:40:00 AM,47.62106,-122.323091,POINT (-122.323091 47.62106),F190105163
260 39th Av E,Aid Response,08/10/2019 12:44:00 PM,47.620319,-122.28279,POINT (-122.28279 47.620319),F190085082
11050 8th Av Ne,Aid Response,08/10/2019 12:57:00 PM,47.708935,-122.320569,POINT (-122.320569 47.708935),F190085083
4800 Fremont Av N,Aid Response,07/25/2020 12:45:00 PM,47.663588,-122.350023,POINT (-122.350023 47.663588),F200072867
7523 31st Av Ne,Automatic Fire Alarm Resd,05/31/2019 06:48:00 AM,47.683208,-122.294772,POINT (-122.294772 47.683208),F190056371
747 N 135th St,Aid Response,05/31/2019 06:48:00 AM,47.726864,-122.348012,POINT (-122.348012 47.726864),F190056372
1100 Fairview Av N,Medic Response,11/24/2019 04:45:00 AM,47.628713,-122.330907,POINT (-122.330907 47.628713),F190124686
4101 Beacon Av S,Auto Fire Alarm,11/24/2019 04:50:00 AM,47.566538,-122.306502,POINT (-122.306502 47.566538),F190124687
747 N 135th St,Aid Response,05/31/2019 06:51:00 AM,47.726864,-122.348012,POINT (-122.348012 47.726864),F190056373
747 N 135th St,Aid Response,05/31/2019 06:51:00 AM,47.726803,-122.347793,POINT (-122.347793 47.726803),F190056374
