Incident #,Alarm Time,Call Type,Incident Type,Response Time (Median),Incident Duration,Stations,Units,Unit Count,GeoJSON,geo_point_2d
17-0400189,2017-04-10,False Fire Call,Alarm System Equipment - Accidental activation (ex,4.02,16.97,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.48969289879588, 44.24398396291732]}","44.2439839629,-76.4896928988"
17-0400201,2017-04-11,False Fire Call,Alarm System Equipment - Accidental activation (ex,4.35,14.68,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.51224553280572, 44.25030436167093]}","44.2503043617,-76.5122455328"
17-0400206,2017-04-11,Fire,Open air burning/unauthorized controlled burning (,8.11,27.6,WOODBINE RD,"P271,T271",2,"{""type"": ""Point"", ""coordinates"": [-76.64304359114554, 44.27627090437918]}","44.2762709044,-76.6430435911"
17-0400210,2017-04-11,False Fire Call,Alarm System Equipment - Accidental activation (ex,4.87,13.95,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.53425362378377, 44.2426113530917]}","44.2426113531,-76.5342536238"
17-0400224,2017-04-12,Other,Other Response,6.07,19.02,"BREWERS MILLS RD,BROCK ST,GORE RD,JOYCEVILLE RD,UNITY RD","B241,P211,P221,P231,P282,T211,T221,T231",8,"{""type"": ""Point"", ""coordinates"": [-76.27910850274581, 44.32718562177239]}","44.3271856218,-76.2791085027"
17-0400233,2017-04-13,Fire,Fire,18.99,121.93,"38 HY,GORE RD,JOYCEVILLE RD,UNITY RD,WOODBINE RD","C231,P272,P281,P291,T271,T281,T291,U271,WL211,WL281",10,"{""type"": ""Point"", ""coordinates"": [-76.64725902677024, 44.33114871926744]}","44.3311487193,-76.6472590268"
17-0400234,2017-04-13,Fire,NO LOSS OUTDOOR fire (see exclusions),3.88,28.75,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48849912994768, 44.2549441930629]}","44.2549441931,-76.4884991299"
17-0400240,2017-04-13,Fire,NO LOSS OUTDOOR fire (see exclusions),9.32,73.83,"BREWERS MILLS RD,JOYCEVILLE RD","P211,P221,T211,T221,WL211",5,"{""type"": ""Point"", ""coordinates"": [-76.28816556489477, 44.31801217151711]}","44.3180121715,-76.2881655649"
17-0400244,2017-04-14,CO Alarm,CO false alarm - equipment malfunction (no CO pres,5.1,27.95,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.46325633357092, 44.2538434089147]}","44.2538434089,-76.4632563336"
17-0400246,2017-04-14,False Fire Call,Human - Perceived Emergency,3.53,27.1,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48167755824772, 44.22902061209169]}","44.2290206121,-76.4816775582"
17-0400247,2017-04-14,Fire,Open air burning/unauthorized controlled burning (,4.1,28.42,"DAYS RD,PALACE RD","P201,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.49343496136487, 44.24156070264017]}","44.2415607026,-76.4934349614"
17-0400249,2017-04-14,Other,Assistance not required by other agency,3.48,10.08,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52358851808906, 44.244406960094466]}","44.2444069601,-76.5235885181"
17-0400254,2017-04-14,Fire,Other Cooking/toasting/smoke/steam (no fire),4.58,22.13,"DAYS RD,WOODBINE RD","P201,P272",2,"{""type"": ""Point"", ""coordinates"": [-76.58063976312178, 44.23097853110144]}","44.2309785311,-76.5806397631"
17-0400262,2017-04-15,Medical,Other Medical/Resuscitator Call,12.08,30.97,UNITY RD,P281,1,"{""type"": ""Point"", ""coordinates"": [-76.53865265207835, 44.28389048295278]}","44.283890483,-76.5386526521"
17-0400265,2017-04-15,Medical,Medical/resuscitator call false alarm,4.02,14.15,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48882861415412, 44.263437884568056]}","44.2634378846,-76.4888286142"
17-0400272,2017-04-15,Fire,Other Cooking/toasting/smoke/steam (no fire),4.92,14.92,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.55498838180569, 44.262688549298794]}","44.2626885493,-76.5549883818"
17-0400274,2017-04-15,False Fire Call,Other False Fire Call,3.9,26.3,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.50599994678008, 44.22366466016541]}","44.2236646602,-76.5059999468"
17-0400277,2017-04-15,Medical,Other Medical/Resuscitator Call,6.72,55.02,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.50889349420783, 44.264219570851594]}","44.2642195709,-76.5088934942"
17-0400287,2017-04-16,False Fire Call,Alarm System Equipment - Accidental activation (ex,3.78,12.45,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49768586403857, 44.22611906685335]}","44.2261190669,-76.497685864"
17-0400307,2017-04-18,Fire,Other pre fire conditions (no fire),5.88,27.4,"BROCK ST,PALACE RD,RAILWAY ST","L241,P251,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.53408992854744, 44.2542029442182]}","44.2542029442,-76.5340899285"
17-0400309,2017-04-18,False Fire Call,Alarm System Equipment - Malfunction,5.17,21.77,"GORE RD,UNITY RD","P231,P282",2,"{""type"": ""Point"", ""coordinates"": [-76.4631778447467, 44.25506224336621]}","44.2550622434,-76.4631778447"
17-0400311,2017-04-18,False Fire Call,Alarm System Equipment - Malfunction,5.63,26.4,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.47920263232331, 44.230504170821824]}","44.2305041708,-76.4792026323"
17-0400325,2017-04-18,False Fire Call,Alarm System Equipment - Accidental activation (ex,4.05,12.5,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49500360316826, 44.23589976516907]}","44.2358997652,-76.4950036032"
17-0400344,2017-04-19,Other,Other Response,0.0,21.33,38 HY,P291,1,"{""type"": ""Point"", ""coordinates"": [-76.58518888983693, 44.257161983687794]}","44.2571619837,-76.5851888898"
17-0400346,2017-04-20,Fire,"Overheat (no fire, e.g. engines, mechanical device",7.68,53.32,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.50553261998584, 44.268836394310775]}","44.2688363943,-76.50553262"
17-0400348,2017-04-20,Other,Other Response,0.0,12.62,WOODBINE RD,P272,1,"{""type"": ""Point"", ""coordinates"": [-76.58518888983693, 44.257161983687794]}","44.2571619837,-76.5851888898"
17-0400358,2017-04-20,False Fire Call,"Human - Malicious intent, prank",5.37,15.0,"BROCK ST,PALACE RD,RAILWAY ST","L241,P251,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.52408602818419, 44.240785614553424]}","44.2407856146,-76.5240860282"
17-0400360,2017-04-20,Fire,Other Cooking/toasting/smoke/steam (no fire),4.06,21.87,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.49127323817252, 44.242851493348006]}","44.2428514933,-76.4912732382"
17-0400367,2017-04-21,False Fire Call,Human - Perceived Emergency,13.42,44.08,"BROCK ST,WOODBINE RD","B241,P271,P272,T271",4,"{""type"": ""Point"", ""coordinates"": [-76.59970306133334, 44.28376894939159]}","44.2837689494,-76.5997030613"
17-0400373,2017-04-21,Other,Gas Leak - Natural Gas,4.95,33.05,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.49186708903308, 44.232707831420015]}","44.2327078314,-76.491867089"
17-0400390,2017-04-21,Medical,Medical/resuscitator call no action required,2.68,4.68,"PALACE RD,RAILWAY ST","P251,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.51142608501559, 44.24064511090636]}","44.2406451109,-76.511426085"
17-0400391,2017-04-22,Fire,Fire,6.05,37.57,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48402255306219, 44.26480207604742]}","44.264802076,-76.4840225531"
17-0400393,2017-04-22,Fire,Other pre fire conditions (no fire),5.58,14.97,"PALACE RD,WOODBINE RD","P261,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.55049732070538, 44.25680949578515]}","44.2568094958,-76.5504973207"
17-0400426,2017-04-24,Medical,"Accident or illness related - cuts, fractures, per",3.48,13.52,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.5075610520104, 44.23853023606058]}","44.2385302361,-76.507561052"
17-0400427,2017-04-24,Fire,NO LOSS OUTDOOR fire (see exclusions),5.19,37.78,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.49007769162112, 44.26045329546309]}","44.2604532955,-76.4900776916"
17-0400428,2017-04-24,Fire,Other Cooking/toasting/smoke/steam (no fire),3.16,9.52,"BROCK ST,PALACE RD","P241,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.49934704097568, 44.23068230278057]}","44.2306823028,-76.499347041"
17-0400432,2017-04-24,Medical,Seizure,3.08,8.92,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48320511059644, 44.23415997636289]}","44.2341599764,-76.4832051106"
17-0400433,2017-04-24,Fire,Pot on Stove (no fire),4.23,29.5,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.51635315763542, 44.23541073535665]}","44.2354107354,-76.5163531576"
17-0400439,2017-04-25,Medical,Medical Aid Not Required on Arrival,3.32,8.4,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.4844883030332, 44.2259610158739]}","44.2259610159,-76.484488303"
17-0400453,2017-04-25,Medical,Seizure,3.73,8.78,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.4885195177094, 44.23108887309408]}","44.2310888731,-76.4885195177"
17-0400455,2017-04-26,Medical,Other Medical/Resuscitator Call,6.2,39.57,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.53717363339373, 44.23707458670909]}","44.2370745867,-76.5371736334"
17-0400457,2017-04-26,False Fire Call,Alarm System Equipment - Malfunction,7.22,26.05,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.48237759997983, 44.23959846021711]}","44.2395984602,-76.4823776"
17-0400461,2017-04-26,Medical,"Accident or illness related - cuts, fractures, per",3.78,15.82,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48669784970807, 44.236734930604804]}","44.2367349306,-76.4866978497"
17-0400462,2017-04-26,False Fire Call,Human - Accidental (alarm accidentally activated b,6.65,15.08,"BROCK ST,PALACE RD,RAILWAY ST","L241,P251,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
17-0400467,2017-04-26,False Fire Call,"Human - Malicious intent, prank",5.74,15.18,"DAYS RD,PALACE RD","P201,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.54545076438018, 44.239869922941786]}","44.2398699229,-76.5454507644"
17-0400473,2017-04-26,Fire,Other Cooking/toasting/smoke/steam (no fire),3.87,13.13,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.4818798923604, 44.231018590635095]}","44.2310185906,-76.4818798924"
17-0400475,2017-04-26,Medical,Medical/resuscitator call no action required,5.47,14.05,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48882861415412, 44.263437884568056]}","44.2634378846,-76.4888286142"
17-0400480,2017-04-27,False Fire Call,Alarm System Equipment - Malfunction,3.47,17.45,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49628946151324, 44.2289012078193]}","44.2289012078,-76.4962894615"
17-0400488,2017-04-27,Fire,Other pre fire conditions (no fire),3.65,29.32,"BROCK ST,PALACE RD,WOODBINE RD","A271,C241,L241,P261,P271,P272",6,"{""type"": ""Point"", ""coordinates"": [-76.56383901149958, 44.263106522951375]}","44.263106523,-76.5638390115"
17-0400493,2017-04-27,Medical,Seizure,3.8,11.53,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48203749236336, 44.256283139836825]}","44.2562831398,-76.4820374924"
17-0400496,2017-04-27,False Fire Call,Other False Fire Call,6.73,12.4,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48653630271579, 44.27107356705106]}","44.2710735671,-76.4865363027"
17-0400507,2017-04-28,Medical,Seizure,9.12,29.15,GORE RD,P231,1,"{""type"": ""Point"", ""coordinates"": [-76.41813066678148, 44.250664710617635]}","44.2506647106,-76.4181306668"
17-0400508,2017-04-28,Motor Vehicle Accident,Vehicle Extrication,11.07,56.95,"38 HY,BROCK ST,DAYS RD,UNITY RD,WOODBINE RD","B241,C281,P201,P271,P272,P291,T291",7,"{""type"": ""Point"", ""coordinates"": [-76.59970306133334, 44.28376894939159]}","44.2837689494,-76.5997030613"
17-0400517,2017-04-28,Fire,Authorized controlled burning - complaint,6.08,13.17,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.52701947832139, 44.257115032901886]}","44.2571150329,-76.5270194783"
17-0400518,2017-04-28,False Fire Call,Alarm System Equipment - Malfunction,7.22,26.07,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.55487970543875, 44.27639726571657]}","44.2763972657,-76.5548797054"
17-0400526,2017-04-29,False Fire Call,Human - Accidental (alarm accidentally activated b,4.55,13.73,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.4795944235863, 44.23336153387428]}","44.2333615339,-76.4795944236"
17-0400528,2017-04-29,False Fire Call,Alarm System Equipment - Malfunction,2.08,20.53,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
17-0400533,2017-04-29,Water Rescue,Water Rescue,5.35,16.87,"BROCK ST,GORE RD","C241,L241,P231,P241,TE241",5,"{""type"": ""Point"", ""coordinates"": [-76.4585696544195, 44.231548272936365]}","44.2315482729,-76.4585696544"
17-0400536,2017-04-29,Other,Assistance not required by other agency,2.68,7.2,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48167755824772, 44.22902061209169]}","44.2290206121,-76.4816775582"
17-0400537,2017-04-29,Fire,Open air burning/unauthorized controlled burning (,6.22,11.78,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.53173908816417, 44.23694768645762]}","44.2369476865,-76.5317390882"
17-0400548,2017-04-30,Medical,Alcohol or drug related,3.78,20.88,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48907078030383, 44.243192360997355]}","44.243192361,-76.4890707803"
17-0400553,2017-04-30,Medical,Seizure,4.65,9.85,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.50889349420783, 44.264219570851594]}","44.2642195709,-76.5088934942"
17-0400560,2017-04-30,Fire,Fire,3.95,62.0,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48504388066712, 44.231499976266406]}","44.2314999763,-76.4850438807"
17-0500006,2017-05-01,Other,Gas Leak - Natural Gas,7.47,25.43,"BROCK ST,PALACE RD,RAILWAY ST","C241,L241,P241,P251,P261",5,"{""type"": ""Point"", ""coordinates"": [-76.48892779902113, 44.25940001016826]}","44.2594000102,-76.488927799"
17-0500007,2017-05-01,False Fire Call,Human - Accidental (alarm accidentally activated b,2.02,7.82,"BROCK ST,RAILWAY ST","L241,P241,P251",3,"{""type"": ""Point"", ""coordinates"": [-76.49768586403857, 44.22611906685335]}","44.2261190669,-76.497685864"
17-0500022,2017-05-02,Medical,"Vital signs absent, DOA",4.47,12.22,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.5815862454506, 44.2453791732118]}","44.2453791732,-76.5815862455"
17-0500029,2017-05-02,False Fire Call,Human - Accidental (alarm accidentally activated b,4.1,16.7,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.51224553280572, 44.25030436167093]}","44.2503043617,-76.5122455328"
17-0500033,2017-05-02,Other,Assistance not required by other agency,3.52,4.7,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.50139772153386, 44.23767858165993]}","44.2376785817,-76.5013977215"
17-0500034,2017-05-02,CO Alarm,CO false alarm - equipment malfunction (no CO pres,5.55,17.32,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.60852661593437, 44.25864243760591]}","44.2586424376,-76.6085266159"
17-0500049,2017-05-03,Medical,Oxygen administered,2.53,17.22,WOODBINE RD,P271,1,"{""type"": ""Point"", ""coordinates"": [-76.59043870026224, 44.25547312875508]}","44.2554731288,-76.5904387003"
17-0500051,2017-05-03,Medical,Alcohol or drug related,3.13,24.52,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.49709302509763, 44.240269547664106]}","44.2402695477,-76.4970930251"
17-0500055,2017-05-04,Motor Vehicle Accident,Vehicle Collision,6.1,15.57,"DAYS RD,WOODBINE RD","P201,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.60796713783411, 44.24160631451147]}","44.2416063145,-76.6079671378"
17-0500061,2017-05-04,False Fire Call,Alarm System Equipment - Malfunction,5.32,13.27,"BROCK ST,PALACE RD,RAILWAY ST","L241,P251,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.50889349420783, 44.264219570851594]}","44.2642195709,-76.5088934942"
17-0500062,2017-05-04,False Fire Call,Human - Accidental (alarm accidentally activated b,6.0,14.37,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.485495512778, 44.26963732197515]}","44.269637322,-76.4854955128"
17-0500065,2017-05-04,Fire,NO LOSS OUTDOOR fire (see exclusions),4.4,18.73,"BROCK ST,RAILWAY ST","P241,P251",2,"{""type"": ""Point"", ""coordinates"": [-76.48849912994768, 44.2549441930629]}","44.2549441931,-76.4884991299"
17-0500066,2017-05-04,Fire,Open air burning/unauthorized controlled burning (,5.02,26.78,WOODBINE RD,"P271,T271",2,"{""type"": ""Point"", ""coordinates"": [-76.59970306133334, 44.28376894939159]}","44.2837689494,-76.5997030613"
17-0500072,2017-05-05,Medical,"Vital signs absent, DOA",5.5,14.38,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48293473366418, 44.23306251564361]}","44.2330625156,-76.4829347337"
17-0500075,2017-05-05,Medical,Medical Aid Not Required on Arrival,4.13,12.68,RAILWAY ST,P251,1,"{""type"": ""Point"", ""coordinates"": [-76.48203749236336, 44.256283139836825]}","44.2562831398,-76.4820374924"
17-0500082,2017-05-05,Medical,Alcohol or drug related,5.05,9.05,PALACE RD,P261,1,"{""type"": ""Point"", ""coordinates"": [-76.53173908816417, 44.23694768645762]}","44.2369476865,-76.5317390882"
17-0500083,2017-05-05,False Fire Call,"Human - Malicious intent, prank",3.23,18.72,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49431917136641, 44.22833923447373]}","44.2283392345,-76.4943191714"
17-0500086,2017-05-06,Other,Other Public Hazard,3.67,90.37,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48707375619382, 44.22910188072236]}","44.2291018807,-76.4870737562"
17-0500089,2017-05-06,Fire,Other Cooking/toasting/smoke/steam (no fire),3.92,8.63,"BROCK ST,PALACE RD","P241,P261",2,"{""type"": ""Point"", ""coordinates"": [-76.50308907899603, 44.22529348980178]}","44.2252934898,-76.503089079"
17-0500090,2017-05-06,False Fire Call,Alarm System Equipment - Malfunction,3.62,16.8,"BROCK ST,PALACE RD","L241,P241,P261",3,"{""type"": ""Point"", ""coordinates"": [-76.49341646208595, 44.22367897651186]}","44.2236789765,-76.4934164621"
17-0500097,2017-05-06,Motor Vehicle Accident,Vehicle Collision,4.87,6.25,"PALACE RD,WOODBINE RD","P261,P271",2,"{""type"": ""Point"", ""coordinates"": [-76.5538046941611, 44.24895668730617]}","44.2489566873,-76.5538046942"
17-0500100,2017-05-06,CO Alarm,CO false alarm - equipment malfunction (no CO pres,9.08,18.7,DAYS RD,P201,1,"{""type"": ""Point"", ""coordinates"": [-76.62893283819237, 44.24028968086384]}","44.2402896809,-76.6289328382"
17-0500104,2017-05-07,Fire,Pot on Stove (no fire),6.55,28.52,"BROCK ST,DAYS RD,PALACE RD,WOODBINE RD","A271,L241,P201,P261",4,"{""type"": ""Point"", ""coordinates"": [-76.54545076438018, 44.239869922941786]}","44.2398699229,-76.5454507644"
17-0500107,2017-05-07,Medical,Seizure,4.15,12.92,BROCK ST,P241,1,"{""type"": ""Point"", ""coordinates"": [-76.48200350759053, 44.226648922109504]}","44.2266489221,-76.4820035076"
