"YEAR";"MONTH_NUMBER";"MONTH";"REPORT_PERIOD";"NEIGHBOURHOOD";"NEIGHBOURHOOD_ID";"COMPLAINT";"INITIATED_BY";"STATUS";"COUNT";"LATITUDE";"LONGITUDE";"LOCATION"
"2019";"6";"JUNE";"JUNE-2019";"Central McDougall";"1030";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.55333";"-113.5010745813031";"(53.55333276224116, -113.5010745813031)"
"2015";"7";"JULY";"JULY-2015";"McIntyre Industrial";"6430";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.49034";"-113.45491422159984";"(53.4903431973886, -113.45491422159984)"
"2014";"7";"JULY";"JULY-2014";"Granville";"4551";"Weeds";"Citizen";"Resolved Complaint";"3";"53.50488";"-113.68283977495963";"(53.50487777630792, -113.68283977495963)"
"2016";"5";"MAY";"MAY-2016";"High Park";"4200";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.55497";"-113.5841830838426";"(53.55496845282562, -113.5841830838426)"
"2015";"5";"MAY";"MAY-2015";"Prince Rupert";"1170";"Nuisance Property";"By-law Officer";"Resolved Complaint";"3";"53.56458";"-113.52406226603854";"(53.5645753729539, -113.52406226603854)"
"2012";"8";"AUGUST";"AUGUST-2012";"Oliver";"1150";"Unlicensed Business";"Citizen";"Resolved Complaint";"9";"53.54199";"-113.52399426586823";"(53.541993233892136, -113.52399426586823)"
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Meadowlark Park";"4310";"Graffiti";"By-law Officer";"Resolved Complaint";"4";"53.52553";"-113.59655190605099";"(53.52552528599914, -113.59655190605099)"
"2017";"11";"NOVEMBER";"NOVEMBER-2017";"Central McDougall";"1030";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.55333";"-113.5010745813031";"(53.55333276224116, -113.5010745813031)"
"2013";"10";"OCTOBER";"OCTOBER-2013";"Strathcona";"5480";"Graffiti";"By-law Officer";"Resolved Complaint";"33";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
"2017";"9";"SEPTEMBER";"SEPTEMBER-2017";"Highlands";"2330";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.56599";"-113.43018811476921";"(53.56599492653518, -113.43018811476921)"
"2015";"7";"JULY";"JULY-2015";"Queen Mary Park";"1180";"Weeds";"By-law Officer";"Resolved Complaint";"12";"53.55333";"-113.51965427365344";"(53.55332765166594, -113.51965427365344)"
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Westmount";"3440";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.55167";"-113.54112241012326";"(53.551671762229795, -113.54112241012326)"
"2011";"8";"AUGUST";"AUGUST-2011";"Beaumaris";"3040";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.61842";"-113.50502785728688";"(53.61842211180419, -113.50502785728688)"
"2016";"4";"APRIL";"APRIL-2016";"Kiniski Gardens";"6370";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.47481";"-113.40351643758787";"(53.47480588482717, -113.40351643758787)"
"2015";"2";"FEBRUARY";"FEBRUARY-2015";"Parkallen";"5310";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"9";"53.50333";"-113.51824294080788";"(53.503333894692844, -113.51824294080788)"
"2018";"9";"SEPTEMBER";"SEPTEMBER-2018";"Kennedale Industrial";"2380";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.58814";"-113.42706778517515";"(53.58813633013027, -113.42706778517515)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Baranow";"3020";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.60556";"-113.53610254609495";"(53.60556068232131, -113.53610254609495)"
"2013";"3";"MARCH";"MARCH-2013";"Delwood";"2230";"Nuisance Property";"Citizen";"Resolved Complaint";"3";"53.59594";"-113.45513078354243";"(53.595936718227186, -113.45513078354243)"
"2012";"7";"JULY";"JULY-2012";"Satoo";"6680";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.44581";"-113.45737054779553";"(53.44580812696508, -113.45737054779553)"
"2019";"11";"NOVEMBER";"NOVEMBER-2019";"Crawford Plains";"6140";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.44181";"-113.40621829074806";"(53.44181065595263, -113.40621829074806)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Garneau";"5200";"Nuisance Property";"Citizen";"Under Investigation";"1";"53.52014";"-113.51466073815163";"(53.520137013740865, -113.51466073815163)"
"2011";"12";"DECEMBER";"DECEMBER-2011";"Terwillegar Towne";"5640";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.45063";"-113.5777377735933";"(53.4506293105283, -113.5777377735933)"
"2014";"3";"MARCH";"MARCH-2014";"McLeod";"2530";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"1";"53.61035";"-113.43665989346127";"(53.610349445666266, -113.43665989346127)"
"2013";"2";"FEBRUARY";"FEBRUARY-2013";"Terrace Heights";"6730";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"4";"53.54207";"-113.43780118364619";"(53.542073576989786, -113.43780118364619)"
"2011";"2";"FEBRUARY";"FEBRUARY-2011";"Britannia Youngstown";"4060";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"4";"53.54628";"-113.60149844673005";"(53.54628475992977, -113.60149844673005)"
"2018";"6";"JUNE";"JUNE-2018";"Summerside";"6213";"Weeds";"Citizen";"Resolved Complaint";"3";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2011";"11";"NOVEMBER";"NOVEMBER-2011";"Wellington";"3430";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"1";"53.59581";"-113.55269525115219";"(53.595808482311625, -113.55269525115219)"
"2018";"11";"NOVEMBER";"NOVEMBER-2018";"Brookside";"5090";"Unlicensed Business";"Citizen";"Resolved Complaint";"4";"53.48492";"-113.56314681057894";"(53.484920665999084, -113.56314681057894)"
"2018";"6";"JUNE";"JUNE-2018";"Westwood";"1250";"Weeds";"Citizen";"Resolved Complaint";"13";"53.57593";"-113.49856633573037";"(53.57592737297088, -113.49856633573037)"
"2017";"7";"JULY";"JULY-2017";"Elmwood";"4140";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.51575";"-113.60599371910195";"(53.515745851347795, -113.60599371910195)"
"2013";"10";"OCTOBER";"OCTOBER-2013";"Queen Mary Park";"1180";"Unlicensed Business";"By-law Officer";"Under Investigation";"1";"53.55333";"-113.51965427365344";"(53.55332765166594, -113.51965427365344)"
"2011";"10";"OCTOBER";"OCTOBER-2011";"Strathcona";"5480";"Unlicensed Business";"Citizen";"Resolved Complaint";"6";"53.52239";"-113.4909645397036";"(53.52239098753585, -113.4909645397036)"
"2015";"11";"NOVEMBER";"NOVEMBER-2015";"Britannia Youngstown";"4060";"Unlicensed Business";"Citizen";"Under Investigation";"1";"53.54628";"-113.60149844673005";"(53.54628475992977, -113.60149844673005)"
"2018";"4";"APRIL";"APRIL-2018";"Brookside";"5090";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.48492";"-113.56314681057894";"(53.484920665999084, -113.56314681057894)"
"2011";"4";"APRIL";"APRIL-2011";"Blackmud Creek";"5453";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.42043";"-113.51112314120384";"(53.42043274451876, -113.51112314120384)"
"2018";"8";"AUGUST";"AUGUST-2018";"Jasper Park";"4230";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.52308";"-113.58410533783312";"(53.523077588379046, -113.58410533783312)"
"2014";"7";"JULY";"JULY-2014";"Ormsby Place";"4380";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.49908";"-113.64275185892338";"(53.49908335379451, -113.64275185892338)"
"2016";"5";"MAY";"MAY-2016";"Belgravia";"5040";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.51223";"-113.53276435676034";"(53.51223371649437, -113.53276435676034)"
"2018";"2";"FEBRUARY";"FEBRUARY-2018";"MacEwan";"5452";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"2";"53.42875";"-113.52694133798337";"(53.42875133707013, -113.52694133798337)"
"2012";"6";"JUNE";"JUNE-2012";"Lendrum Place";"5270";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.49299";"-113.52274707189989";"(53.49298579625277, -113.52274707189989)"
"2019";"4";"APRIL";"APRIL-2019";"Lymburn";"4270";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.50755";"-113.64228700707193";"(53.507553554396765, -113.64228700707193)"
"2017";"4";"APRIL";"APRIL-2017";"Eastwood";"1100";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.57609";"-113.46874575611328";"(53.57608628955444, -113.46874575611328)"
"2020";"8";"AUGUST";"AUGUST-2020";"Keswick Area";"5576";"Weeds";"Citizen";"Resolved Complaint";"4";"53.41756";"-113.63580013089792";"(53.41756127710642, -113.63580013089792)"
"2011";"3";"MARCH";"MARCH-2011";"Larkspur";"6390";"Unlicensed Business";"Citizen";"Under Investigation";"5";"53.48015";"-113.38123847033486";"(53.48015149606623, -113.38123847033486)"
"2012";"6";"JUNE";"JUNE-2012";"Highlands";"2330";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.56599";"-113.43018811476921";"(53.56599492653518, -113.43018811476921)"
"2013";"11";"NOVEMBER";"NOVEMBER-2013";"Blatchford Area";"1111";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.57280";"-113.51706542180057";"(53.57280079686974, -113.51706542180057)"
"2019";"2";"FEBRUARY";"FEBRUARY-2019";"Belmont";"2070";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.59397";"-113.39373635789697";"(53.59397159439471, -113.39373635789697)"
"2016";"12";"DECEMBER";"DECEMBER-2016";"Terwillegar Towne";"5640";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"27";"53.45063";"-113.5777377735933";"(53.4506293105283, -113.5777377735933)"
"2018";"2";"FEBRUARY";"FEBRUARY-2018";"Papaschase Industrial";"6560";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"3";"53.48425";"-113.47864222436296";"(53.484245822659354, -113.47864222436296)"
"2019";"5";"MAY";"MAY-2019";"Spruce Avenue";"1230";"Unlicensed Business";"Citizen";"Resolved Complaint";"5";"53.56463";"-113.50197643546534";"(53.56462855872456, -113.50197643546534)"
"2020";"8";"AUGUST";"AUGUST-2020";"Central McDougall";"1030";"Graffiti";"By-law Officer";"Resolved Complaint";"5";"53.55333";"-113.5010745813031";"(53.55333276224116, -113.5010745813031)"
"2011";"11";"NOVEMBER";"NOVEMBER-2011";"Hawin Park Estate Industrial";"4190";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.57414";"-113.59658128339153";"(53.57413861135331, -113.59658128339153)"
"2014";"6";"JUNE";"JUNE-2014";"Calder";"3070";"Nuisance Property";"Citizen";"Resolved Complaint";"6";"53.58803";"-113.52887227758312";"(53.58803294035536, -113.52887227758312)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Ottewell";"6550";"Nuisance Property";"By-law Officer";"Resolved Complaint";"4";"53.53134";"-113.43074604760109";"(53.53134376415048, -113.43074604760109)"
"2015";"11";"NOVEMBER";"NOVEMBER-2015";"Windsor Park";"5580";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"53.52418";"-113.53684717900765";"(53.52417761053836, -113.53684717900765)"
"2014";"8";"AUGUST";"AUGUST-2014";"Alberta Avenue";"1010";"Unlicensed Business";"Citizen";"Resolved Complaint";"6";"53.56848";"-113.48516811507994";"(53.56847906718172, -113.48516811507994)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Virginia Park";"1240";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.56089";"-113.45028197900743";"(53.56088801431773, -113.45028197900743)"
"2011";"6";"JUNE";"JUNE-2011";"Idylwylde";"6320";"Nuisance Property";"Citizen";"Resolved Complaint";"5";"53.52161";"-113.44911376690581";"(53.521613207275095, -113.44911376690581)"
"2016";"5";"MAY";"MAY-2016";"Elmwood Park";"1130";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.57959";"-113.46094200098248";"(53.579588701087985, -113.46094200098248)"
"2020";"7";"JULY";"JULY-2020";"Ermineskin";"5180";"Weeds";"Citizen";"Resolved Complaint";"1";"53.45765";"-113.50572907665476";"(53.45764638821457, -113.50572907665476)"
"2014";"8";"AUGUST";"AUGUST-2014";"Ramsay Heights";"5340";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.48336";"-113.5802152080962";"(53.48336181504562, -113.5802152080962)"
"2017";"3";"MARCH";"MARCH-2017";"Westmount";"3440";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.55167";"-113.54112241012326";"(53.551671762229795, -113.54112241012326)"
"2020";"2";"FEBRUARY";"FEBRUARY-2020";"Dovercourt";"3170";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.57568";"-113.55759021866957";"(53.57567554087078, -113.55759021866957)"
"2017";"11";"NOVEMBER";"NOVEMBER-2017";"Place LaRue";"4400";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.53900";"-113.63332425301158";"(53.53899990680577, -113.63332425301158)"
"2020";"12";"DECEMBER";"DECEMBER-2020";"Windsor Park";"5580";"Nuisance Property";"Citizen";"Under Investigation";"1";"53.52418";"-113.53684717900765";"(53.52417761053836, -113.53684717900765)"
"2016";"7";"JULY";"JULY-2016";"Bearspaw";"5030";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.44345";"-113.50053718855766";"(53.44344833573473, -113.50053718855766)"
"2016";"9";"SEPTEMBER";"SEPTEMBER-2016";"Glengarry";"2290";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.59586";"-113.47961157254134";"(53.59585580957678, -113.47961157254134)"
"2013";"6";"JUNE";"JUNE-2013";"Michaels Park";"6480";"Weeds";"Citizen";"Resolved Complaint";"1";"53.47957";"-113.44621282089493";"(53.47957429902111, -113.44621282089493)"
"2019";"8";"AUGUST";"AUGUST-2019";"Fulton Place";"6240";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.54632";"-113.42749643795536";"(53.54631536218046, -113.42749643795536)"
"2016";"12";"DECEMBER";"DECEMBER-2016";"Dunluce";"3180";"Snow/Ice On Walk";"By-law Officer";"Resolved Complaint";"1";"53.62150";"-113.53018463752318";"(53.62149619456969, -113.53018463752318)"
"2015";"4";"APRIL";"APRIL-2015";"Carlisle";"3090";"Nuisance Property";"Citizen";"Resolved Complaint";"1";"53.60351";"-113.52591439426728";"(53.603513394520945, -113.52591439426728)"
"2016";"6";"JUNE";"JUNE-2016";"Forest Heights";"6230";"Nuisance Property";"By-law Officer";"Resolved Complaint";"2";"53.54454";"-113.45126745011629";"(53.54454288128656, -113.45126745011629)"
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Laurel";"6444";"Nuisance Property";"Citizen";"Resolved Complaint";"4";"53.44580";"-113.38147072766459";"(53.44580464601288, -113.38147072766459)"
"2016";"11";"NOVEMBER";"NOVEMBER-2016";"Eastgate Business Park";"6180";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.53405";"-113.40635093079894";"(53.53405252983872, -113.40635093079894)"
"2016";"8";"AUGUST";"AUGUST-2016";"Beverly Heights";"2100";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.56651";"-113.40606788022531";"(53.566514917420214, -113.40606788022531)"
"2020";"10";"OCTOBER";"OCTOBER-2020";"Westmount";"3440";"Unlicensed Business";"Citizen";"Resolved Complaint";"15";"53.55167";"-113.54112241012326";"(53.551671762229795, -113.54112241012326)"
"2018";"6";"JUNE";"JUNE-2018";"Dovercourt";"3170";"Nuisance Property";"By-law Officer";"Resolved Complaint";"5";"53.57568";"-113.55759021866957";"(53.57567554087078, -113.55759021866957)"
"2015";"6";"JUNE";"JUNE-2015";"Glenwood";"4180";"Weeds";"Citizen";"Resolved Complaint";"2";"53.53645";"-113.60277044031012";"(53.53645466158683, -113.60277044031012)"
"2018";"8";"AUGUST";"AUGUST-2018";"Meadowlark Park";"4310";"Weeds";"By-law Officer";"Resolved Complaint";"1";"53.52553";"-113.59655190605099";"(53.52552528599914, -113.59655190605099)"
"2019";"8";"AUGUST";"AUGUST-2019";"Southeast Industrial";"6690";"Unlicensed Business";"Citizen";"Resolved Complaint";"3";"53.49973";"-113.37483267638905";"(53.49973087594548, -113.37483267638905)"
"2015";"3";"MARCH";"MARCH-2015";"Summerside";"6213";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.41748";"-113.46121313390861";"(53.41747653172933, -113.46121313390861)"
"2016";"7";"JULY";"JULY-2016";"Weinlos";"6770";"Nuisance Property";"By-law Officer";"Resolved Complaint";"3";"53.45997";"-113.4136093216707";"(53.45997443527031, -113.4136093216707)"
"2014";"9";"SEPTEMBER";"SEPTEMBER-2014";"Evansdale";"2260";"Unlicensed Business";"Citizen";"Resolved Complaint";"1";"53.61086";"-113.47956900527386";"(53.610864743772225, -113.47956900527386)"
"2020";"9";"SEPTEMBER";"SEPTEMBER-2020";"Oliver";"1150";"Unlicensed Business";"Citizen";"Under Investigation";"7";"53.54199";"-113.52399426586823";"(53.541993233892136, -113.52399426586823)"
"2011";"7";"JULY";"JULY-2011";"Cromdale";"1070";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.56118";"-113.46350367428037";"(53.56118065995512, -113.46350367428037)"
"2012";"9";"SEPTEMBER";"SEPTEMBER-2012";"Rosedale Industrial";"6650";"Unlicensed Business";"Citizen";"Resolved Complaint";"2";"53.49854";"-113.47885452360319";"(53.49854142373892, -113.47885452360319)"
"2018";"12";"DECEMBER";"DECEMBER-2018";"Minchau";"6530";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"12";"53.46681";"-113.40708904280103";"(53.46681080938951, -113.40708904280103)"
"2016";"12";"DECEMBER";"DECEMBER-2016";"Eastwood";"1100";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"2";"53.57609";"-113.46874575611328";"(53.57608628955444, -113.46874575611328)"
"2016";"12";"DECEMBER";"DECEMBER-2016";"Parsons Industrial";"6570";"Nuisance Property";"By-law Officer";"Under Investigation";"1";"53.45980";"-113.47938048791612";"(53.45979673470348, -113.47938048791612)"
"2015";"7";"JULY";"JULY-2015";"Lynnwood";"4280";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.51569";"-113.58990899951134";"(53.51568651591643, -113.58990899951134)"
"2018";"12";"DECEMBER";"DECEMBER-2018";"Gold Bar";"6270";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"16";"53.54702";"-113.41162890417623";"(53.54701862054776, -113.41162890417623)"
"2017";"7";"JULY";"JULY-2017";"Glenridding Heights";"5578";"Nuisance Property";"By-law Officer";"Resolved Complaint";"3";"53.42077";"-113.60419183402581";"(53.4207737765899, -113.60419183402581)"
"2014";"2";"FEBRUARY";"FEBRUARY-2014";"Eastwood";"1100";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"3";"53.57609";"-113.46874575611328";"(53.57608628955444, -113.46874575611328)"
"2016";"8";"AUGUST";"AUGUST-2016";"Ozerna";"2600";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.62228";"-113.44897260634981";"(53.62227532426135, -113.44897260634981)"
"2013";"8";"AUGUST";"AUGUST-2013";"McCauley";"1140";"Unlicensed Business";"Citizen";"Resolved Complaint";"6";"53.55551";"-113.48141781132108";"(53.55550744739304, -113.48141781132108)"
"2018";"7";"JULY";"JULY-2018";"Grovenor";"3210";"Weeds";"By-law Officer";"Resolved Complaint";"9";"53.54592";"-113.57186010358208";"(53.545921791152516, -113.57186010358208)"
"2018";"11";"NOVEMBER";"NOVEMBER-2018";"Meyonohk";"6470";"Nuisance Property";"Citizen";"Resolved Complaint";"2";"53.45533";"-113.45724296139875";"(53.4553258838742, -113.45724296139875)"
"2018";"12";"DECEMBER";"DECEMBER-2018";"McCauley";"1140";"Graffiti";"Citizen";"Resolved Complaint";"2";"53.55551";"-113.48141781132108";"(53.55550744739304, -113.48141781132108)"
"2020";"1";"JANUARY";"JANUARY-2020";"The Hamptons";"4461";"Unlicensed Business";"By-law Officer";"Resolved Complaint";"2";"53.48746";"-113.67547969431835";"(53.487464793746575, -113.67547969431835)"
"2018";"12";"DECEMBER";"DECEMBER-2018";"Canora";"4090";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"6";"53.54617";"-113.58420793540262";"(53.546166670601956, -113.58420793540262)"
"2016";"4";"APRIL";"APRIL-2016";"Boyle Street";"1020";"Graffiti";"Citizen";"Resolved Complaint";"1";"53.54763";"-113.47931390645527";"(53.54762829917662, -113.47931390645527)"
"2012";"8";"AUGUST";"AUGUST-2012";"Charlesworth";"6661";"Nuisance Property";"By-law Officer";"Resolved Complaint";"1";"53.42849";"-113.41812994244616";"(53.42849324961296, -113.41812994244616)"
"2016";"4";"APRIL";"APRIL-2016";"Canora";"4090";"Nuisance Property";"By-law Officer";"Resolved Complaint";"12";"53.54617";"-113.58420793540262";"(53.546166670601956, -113.58420793540262)"
"2018";"11";"NOVEMBER";"NOVEMBER-2018";"Heritage Valley Area";"5456";"Snow/Ice On Walk";"Citizen";"Resolved Complaint";"1";"53.41764";"-113.54705270346211";"(53.41764165656471, -113.54705270346211)"
"2017";"6";"JUNE";"JUNE-2017";"Montrose";"2550";"Weeds";"Citizen";"Resolved Complaint";"11";"53.57512";"-113.44219934684766";"(53.57511738753874, -113.44219934684766)"
