Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count
General Business,FREDERIC K YAM PROFESSIONAL CORPORATION,"202, 9807 - 34 AVENUE NW",7383010-002,ISSUED,07/29/2020 12:00:00 AM,07/29/2021 12:00:00 AM,,6570,Parsons Industrial,Ward 11,53.467143,-113.482135,"(53.467143418955736, -113.48213452661633)",1
Delivery/Transportation Services,RANIA ONE TRANSPORT,,245568086-002,ISSUED,09/19/2020 12:00:00 AM,09/19/2021 12:00:00 AM,,6442,Silver Berry,Ward 12,,,,1
General Contractor,KASTERIK PAINTING INC,,289338050-002,ISSUED,07/03/2020 12:00:00 AM,08/02/2021 12:00:00 AM,,5320,Pleasantview,Ward 10,,,,1
General Contractor,URBAN RENOVATIONS ROOFING,,136283934-002,ISSUED,03/17/2020 12:00:00 AM,03/17/2021 12:00:00 AM,,4610,Westridge,Ward 5,,,,1
General Business,QWEN,,305135020-002,ISSUED,04/06/2020 12:00:00 AM,04/06/2021 12:00:00 AM,,5453,Blackmud Creek,Ward 10,,,,1
General Business,APERO SOLUTIONS INC,"206, 4918 - ROPER ROAD NW",157824770-001,ISSUED,07/03/2020 12:00:00 AM,08/07/2021 12:00:00 AM,,6590,Pylypow Industrial,Ward 11,53.495988,-113.416273,"(53.49598811983066, -113.41627288406895)",1
Tobacco Sales,NEW HOUSE FOOD MARKET,16539 - STONY PLAIN ROAD NW,129641118-001,ISSUED,09/19/2020 12:00:00 AM,09/27/2021 12:00:00 AM,Stony Plain Road and Area,4180,Glenwood,Ward 1,53.541007,-113.606779,"(53.541007010262675, -113.6067793709585)",1
General Contractor,SAWYER REFINED CONSTRUCTION LTD.,,302475928-002,ISSUED,07/12/2020 12:00:00 AM,08/05/2021 12:00:00 AM,,5430,Royal Gardens,Ward 10,,,,1
Vehicle Fueling Station,HUGHES PETROLEUM,9551 - 167 AVENUE NW,7460853-001,ISSUED,12/21/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,2241,Eaux Claires,Ward 3,53.628210,-113.485911,"(53.62820952555931, -113.4859113310564)",1
General Contractor,AC-DC ELECTRICAL SERVICES,,288160920-002,ISSUED,,09/28/2021 12:00:00 AM,,4461,The Hamptons,Ward 5,,,,1
General Business,VENDING SHACK,,83102029-002,RENEWAL NOTICE,12/06/2019 12:00:00 AM,12/06/2020 12:00:00 AM,,5477,Mactaggart,Ward 9,,,,1
General Business,BOTTOM LINE PRODUCTIONS,10515 - 111 STREET NW,231795134-002,ISSUED,10/14/2020 12:00:00 AM,10/19/2021 12:00:00 AM,North Edge,1180,Queen Mary Park,Ward 6,53.548480,-113.511698,"(53.548480138263145, -113.51169779642055)",1
Food Processing,TITA CHERRY BAKESHOP,,369560161-002,ISSUED,09/09/2020 12:00:00 AM,09/08/2021 12:00:00 AM,,2580,Northmount,Ward 7,,,,1
Personal Service Shop,ATTRACTIVE NAILS BY SANDY,6411 - 199 STREET NW,173623302-002,ISSUED,07/29/2020 12:00:00 AM,07/29/2021 12:00:00 AM,,4012,Anthony Henday South West,Ward 5,53.500310,-113.663151,"(53.50031002738608, -113.66315143067516)",1
General Contractor,NULIFE PROPERTY SERVICES,,237843574-002,ISSUED,08/19/2020 12:00:00 AM,08/26/2021 12:00:00 AM,,4220,Jamieson Place,Ward 5,,,,1
Personal Service Shop,PARSONS BARBER AND SALON LTD,3416 - 99 STREET NW,326357752-004,ISSUED,10/22/2020 12:00:00 AM,10/22/2021 12:00:00 AM,,6700,Strathcona Industrial Park,Ward 11,53.468400,-113.488419,"(53.46840026312739, -113.48841915157946)",1
Restaurant or Food Service,ORIGINAL JOE'S RESTAURANT & BAR,9246 - ELLERSLIE ROAD SW,76919130-001,ISSUED,07/21/2020 12:00:00 AM,07/28/2021 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.425772,-113.476104,"(53.42577170751259, -113.47610388370657)",1
Rental Accommodation,AVENUE LIVING,10159 - 155 STREET NW,314001241-002,ISSUED,07/21/2020 12:00:00 AM,07/25/2021 12:00:00 AM,Stony Plain Road and Area,4090,Canora,Ward 1,53.543079,-113.588071,"(53.543078723916494, -113.58807111311341)",1
Restaurant or Food Service,SAIGON FLAVOURS,13038 - 50 STREET NW,100913670-001,ISSUED,07/21/2020 12:00:00 AM,08/16/2021 12:00:00 AM,,2380,Kennedale Industrial,Ward 4,53.591988,-113.417447,"(53.591987992956625, -113.41744697934696)",1
General Contractor,BE JON CLEANING SERVICE,,364877896-002,ISSUED,07/21/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,2145,Clareview Town Centre,Ward 4,,,,1
General Business,PETRO CANADA,14319 - 23 AVENUE NW,294876930-002,ISSUED,10/22/2020 12:00:00 AM,11/21/2021 12:00:00 AM,,5640,Terwillegar Towne,Ward 9,53.453447,-113.569044,"(53.45344743811968, -113.56904364139605)",1
General Contractor,POLAR MOBILITY RESEARCH LTD,4004 - 51 AVENUE NW,174971488-002,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,6590,Pylypow Industrial,Ward 11,53.488585,-113.401668,"(53.48858520156056, -113.40166762182093)",1
General Business,CROWN LIQUOR STORE,379 - 91 STREET SW,66861809-001,ISSUED,04/21/2020 12:00:00 AM,05/01/2021 12:00:00 AM,,6211,Ellerslie,Ward 12,53.430727,-113.468218,"(53.43072686538639, -113.46821830428954)",1
Rental Accommodation,GROUP HOME #11,12942 - 120 STREET NW,161622923-001,ISSUED,09/28/2020 12:00:00 AM,10/21/2021 12:00:00 AM,,3070,Calder,Ward 2,53.588716,-113.529304,"(53.588715937795754, -113.52930400197522)",1
General Contractor,EBENEZER SPECIAL CLEANING SERVICES,,175056726-003,ISSUED,09/28/2020 12:00:00 AM,09/28/2021 12:00:00 AM,,5642,South Terwillegar,Ward 9,,,,1
General Business,WESTERN COMPUTER SHACK,"216, 8944 - 182 STREET NW",296091292-002,RENEWAL NOTICE,11/12/2019 12:00:00 AM,11/12/2020 12:00:00 AM,,4040,Belmead,Ward 1,53.524540,-113.639182,"(53.524540046167516, -113.63918175465923)",1
General Contractor,G WIRELESS TECHNOLOGIES INC.,,371614683-002,ISSUED,09/28/2020 12:00:00 AM,09/27/2021 12:00:00 AM,,5462,Chappelle Area,Ward 9,,,,1
General Business,THE MET AGENCY,"200, 10436 - 81 AVENUE NW",239064490-002,ISSUED,10/14/2020 12:00:00 AM,10/31/2021 12:00:00 AM,Old Strathcona,5330,Queen Alexandra,Ward 8,53.517354,-113.499772,"(53.517354356278204, -113.49977172388753)",1
General Business,THE WISH LIST GIFTS LTD,10464 - 82 AVENUE NW,75057631-001,ISSUED,02/04/2020 12:00:00 AM,02/04/2021 12:00:00 AM,Old Strathcona,5480,Strathcona,Ward 8,53.518397,-113.499921,"(53.5183969229266, -113.49992104893722)",1
General Contractor,RENOVATION STATION,,262623001-002,ISSUED,09/28/2020 12:00:00 AM,10/09/2021 12:00:00 AM,,4551,Granville,Ward 5,,,,1
Minor Retail Store,E & J WATCH & JEWELLERY REPAIR,"1014, 8882 - 170 STREET NW",363065196-002,ISSUED,07/21/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522775,-113.624888,"(53.52277535433647, -113.62488800322348)",1
Personal Service Shop,THE BAY BEAUTY SALON #20201,"M2, 1 - LONDONDERRY MALL NW",154884598-001,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,2400,Kildare,Ward 7,53.602652,-113.446032,"(53.60265220547703, -113.44603196285276)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),OUR PARENTS HOME #64406,10112 - 119 STREET NW,174798319-002,ISSUED,07/21/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.541308,-113.527130,"(53.5413078608425, -113.52713026785294)",1
General Contractor,JFA CONTRACTING (2006) LTD,,61794201-003,ISSUED,09/28/2020 12:00:00 AM,10/12/2021 12:00:00 AM,,1100,Eastwood,Ward 7,,,,1
General Contractor,ALBION CONTRACTING,,283152805-002,ISSUED,07/29/2020 12:00:00 AM,07/29/2021 12:00:00 AM,,6290,Hazeldean,Ward 11,,,,1
General Business,STARBUCKS COFFEE #4618,11625 - KINGSWAY NW,49787269-001,ISSUED,08/10/2020 12:00:00 AM,09/01/2021 12:00:00 AM,Kingsway,1170,Prince Rupert,Ward 2,53.565604,-113.521103,"(53.56560440147495, -113.52110346471312)",1
Tobacco Sales,7-11 FOOD STORE # 34268,5661 - 23 AVENUE NW,87877582-001,ISSUED,08/19/2020 12:00:00 AM,08/26/2021 12:00:00 AM,,6460,Meyokumin,Ward 11,53.453236,-113.427013,"(53.453235779070866, -113.42701339797097)",1
General Contractor,CARDINAL MECHANICAL,,370615931-002,ISSUED,08/19/2020 12:00:00 AM,07/28/2021 12:00:00 AM,,4014,Anthony Henday South,Ward 9,,,,1
Vehicle Repair,DYNECO AUTOMOTIVE SERVICE CENTRE,6904 - 75 STREET NW,79114099-001,ISSUED,09/28/2020 12:00:00 AM,10/06/2021 12:00:00 AM,,6170,Davies Industrial West,Ward 11,53.506284,-113.443583,"(53.50628364025325, -113.44358312021456)",1
General Business,PROLINGUA CONSULTING,,42316045-002,ISSUED,09/28/2020 12:00:00 AM,09/28/2021 12:00:00 AM,,5290,McKernan,Ward 8,,,,1
General Contractor,SCOFIELD CONSTRUCTION,,245338875-002,ISSUED,07/04/2020 12:00:00 AM,07/04/2021 12:00:00 AM,,3300,McQueen,Ward 6,,,,1
General Business,TWILITE MUSIC SERVICES LTD,,259190320-002,ISSUED,02/04/2020 12:00:00 AM,02/04/2021 12:00:00 AM,,4610,Westridge,Ward 5,,,,1
General Business,HUGHES PETROLEUM,7120 - 118 AVENUE NW,7270544-001,ISSUED,12/21/2019 12:00:00 AM,01/11/2021 12:00:00 AM,,2550,Montrose,Ward 7,53.570685,-113.451744,"(53.57068494379175, -113.451743957612)",1
General Contractor,OUR PARENTS HOME #64406,10112 - 119 STREET NW,174798319-002,ISSUED,07/21/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.541271,-113.527129,"(53.54127069510425, -113.52712925630829)",1
General Contractor,NU TECH PLUMBING,"208, 2603 - HEWES WAY NW",287872834-002,ISSUED,07/21/2020 12:00:00 AM,07/22/2021 12:00:00 AM,,6520,Mill Woods Town Centre,Ward 11,53.457265,-113.426101,"(53.45726512192485, -113.42610095053577)",1
General Contractor,PIERCE PLUMBING,,232083636-002,ISSUED,09/28/2020 12:00:00 AM,10/04/2021 12:00:00 AM,,1210,Riverdale,Ward 6,,,,1
General Business,SERENITY SANCTUARY,,367054459-002,ISSUED,07/21/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,3200,Glenora,Ward 6,,,,1
Vehicle Sales/Rental,EURO SPORT AUTO SALES,7828 - 104 STREET NW,305007150-002,ISSUED,05/08/2020 12:00:00 AM,05/08/2021 12:00:00 AM,Old Strathcona,5330,Queen Alexandra,Ward 8,53.514904,-113.498116,"(53.514903940094094, -113.4981159060229)",1
Vehicle Repair,ERICKSEN INFINITI,17616 - 111 AVENUE NW,90342178-001,ISSUED,07/21/2020 12:00:00 AM,07/25/2021 12:00:00 AM,Northwest Industrial,4030,Armstrong Industrial,Ward 1,53.560123,-113.624797,"(53.560122592421564, -113.62479709939917)",1
General Contractor,HCS HOME COMFORT SOLUTIONS,805 - BURTON LOOP NW,309195429-002,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,5100,Bulyea Heights,Ward 9,53.478556,-113.567134,"(53.47855646533833, -113.5671335138032)",1
General Business,EDMONTON TRUCK TRAINING LTD,7310 - 18 STREET NW,236728948-002,RENEWAL NOTICE,11/01/2019 12:00:00 AM,12/06/2020 12:00:00 AM,,6690,Southeast Industrial,Ward 11,53.508729,-113.372983,"(53.5087293175436, -113.37298314957273)",1
General Contractor,PROSPECT PLUMBING AND HEATING,7904 - GATEWAY BOULEVARD NW,350975299-002,ISSUED,02/04/2020 12:00:00 AM,02/03/2021 12:00:00 AM,Old Strathcona,5151,Strathcona Junction,Ward 8,53.515180,-113.494952,"(53.515179556016825, -113.49495247425577)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),SAIGON FLAVOURS,13038 - 50 STREET NW,100913670-001,ISSUED,07/21/2020 12:00:00 AM,08/16/2021 12:00:00 AM,,2380,Kennedale Industrial,Ward 4,53.591988,-113.417447,"(53.591987992956625, -113.41744697934696)",1
General Business,HUGHES PETROLEUM,9504 - 102A AVENUE NW,7248602-001,ISSUED,12/21/2019 12:00:00 AM,12/31/2020 12:00:00 AM,Downtown,1020,Boyle Street,Ward 6,53.546268,-113.479778,"(53.54626750845734, -113.47977808009041)",1
General Business,THE BOLT SUPPLY HOUSE LTD,6712 - 50 STREET NW,79116286-001,ISSUED,07/21/2020 12:00:00 AM,07/25/2021 12:00:00 AM,,6640,Roper Industrial,Ward 11,53.503536,-113.420047,"(53.503535634086, -113.42004707011371)",1
Minor Retail Store,E & J WATCH & JEWELLERY REPAIR,"1014, 8882 - 170 STREET NW",363065196-002,ISSUED,07/21/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,4520,Summerlea,Ward 1,53.522271,-113.618482,"(53.52227141812298, -113.61848168763852)",1
Rental Accommodation,COAST WEST EDMONTON HOTEL & CONFERENCE CENTRE,18035 - STONY PLAIN ROAD NW,168248079-002,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,4400,Place LaRue,Ward 1,53.540320,-113.633924,"(53.54032037858072, -113.63392433619642)",1
Alcohol Sales (Consumption On Premises/Minors Prohibited),JT'S BAR & GRILL,1107 - KNOTTWOOD ROAD EAST NW,150407860-001,ISSUED,05/08/2020 12:00:00 AM,05/08/2021 12:00:00 AM,,6450,Menisa,Ward 11,53.444891,-113.443871,"(53.444890682477855, -113.44387054418605)",1
General Business,PRIORITY ASSET MANAGEMENT,9421 - 47 STREET NW,166636979-003,ISSUED,09/28/2020 12:00:00 AM,09/28/2021 12:00:00 AM,,6180,Eastgate Business Park,Ward 8,53.532892,-113.407220,"(53.53289249122165, -113.40722022727414)",1
General Contractor,OFF THE LEDGE INC.,,367165807-002,ISSUED,07/21/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,5260,Lansdowne,Ward 10,,,,1
Restaurant or Food Service,FARROW SANDWICHES AND COFFEE,"6, 10240 - 124 STREET NW",307892879-008,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,124 Street and Area,3440,Westmount,Ward 6,53.544226,-113.536391,"(53.54422642222076, -113.53639066778416)",1
Rental Accommodation,CATHOLIC SOCIAL SERVICES,10205 - 71 STREET NW,162044469-001,ISSUED,09/28/2020 12:00:00 AM,10/27/2021 12:00:00 AM,,6730,Terrace Heights,Ward 8,53.543288,-113.436482,"(53.543288112079246, -113.43648249079502)",1
General Business,PHIL CAN 2K7 EXPRESS,,370489275-002,ISSUED,09/28/2020 12:00:00 AM,09/27/2021 12:00:00 AM,,6442,Silver Berry,Ward 12,,,,1
Food Processing,MAFA CAKES,,165636393-003,ISSUED,09/28/2020 12:00:00 AM,10/01/2021 12:00:00 AM,,4487,Secord,Ward 1,,,,1
Minor Retail Store,CAPITAL GROCERIES AND HALAL MEATS,6604 - 132 AVENUE NW,187326309-002,ISSUED,07/04/2020 12:00:00 AM,08/02/2021 12:00:00 AM,,2230,Delwood,Ward 7,53.592517,-113.443465,"(53.59251661880859, -113.44346530125922)",1
General Business,SLEEP COUNTRY CANADA,16107 - 97 STREET NW,45699296-001,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,2241,Eaux Claires,Ward 3,53.622847,-113.490873,"(53.622847199954066, -113.4908727801643)",1
Restaurant or Food Service,MUCHO BURRITO,9406 - 137 AVENUE NW,127397446-001,ISSUED,07/21/2020 12:00:00 AM,08/01/2021 12:00:00 AM,,2580,Northmount,Ward 7,53.600591,-113.488384,"(53.60059132746232, -113.48838418152052)",1
Food Processing,GREENGUARD MAINTENANCE AND GENERAL SERVICES LTD.,,370200892-002,ISSUED,09/28/2020 12:00:00 AM,09/27/2021 12:00:00 AM,,6290,Hazeldean,Ward 11,,,,1
General Contractor,JAN-DAN CUSTODIAL SERVICES,22963 - 112 AVENUE NW,187383877-002,ISSUED,03/02/2020 12:00:00 AM,03/18/2021 12:00:00 AM,,4670,Winterburn Industrial Area West,Ward 1,53.559267,-113.711190,"(53.5592669200221, -113.71118976984759)",1
General Industrial,AVALON RENTALS EDMONTON,"4, 12806 - 170 STREET NW",252723657-002,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,4475,Kinokamau Plains Area,Ward 1,53.586100,-113.618377,"(53.58609950317083, -113.61837662146606)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),OUR PARENTS HOME #64406,10112 - 119 STREET NW,174798319-002,ISSUED,07/21/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.541474,-113.527253,"(53.54147448115241, -113.52725299693932)",1
General Contractor,LIONEL'S PLUMBING HEATING & GASFITTING LTD,9705 - 153 STREET NW,87576259-001,ISSUED,07/21/2020 12:00:00 AM,08/01/2021 12:00:00 AM,,4580,West Jasper Place,Ward 1,53.534920,-113.584558,"(53.534919770390104, -113.58455845343224)",1
General Business,BLADZ SKATE SHOP WEST,17740 - 69 AVENUE NW,126496048-001,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,4070,Callingwood North,Ward 5,53.504887,-113.627053,"(53.50488664090825, -113.62705327638685)",1
Alcohol Sales (Consumption On Premises/Minors Allowed),OUR PARENTS HOME #64406,10112 - 119 STREET NW,174798319-002,ISSUED,07/21/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.541136,-113.527251,"(53.54113613442989, -113.52725139926214)",1
Major Retail Store,SAVE ON FOODS,3033 - HAYS RIDGE DRIVE SW,372802136-002,ISSUED,09/28/2020 12:00:00 AM,09/27/2021 12:00:00 AM,,5465,Hays Ridge Area,Ward 9,53.412171,-113.566812,"(53.412171276307646, -113.56681198544702)",1
Restaurant or Food Service,OUR PARENTS HOME #64406,10112 - 119 STREET NW,174798319-002,ISSUED,07/21/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.541474,-113.527253,"(53.54147448115241, -113.52725299693932)",1
Restaurant or Food Service,GRANDIN FISH & CHIPS,9902 - 109 STREET NW,241279339-002,ISSUED,02/11/2020 12:00:00 AM,02/13/2021 12:00:00 AM,Downtown,1090,Downtown,Ward 6,53.537571,-113.508763,"(53.53757086311826, -113.50876346366347)",1
Restaurant or Food Service,OUR PARENTS HOME #64406,10112 - 119 STREET NW,174798319-002,ISSUED,07/21/2020 12:00:00 AM,08/06/2021 12:00:00 AM,,1150,Oliver,Ward 6,53.541308,-113.527130,"(53.5413078608425, -113.52713026785294)",1
General Business,CBP INC,"202, 10235 - 124 STREET NW",144067463-001,RENEWAL NOTICE,10/29/2019 12:00:00 AM,11/12/2020 12:00:00 AM,124 Street and Area,1150,Oliver,Ward 6,53.543987,-113.535386,"(53.54398725095515, -113.53538618921723)",1
General Contractor,1848587 ALBERTA LTD.,,367377590-002,ISSUED,07/21/2020 12:00:00 AM,07/20/2021 12:00:00 AM,,5462,Chappelle Area,Ward 9,,,,1
General Industrial,REXNORD,9783 - 45 AVENUE NW,7344413-001,ISSUED,02/04/2020 12:00:00 AM,02/06/2021 12:00:00 AM,,6560,Papaschase Industrial,Ward 11,53.482050,-113.481375,"(53.48205044488327, -113.48137529918158)",1
General Contractor,QUALIFFORD PRO SERVICE,,255464985-002,ISSUED,07/21/2020 12:00:00 AM,07/21/2021 12:00:00 AM,,6444,Laurel,Ward 12,,,,1
Rental Accommodation,BHUI BROTHERS LTD,11936 - FORT ROAD NW,7250228-003,ISSUED,03/02/2020 12:00:00 AM,03/02/2021 12:00:00 AM,,1100,Eastwood,Ward 7,53.572845,-113.462549,"(53.57284463200083, -113.4625490212254)",1
General Business,STARBUCKS COFFEE #4943,9504 - ELLERSLIE ROAD SW,80781996-001,RENEWAL NOTICE,11/08/2019 12:00:00 AM,11/12/2020 12:00:00 AM,,6214,Ellerslie Industrial,Ward 12,53.425800,-113.478345,"(53.42580037587771, -113.47834534603703)",1
General Business,HUGHES PETROLEUM,10308 - 178 STREET NW,7271973-001,ISSUED,12/21/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4340,Morin Industrial,Ward 1,53.545395,-113.628341,"(53.54539460704956, -113.62834145774714)",1
Food Processing,SAVE ON FOODS,3033 - HAYS RIDGE DRIVE SW,372802136-002,ISSUED,09/28/2020 12:00:00 AM,09/27/2021 12:00:00 AM,,5465,Hays Ridge Area,Ward 9,53.412171,-113.566812,"(53.412171276307646, -113.56681198544702)",1
Tobacco Sales,HUGHES PETROLEUM,10308 - 178 STREET NW,7271973-001,ISSUED,12/21/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4340,Morin Industrial,Ward 1,53.545395,-113.628341,"(53.54539460704956, -113.62834145774714)",1
General Contractor,COLIN BISHOP,,365520903-002,ISSUED,07/13/2020 12:00:00 AM,07/12/2021 12:00:00 AM,,2230,Delwood,Ward 7,,,,1
General Contractor,JATEC ELECTRIC,"100, 2304 - 119 AVENUE NE",183182467-002,ISSUED,02/04/2020 12:00:00 AM,02/04/2021 12:00:00 AM,,2160,Clover Bar Area,Ward 4,53.573016,-113.310841,"(53.57301641054938, -113.3108414787794)",1
General Business,SHAWNA HILEY,,373055641-002,ISSUED,09/28/2020 12:00:00 AM,09/27/2021 12:00:00 AM,,5380,River Valley Terwillegar,Ward 9,,,,1
General Business,ITUTOR ACADEMY,"207, 9700 - 105 AVENUE NW",222530475-002,ISSUED,07/13/2020 12:00:00 AM,07/13/2021 12:00:00 AM,Chinatown and Area,1140,McCauley,Ward 6,53.549105,-113.488963,"(53.54910544666859, -113.48896260130154)",1
General Business,TAG DESIGN,,284630690-002,ISSUED,07/13/2020 12:00:00 AM,07/31/2021 12:00:00 AM,,6790,Wild Rose,Ward 12,,,,1
Rental Accommodation,8907102 CANADA CORPORATION,10710 - 80 AVENUE NW,175057965-002,ISSUED,07/04/2020 12:00:00 AM,07/27/2021 12:00:00 AM,,5330,Queen Alexandra,Ward 8,53.516414,-113.506697,"(53.51641385283457, -113.50669654200496)",1
General Business,ROWENA'S ONLINE STORE,,369535737-002,ISSUED,08/19/2020 12:00:00 AM,08/18/2021 12:00:00 AM,,4462,Edgemont,Ward 5,,,,1
Restaurant or Food Service,ON THE EDGE,10305 - 97 STREET NW,342495389-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/28/2020 12:00:00 AM,Downtown,1020,Boyle Street,Ward 6,53.546290,-113.485600,"(53.54628996008115, -113.48560012174036)",1
Restaurant or Food Service,PANAGO,13723 - 66 STREET NW,296213923-002,ISSUED,09/28/2020 12:00:00 AM,10/29/2021 12:00:00 AM,,2720,York,Ward 4,53.600413,-113.442130,"(53.6004130324103, -113.44213001713099)",1
General Industrial,ALBERTA INDUSTRIAL CONTAINERS,14562 - 121A AVENUE NW,162436666-001,ISSUED,09/28/2020 12:00:00 AM,10/26/2021 12:00:00 AM,,3160,Dominion Industrial,Ward 2,53.574753,-113.571074,"(53.57475332998575, -113.5710743191245)",1
Food Processing,CAPITAL GROCERIES AND HALAL MEATS,6604 - 132 AVENUE NW,187326309-002,ISSUED,07/04/2020 12:00:00 AM,08/02/2021 12:00:00 AM,,2230,Delwood,Ward 7,53.592517,-113.443465,"(53.59251661880859, -113.44346530125922)",1
General Business,RHYTHMIC GYMNASTICS ALBERTA,11759 - GROAT ROAD NW,264115411-002,ISSUED,09/28/2020 12:00:00 AM,10/05/2021 12:00:00 AM,The Crossroads,3240,Inglewood,Ward 2,53.569539,-113.548044,"(53.569539407857164, -113.54804403369528)",1
General Business,KEITH MILLER COMEDY HYPNOTIST,,346601731-002,RENEWAL NOTICE,11/13/2019 12:00:00 AM,11/12/2020 12:00:00 AM,,6550,Ottewell,Ward 8,,,,1
Restaurant or Food Service,SUBWAY,15321 - CASTLE DOWNS ROAD NW,258849100-002,ISSUED,07/04/2020 12:00:00 AM,08/09/2021 12:00:00 AM,,3040,Beaumaris,Ward 3,53.615641,-113.515211,"(53.61564127699003, -113.5152110659844)",1
Tobacco Sales,CIRCLE K,7103 - 101 AVENUE NW,343508886-002,RENEWAL NOTICE,11/29/2019 12:00:00 AM,11/28/2020 12:00:00 AM,,6730,Terrace Heights,Ward 8,53.540911,-113.437555,"(53.54091113891636, -113.43755464083385)",1
General Contractor,JHL CARPENTRY & CONSTRUCTION,,109522801-002,ISSUED,09/28/2020 12:00:00 AM,09/28/2021 12:00:00 AM,,6790,Wild Rose,Ward 12,,,,1
General Business,B & K ELITE SERVICES INC.,,341729755-002,ISSUED,09/28/2020 12:00:00 AM,10/16/2021 12:00:00 AM,,4090,Canora,Ward 1,,,,1
General Contractor,STYLELAB DEVELOPMENTS INC.,,339642896-002,ISSUED,08/31/2020 12:00:00 AM,09/16/2021 12:00:00 AM,,1180,Queen Mary Park,Ward 6,,,,1
General Business,ALBERTA CCE CONSULTING LTD.,,369728868-002,ISSUED,09/28/2020 12:00:00 AM,09/27/2021 12:00:00 AM,,6680,Satoo,Ward 11,,,,1
General Business,A SIGN PROMOTION,10464 - 172 STREET NW,75391757-001,ISSUED,12/06/2019 12:00:00 AM,12/31/2020 12:00:00 AM,,4510,Stone Industrial,Ward 1,53.548130,-113.619128,"(53.54813024766625, -113.61912823219261)",1
General Business,STADIUM AUTOMOTIVE & TIRES,9129 - 111 AVENUE NW,92643542-001,ISSUED,07/04/2020 12:00:00 AM,07/04/2021 12:00:00 AM,,1140,McCauley,Ward 6,53.560304,-113.482252,"(53.5603042630277, -113.4822515867502)",1
Minor Retail Store,EVOOLUTION,"354, 5015 - 111 STREET NW",163579932-001,ISSUED,02/04/2020 12:00:00 AM,02/04/2021 12:00:00 AM,,5170,Empire Park,Ward 10,53.485721,-113.513544,"(53.48572086708062, -113.51354403884146)",1
