SUMMONS NUMBER,SUMMONS DATE,VIOLATION TIME,VIOLATION DESCRIPTION,ORIGINAL FINE,VIOLATION ADDRESS NUMBER,VIOLATION STREET,VIOLATION FULL ADDRESS,CITY,STATE,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK
82301667,08/01/2019,0631P,ALTERNATE PARKING,40,97,BENNETT VILLAGE,97 BENNETT VILLAGE,Buffalo,NY,42.93912601867991,-78.83125392675106,"(42.93912601867991, -78.83125392675106)",MASTEN,District E,40.01,1,1002
82301668,08/01/2019,0632P,ALTERNATE PARKING,40,103,BENNETT VILLAGE,103 BENNETT VILLAGE,Buffalo,NY,42.9391234075406,-78.83107637347445,"(42.9391234075406, -78.83107637347445)",MASTEN,District E,40.01,1,1002
82301670,08/01/2019,0634P,EXPIRED REGISTRATION STICKER,40,113,BENNETT VILLAGE,113 BENNETT VILLAGE,Buffalo,NY,42.939119055029664,-78.83078045137724,"(42.939119055029664, -78.83078045137724)",MASTEN,District E,40.01,1,1002
82301671,08/01/2019,0638P,ALTERNATE PARKING,40,97,DEPEW EAST,97 DEPEW EAST,Buffalo,NY,42.94213866724782,-78.83323705550653,"(42.94213866724782, -78.83323705550653)",MASTEN,District E,45,2,2006
82301672,08/01/2019,0640P,ALTERNATE PARKING,40,7,DEPEW EAST,7 DEPEW EAST,Buffalo,NY,42.94298194229521,-78.83465699974906,"(42.94298194229521, -78.83465699974906)",MASTEN,District E,45,2,2006
82301673,08/01/2019,0645P,ALTERNATE PARKING,40,325,BEARD,325 BEARD,Buffalo,NY,42.94525550984387,-78.83449266245526,"(42.94525550984387, -78.83449266245526)",DELAWARE,District D,45,1,1015
82301677,08/01/2019,0706P,ALTERNATE PARKING,40,342,WESLEY,342 WESLEY,Buffalo,NY,,,,,,,,
82301679,08/01/2019,0718P,ALTERNATE PARKING,40,64,GROVELAND,64 GROVELAND,Buffalo,NY,42.95175386713324,-78.8367282233973,"(42.95175386713324, -78.8367282233973)",UNIVERSITY,District D,45,3,3013
S2286654,06/12/2019,1114A,METER OVERTIME,40,196,OAK,196 OAK,Buffalo,NY,42.886828624852825,-78.87027734068839,"(42.886828624852825, -78.87027734068839)",ELLICOTT,District B,165,1,1040
62281010,05/30/2019,0152P,NO STANDING,40,140,CLEVELAND AVE,140 CLEVELAND AVE,Buffalo,NY,42.91743687859065,-78.87368520832304,"(42.91743687859065, -78.87368520832304)",DELAWARE,District D,169,2,2003
62281011,05/30/2019,0618P,ALTERNATE PARKING,40,206,ORA WRIGHTER DR,206 ORA WRIGHTER DR,Buffalo,NY,42.88135927605083,-78.86694637354148,"(42.88135927605083, -78.86694637354148)",ELLICOTT,District B,14.02,3,3008
42287660,06/13/2019,1017A,ALTERNATE PARKING,40,365,PLYMOUTH,365 PLYMOUTH,Buffalo,NY,42.90731522327625,-78.89088834359129,"(42.90731522327625, -78.89088834359129)",NIAGARA,District B,69.01,2,2005
42287661,06/13/2019,1020A,ALTERNATE PARKING,40,735,WEST,735 WEST,Buffalo,NY,42.91060642014017,-78.8956465418333,"(42.91060642014017, -78.8956465418333)",NIAGARA,District B,69.01,3,3009
42287662,06/13/2019,1022A,ALTERNATE PARKING,40,563,WEST,563 WEST,Buffalo,NY,42.906650995236426,-78.89192630925623,"(42.906650995236426, -78.89192630925623)",NIAGARA,District B,69.01,4,4004
42287663,06/13/2019,1023A,ALTERNATE PARKING,40,501,WEST,501 WEST,Buffalo,NY,42.90532982499305,-78.8906780037881,"(42.90532982499305, -78.8906780037881)",NIAGARA,District B,69.02,3,3001
42287669,06/13/2019,1036A,ALTERNATE PARKING,40,250,VIRGINIA,250 VIRGINIA,Buffalo,NY,42.894851649769926,-78.88208092429856,"(42.894851649769926, -78.88208092429856)",ELLICOTT,District B,71.01,3,3002
42287670,06/13/2019,1037A,ALTERNATE PARKING,40,250,VIRGINIA,250 VIRGINIA,Buffalo,NY,42.894851649769926,-78.88208092429856,"(42.894851649769926, -78.88208092429856)",ELLICOTT,District B,71.01,3,3002
42287671,06/13/2019,1040A,ALTERNATE PARKING,40,129,PROSPECT,129 PROSPECT,Buffalo,NY,42.89262702498659,-78.8822889786011,"(42.89262702498659, -78.8822889786011)",FILLMORE,District B,71.02,3,3004
42287672,06/13/2019,1041A,ALTERNATE PARKING,40,135,PROSPECT,135 PROSPECT,Buffalo,NY,42.892777574502006,-78.88242548086322,"(42.892777574502006, -78.88242548086322)",FILLMORE,District B,71.02,3,3004
42287679,06/13/2019,0452P,NO STANDING,40,37,MEADOW,37 MEADOW,Buffalo,NY,42.938358415152,-78.86431088232708,"(42.938358415152, -78.86431088232708)",DELAWARE,District D,54,1,1005
S2286655,06/12/2019,1121A,METER OVERTIME,40,11,LAFAYETTE SQ,11 LAFAYETTE SQ,Buffalo,NY,42.88575941695587,-78.87451600811751,"(42.88575941695587, -78.87451600811751)",ELLICOTT,District B,165,1,1058
S2286660,06/12/2019,0115P,METER OVERTIME,40,299,DELAWARE,299 DELAWARE,Buffalo,NY,42.892680302824445,-78.87604045155176,"(42.892680302824445, -78.87604045155176)",ELLICOTT,District B,165,1,1009
S2286661,06/12/2019,0125P,METER OVERTIME,40,403,DELAWARE,403 DELAWARE,Buffalo,NY,42.89538554694348,-78.8751688123001,"(42.89538554694348, -78.8751688123001)",FILLMORE,District B,68,2,2011
S2286662,06/12/2019,0128P,METER OVERTIME,40,402,DELAWARE,402 DELAWARE,Buffalo,NY,42.8952553180772,-78.8753642003215,"(42.8952553180772, -78.8753642003215)",FILLMORE,District B,68,2,2010
A9647842,06/23/2019,0307P,PARKING WITHOUT CONSENT (ALL),60,0,BUFFALO HARBOR,BUFFALO HARBOR,Buffalo,NY,,,,,,,,
32381629,01/07/2020,1212P,EXPIRED REGISTRATION STICKER,40,41,LINDEN AVE,41 LINDEN AVE,Buffalo,NY,42.94225043116664,-78.84538853988509,"(42.94225043116664, -78.84538853988509)",DELAWARE,District D,48,2,2013
32381630,01/07/2020,1219P,NO STANDING,40,662,LINDEN AVE,662 LINDEN AVE,Buffalo,NY,42.944570812677526,-78.86754657001507,"(42.944570812677526, -78.86754657001507)",DELAWARE,District D,49,4,4004
32349086,11/05/2019,0225P,ALTERNATE PARKING,40,107,BARTON,107 BARTON,Buffalo,NY,42.91580877365513,-78.89446360583192,"(42.91580877365513, -78.89446360583192)",NIAGARA,District D,61,5,5006
32349087,11/06/2019,0842A,EXPIRED INSPECTION STICKER (ALL),40,92,WHITNEY,92 WHITNEY,Buffalo,NY,42.89327748001857,-78.88173671017839,"(42.89327748001857, -78.88173671017839)",FILLMORE,District B,71.02,3,3004
32349100,11/06/2019,0957A,LESS THAN 20 FT FROM CROSSWALK,40,411,PLYMOUTH,411 PLYMOUTH,Buffalo,NY,42.908188359315915,-78.8917193728062,"(42.908188359315915, -78.8917193728062)",NIAGARA,District B,69.01,2,2005
42279617,05/24/2019,0929A,ALTERNATE PARKING,40,61,SEVENTEENTH,61 SEVENTEENTH,Buffalo,NY,42.90789490139127,-78.88316857440533,"(42.90789490139127, -78.88316857440533)",NIAGARA,District B,67.01,2,2004
42279618,05/24/2019,0930A,ALTERNATE PARKING,40,47,SEVENTEENTH,47 SEVENTEENTH,Buffalo,NY,42.907603342992346,-78.8828917618425,"(42.907603342992346, -78.8828917618425)",NIAGARA,District B,67.01,2,2004
42279619,05/24/2019,0931A,ALTERNATE PARKING,40,9,SEVENTEENTH,9 SEVENTEENTH,Buffalo,NY,42.90681196670644,-78.88214042663004,"(42.90681196670644, -78.88214042663004)",NIAGARA,District B,67.01,2,2004
S2286663,06/12/2019,0130P,METER OVERTIME,40,402,DELAWARE,402 DELAWARE,Buffalo,NY,42.8952553180772,-78.8753642003215,"(42.8952553180772, -78.8753642003215)",FILLMORE,District B,68,2,2010
S2286665,06/12/2019,0137P,METER OVERTIME,40,12,TRINITY PL,12 TRINITY PL,Buffalo,NY,42.894643230065874,-78.87596465967616,"(42.894643230065874, -78.87596465967616)",FILLMORE,District B,68,2,2014
S2286666,06/12/2019,0140P,METER OVERTIME,40,26,TRINITY PL,26 TRINITY PL,Buffalo,NY,42.894741192017285,-78.87653891436683,"(42.894741192017285, -78.87653891436683)",FILLMORE,District B,68,2,2014
S2286667,06/12/2019,0144P,METER OVERTIME,40,372,DELAWARE,372 DELAWARE,Buffalo,NY,42.894431127929764,-78.87563002384559,"(42.894431127929764, -78.87563002384559)",FILLMORE,District B,68,2,2014
S2286674,06/12/2019,0207P,EXPIRED REGISTRATION STICKER,40,119,CHIPPEWA WEST,119 CHIPPEWA WEST,Buffalo,NY,42.89086690475854,-78.87715446936397,"(42.89086690475854, -78.87715446936397)",ELLICOTT,District B,165,1,1013
S2286675,06/12/2019,0208P,METER OVERTIME,40,119,CHIPPEWA WEST,119 CHIPPEWA WEST,Buffalo,NY,42.89086690475854,-78.87715446936397,"(42.89086690475854, -78.87715446936397)",ELLICOTT,District B,165,1,1013
S2286676,06/12/2019,0210P,METER OVERTIME,40,119,CHIPPEWA WEST,119 CHIPPEWA WEST,Buffalo,NY,42.89086690475854,-78.87715446936397,"(42.89086690475854, -78.87715446936397)",ELLICOTT,District B,165,1,1013
S2286681,06/12/2019,0237P,METER OVERTIME,40,620,MAIN,620 MAIN,Buffalo,NY,42.89090174903641,-78.8727480063349,"(42.89090174903641, -78.8727480063349)",ELLICOTT,District B,165,1,1020
S2286682,06/12/2019,0244P,METER OVERTIME,40,611,MAIN,611 MAIN,Buffalo,NY,42.89057370494172,-78.87270274108366,"(42.89057370494172, -78.87270274108366)",ELLICOTT,District B,165,1,1006
S2286683,06/12/2019,0246P,METER OVERTIME,40,611,MAIN,611 MAIN,Buffalo,NY,42.89057370494172,-78.87270274108366,"(42.89057370494172, -78.87270274108366)",ELLICOTT,District B,165,1,1006
S2286687,06/12/2019,0330P,METER OVERTIME,40,453,WASHINGTON,453 WASHINGTON,Buffalo,NY,42.886433688732644,-78.87297290954025,"(42.886433688732644, -78.87297290954025)",ELLICOTT,District B,165,1,1045
S2286688,06/13/2019,0846A,PARKING WITHOUT CONSENT (ALL),60,626,ABBOTT RD,626 ABBOTT RD,Buffalo,NY,42.846888502472076,-78.81043913564908,"(42.846888502472076, -78.81043913564908)",SOUTH,District A,10,3,3007
S2286689,06/13/2019,0847A,PARKING WITHOUT CONSENT (ALL),60,626,ABBOTT RD,626 ABBOTT RD,Buffalo,NY,42.846888502472076,-78.81043913564908,"(42.846888502472076, -78.81043913564908)",SOUTH,District A,10,3,3007
S2286714,06/13/2019,1111A,EXPIRED REGISTRATION STICKER,40,293,WOODSIDE,293 WOODSIDE,Buffalo,NY,42.84245316243349,-78.82416047297674,"(42.84245316243349, -78.82416047297674)",SOUTH,District A,1.10,4,4003
S2286717,06/13/2019,1123A,ALTERNATE PARKING,40,67,WOODSIDE,67 WOODSIDE,Buffalo,NY,42.84254587265994,-78.83031258793999,"(42.84254587265994, -78.83031258793999)",SOUTH,District A,1.10,4,4003
S2286718,06/13/2019,1130A,ALTERNATE PARKING,40,212,CULVER,212 CULVER,Buffalo,NY,42.839634855551324,-78.81622068179786,"(42.839634855551324, -78.81622068179786)",SOUTH,District A,6,1,1005
S2286726,06/13/2019,1212P,NO PARKING,40,141,VAN RENSSELAER,141 VAN RENSSELAER,Buffalo,NY,42.87353654071757,-78.85120441589737,"(42.87353654071757, -78.85120441589737)",FILLMORE,District A,164,3,3038
42279973,05/24/2019,1023A,EXPIRED REGISTRATION STICKER,40,172,NORMAL,172 NORMAL,Buffalo,NY,42.90507088354068,-78.8872985803369,"(42.90507088354068, -78.8872985803369)",NIAGARA,District B,69.02,3,3005
42279974,05/24/2019,1025A,NO STANDING,40,86,YORK,86 YORK,Buffalo,NY,42.90437332420411,-78.88618054314416,"(42.90437332420411, -78.88618054314416)",NIAGARA,District B,69.02,1,1003
42279975,05/24/2019,1025A,NO STANDING,40,86,YORK,86 YORK,Buffalo,NY,42.90437332420411,-78.88618054314416,"(42.90437332420411, -78.88618054314416)",NIAGARA,District B,69.02,1,1003
42279976,05/24/2019,1029A,NO STANDING,40,391,PENNSYLVANIA,391 PENNSYLVANIA,Buffalo,NY,42.90133131043172,-78.88274002181166,"(42.90133131043172, -78.88274002181166)",ELLICOTT,District B,68,3,3001
42279977,05/24/2019,1029A,NO STANDING,40,391,PENNSYLVANIA,391 PENNSYLVANIA,Buffalo,NY,42.90133131043172,-78.88274002181166,"(42.90133131043172, -78.88274002181166)",ELLICOTT,District B,68,3,3001
42279979,05/24/2019,1030A,NO STANDING,40,391,PENNSYLVANIA,391 PENNSYLVANIA,Buffalo,NY,42.90133131043172,-78.88274002181166,"(42.90133131043172, -78.88274002181166)",ELLICOTT,District B,68,3,3001
42279980,05/24/2019,1030A,NO STANDING,40,391,PENNSYLVANIA,391 PENNSYLVANIA,Buffalo,NY,42.90133131043172,-78.88274002181166,"(42.90133131043172, -78.88274002181166)",ELLICOTT,District B,68,3,3001
42279981,05/24/2019,1034A,NO STANDING,40,78,WEST,78 WEST,Buffalo,NY,42.895517246266145,-78.88163443801044,"(42.895517246266145, -78.88163443801044)",ELLICOTT,District B,71.01,3,3001
82260460,04/11/2019,0713P,ALTERNATE PARKING,40,27,TRAYMORE,27 TRAYMORE,Buffalo,NY,42.945396459767736,-78.8629779801633,"(42.945396459767736, -78.8629779801633)",DELAWARE,District D,49,4,4002
S2286727,06/13/2019,0148P,PARKING WITHOUT CONSENT (ALL),60,626,ABBOTT RD,626 ABBOTT RD,Buffalo,NY,42.846888502472076,-78.81043913564908,"(42.846888502472076, -78.81043913564908)",SOUTH,District A,10,3,3007
S2286728,06/13/2019,0151P,PARKING WITHOUT CONSENT (ALL),60,626,ABBOTT RD,626 ABBOTT RD,Buffalo,NY,42.846888502472076,-78.81043913564908,"(42.846888502472076, -78.81043913564908)",SOUTH,District A,10,3,3007
S2286729,06/13/2019,0156P,PARKING WITHOUT CONSENT (ALL),60,626,ABBOTT RD,626 ABBOTT RD,Buffalo,NY,42.846888502472076,-78.81043913564908,"(42.846888502472076, -78.81043913564908)",SOUTH,District A,10,3,3007
S2288207,06/13/2019,0157P,PARKING WITHOUT CONSENT (ALL),60,626,ABBOTT RD,626 ABBOTT RD,Buffalo,NY,42.846888502472076,-78.81043913564908,"(42.846888502472076, -78.81043913564908)",SOUTH,District A,10,3,3007
S2288208,06/13/2019,0159P,PARKING WITHOUT CONSENT (ALL),60,626,ABBOTT RD,626 ABBOTT RD,Buffalo,NY,42.846888502472076,-78.81043913564908,"(42.846888502472076, -78.81043913564908)",SOUTH,District A,10,3,3007
A9136341,03/13/2019,0252P,NO PARKING,40,132,CLEVELAND,132 CLEVELAND,Buffalo,NY,42.91743648900553,-78.8733765031932,"(42.91743648900553, -78.8733765031932)",DELAWARE,District D,169,2,2003
A9136352,03/13/2019,0255P,NO PARKING,40,140,CLEVELAND,140 CLEVELAND,Buffalo,NY,42.91743687859065,-78.87368520832304,"(42.91743687859065, -78.87368520832304)",DELAWARE,District D,169,2,2003
A9136363,03/13/2019,0257P,NO PARKING,40,140,CLEVELAND,140 CLEVELAND,Buffalo,NY,42.91743687859065,-78.87368520832304,"(42.91743687859065, -78.87368520832304)",DELAWARE,District D,169,2,2003
A9136374,03/13/2019,0300P,NO PARKING,40,152,CLEVELAND,152 CLEVELAND,Buffalo,NY,42.91743746140746,-78.87414826601659,"(42.91743746140746, -78.87414826601659)",DELAWARE,District D,169,2,2003
A9151365,03/13/2019,0600P,PARKED LESS THAN 15 FT - FIRE HYDRANT,60,64,LORRAINE AVE,64 LORRAINE AVE,Buffalo,NY,42.84699709717764,-78.81506033852854,"(42.84699709717764, -78.81506033852854)",SOUTH,District A,8,3,3006
S2288215,06/13/2019,0242P,METER OVERTIME,40,611,MAIN,611 MAIN,Buffalo,NY,42.89057370494172,-78.87270274108366,"(42.89057370494172, -78.87270274108366)",ELLICOTT,District B,165,1,1006
S2288216,06/13/2019,0251P,NO STANDING,40,13,HURON WEST,13 HURON WEST,Buffalo,NY,42.88878322694548,-78.87397141582053,"(42.88878322694548, -78.87397141582053)",ELLICOTT,District B,165,1,1019
S2288217,06/13/2019,0321P,METER OVERTIME,40,603,DELAWARE,603 DELAWARE,Buffalo,NY,42.900558809564835,-78.87349975139101,"(42.900558809564835, -78.87349975139101)",FILLMORE,District B,68,2,2002
S2288218,06/13/2019,0322P,METER OVERTIME,40,601,DELAWARE,601 DELAWARE,Buffalo,NY,42.90050786437865,-78.87351606180646,"(42.90050786437865, -78.87351606180646)",FILLMORE,District B,68,2,2002
A9263424,03/13/2019,1010A,EXPIRED INSPECTION STICKER (ALL),40,506,PORTER AV,506 PORTER AV,Buffalo,NY,42.902577887662886,-78.88365448969171,"(42.902577887662886, -78.88365448969171)",NIAGARA,District B,69.02,1,1011
32368740,12/16/2019,0827A,EXPIRED INSPECTION STICKER (ALL),40,465,GROTE,465 GROTE,Buffalo,NY,,,,,,,,
38636281,07/18/2007,0744A,BLOCKED DRIVEWAY (ALL),35,,132LPBRYANT,132LPBRYANT,Buffalo,NY,,,,,,,,
32373048,12/22/2019,0129P,ALTERNATE PARKING,40,170,CLEVELAND,170 CLEVELAND,Buffalo,NY,42.91745534104394,-78.87507859383103,"(42.91745534104394, -78.87507859383103)",DELAWARE,District D,169,2,2002
32401575,02/12/2020,0915A,ALTERNATE PARKING,40,368,RICHMOND,368 RICHMOND,Buffalo,NY,42.912473065068575,-78.88212111256593,"(42.912473065068575, -78.88212111256593)",NIAGARA,District B,66.01,3,3000
32381633,01/07/2020,0126P,EXPIRED INSPECTION STICKER (ALL),40,142,EAST,142 EAST,Buffalo,NY,42.93543482643362,-78.90074917788722,"(42.93543482643362, -78.90074917788722)",NORTH,District D,59,5,5024
32381634,01/07/2020,0130P,ALTERNATE PARKING,40,461,EAST,461 EAST,Buffalo,NY,42.94357338764902,-78.90478954011752,"(42.94357338764902, -78.90478954011752)",NORTH,District D,59,1,1002
32401577,02/12/2020,0916A,ALTERNATE PARKING,40,298,RICHMOND,298 RICHMOND,Buffalo,NY,42.91060088927393,-78.88208862328989,"(42.91060088927393, -78.88208862328989)",NIAGARA,District B,67.01,2,2003
32428238,07/11/2020,0732A,PARKED ON SIDEWALK (ALL),40,229,LAIRD,229 LAIRD,Buffalo,NY,42.955479701482695,-78.90493412965728,"(42.955479701482695, -78.90493412965728)",NORTH,District D,58.02,3,3003
X2317008,08/23/2019,1212P,ALTERNATE PARKING,40,43,BIRD,43 BIRD,Buffalo,NY,42.92591861510832,-78.89684894127204,"(42.92591861510832, -78.89684894127204)",NIAGARA,District D,171,1,1016
32355457,11/21/2019,0944A,EXPIRED INSPECTION STICKER (ALL),40,207,RICHMOND,207 RICHMOND,Buffalo,NY,42.90808690061839,-78.88188456187952,"(42.90808690061839, -78.88188456187952)",NIAGARA,District B,67.01,1,1001
32355459,11/21/2019,0945A,ALTERNATE PARKING,40,253,RICHMOND,253 RICHMOND,Buffalo,NY,42.90937110487926,-78.88191221049101,"(42.90937110487926, -78.88191221049101)",NIAGARA,District B,67.01,3,3002
32355460,11/21/2019,0946A,ALTERNATE PARKING,40,201,RICHMOND,201 RICHMOND,Buffalo,NY,42.90792432782529,-78.88188067414879,"(42.90792432782529, -78.88188067414879)",NIAGARA,District B,67.01,1,1001
32355461,11/21/2019,0947A,ALTERNATE PARKING,40,291,RICHMOND,291 RICHMOND,Buffalo,NY,42.910434725648535,-78.88193563237675,"(42.910434725648535, -78.88193563237675)",NIAGARA,District B,67.01,3,3002
32355470,11/21/2019,1001A,ALTERNATE PARKING,40,35,ASHLAND,35 ASHLAND,Buffalo,NY,42.905806463608435,-78.8786789616433,"(42.905806463608435, -78.8786789616433)",NIAGARA,District B,67.01,3,3004
38657732,09/17/2007,0735A,LESS THAN 20 FT FROM CROSSWALK,30,,109LPBIDWELL,109LPBIDWELL,Buffalo,NY,,,,,,,,
32324651,09/11/2019,0851A,EXPIRED REGISTRATION STICKER,40,397,VERMONT,397 VERMONT,Buffalo,NY,42.90952257430667,-78.8849052601977,"(42.90952257430667, -78.8849052601977)",NIAGARA,District B,67.01,2,2006
A9398340,03/13/2019,1010A,PARKING WITHOUT CONSENT (ALL),60,462,GRIDER,462 GRIDER,Buffalo,NY,42.92725828296767,-78.82922584959249,"(42.92725828296767, -78.82922584959249)",MASTEN,District E,170,2,2002
A9398351,03/13/2019,1240P,PARKING WITHOUT CONSENT (ALL),60,462,GRIDER,462 GRIDER,Buffalo,NY,42.92725828296767,-78.82922584959249,"(42.92725828296767, -78.82922584959249)",MASTEN,District E,170,2,2002
38663505,09/25/2007,0752A,EXPIRED INSPECTION STICKER (ALL),35,,255LPBRYANT,255LPBRYANT,Buffalo,NY,,,,,,,,
42288433,06/14/2019,1144A,ALTERNATE PARKING,40,32,SCHOOL,32 SCHOOL,Buffalo,NY,42.91101473801759,-78.89886047433934,"(42.91101473801759, -78.89886047433934)",NIAGARA,District B,70,1,1001
42324412,09/11/2019,1028A,LESS THAN 20 FT FROM CROSSWALK,40,173,VERMONT,173 VERMONT,Buffalo,NY,42.90605222612292,-78.89175179337758,"(42.90605222612292, -78.89175179337758)",NIAGARA,District B,69.02,3,3002
32429990,07/20/2020,0235P,PARKED ON SIDEWALK (ALL),40,134,LAKEVIEW,134 LAKEVIEW,Buffalo,NY,42.89878726784595,-78.89485310919413,"(42.89878726784595, -78.89485310919413)",ELLICOTT,District B,70,2,2013
82302857,09/12/2019,0751P,ALTERNATE PARKING,40,1,FAIRCHILD,1 FAIRCHILD,Buffalo,NY,42.94464988481848,-78.86419833715327,"(42.94464988481848, -78.86419833715327)",DELAWARE,District D,49,5,5002
82302858,09/12/2019,0752P,ALTERNATE PARKING,40,5,FAIRCHILD,5 FAIRCHILD,Buffalo,NY,42.94475704400745,-78.86419854719482,"(42.94475704400745, -78.86419854719482)",DELAWARE,District D,49,5,5002
62286633,06/17/2019,0517P,NO STANDING,40,288,BEST,288 BEST,Buffalo,NY,42.903917578231464,-78.85654148708046,"(42.903917578231464, -78.85654148708046)",ELLICOTT,District B,168,1,1009
62286634,06/17/2019,0518P,NO STANDING,40,288,BEST,288 BEST,Buffalo,NY,42.903917578231464,-78.85654148708046,"(42.903917578231464, -78.85654148708046)",ELLICOTT,District B,168,1,1009
32413501,03/10/2020,0920A,ALTERNATE PARKING,40,354,HUDSON,354 HUDSON,Buffalo,NY,42.8995313082474,-78.88197494613615,"(42.8995313082474, -78.88197494613615)",ELLICOTT,District B,68,3,3003
42413957,03/11/2020,1153A,ALTERNATE PARKING,40,297,FARGO,297 FARGO,Buffalo,NY,42.90464299773262,-78.8917150689331,"(42.90464299773262, -78.8917150689331)",NIAGARA,District B,69.02,3,3002
A9834064,06/19/2019,0126A,PARKING WITHOUT CONSENT (ALL),60,100,HIGH STREET,100 HIGH STREET,Buffalo,NY,42.900384001912684,-78.86575936429455,"(42.900384001912684, -78.86575936429455)",ELLICOTT,District B,31,4,4008
52418241,03/14/2020,1014P,NO PARKING,40,232,ALLEN,232 ALLEN,Buffalo,NY,42.89941368439849,-78.87875317437121,"(42.89941368439849, -78.87875317437121)",FILLMORE,District B,68,4,4004
52418242,03/14/2020,1016P,NO PARKING,40,245,ALLEN,245 ALLEN,Buffalo,NY,42.89952757159343,-78.87914319320545,"(42.89952757159343, -78.87914319320545)",FILLMORE,District B,68,1,1007
62288155,06/20/2019,0651P,ALTERNATE PARKING,40,311,HERMAN,311 HERMAN,Buffalo,NY,42.90060323594135,-78.84453222262967,"(42.90060323594135, -78.84453222262967)",FILLMORE,District C,166,3,3001
62288156,06/20/2019,0736P,NO PARKING,40,78,NORTH ST EAST,78 NORTH ST EAST,Buffalo,NY,42.90224288768672,-78.86597151264431,"(42.90224288768672, -78.86597151264431)",ELLICOTT,District B,31,4,4003
62288157,06/20/2019,0737P,NO PARKING,40,78,NORTH ST EAST,78 NORTH ST EAST,Buffalo,NY,42.90224288768672,-78.86597151264431,"(42.90224288768672, -78.86597151264431)",ELLICOTT,District B,31,4,4003
38636026,06/29/2007,1005A,METHOD OF PARKING(ALL),35,,GENESEE WEST,GENESEE WEST,Buffalo,NY,,,,,,,,
62288159,06/20/2019,0757P,ALTERNATE PARKING,40,769,GLENWOOD,769 GLENWOOD,Buffalo,NY,42.91226236110654,-78.83660716668395,"(42.91226236110654, -78.83660716668395)",MASTEN,District C,35,2,2000
62288160,06/20/2019,0758P,ALTERNATE PARKING,40,769,GLENWOOD,769 GLENWOOD,Buffalo,NY,42.91226236110654,-78.83660716668395,"(42.91226236110654, -78.83660716668395)",MASTEN,District C,35,2,2000
62288161,06/20/2019,0803P,ALTERNATE PARKING,40,425,WINSLOW,425 WINSLOW,Buffalo,NY,42.91305970297291,-78.83700739073277,"(42.91305970297291, -78.83700739073277)",MASTEN,District C,34,4,4003
38673590,10/19/2007,0713A,NO STANDING,35,,564LPFOREST,564LPFOREST,Buffalo,NY,,,,,,,,
A9820742,07/13/2019,0638P,NO PARKING,40,1366,HERTEL  AVE,1366 HERTEL  AVE,Buffalo,NY,42.94776447162201,-78.857457363675,"(42.94776447162201, -78.857457363675)",DELAWARE,District D,49,2,2003
