Ticket Issue Date,Issue Time,Meter,Violation Description,Location,Department
05/10/2019,13:44,HAMP-0064,METER EXP,"60 HAMPSHIRE ST
Cambridge, MA
(42.36698401700005, -71.09312301999995)",Traffic & Parking
06/06/2019,16:12,,METER EXP,"8 RUSSELL ST
Cambridge, MA
(42.39204498600003, -71.12319200799993)",Traffic & Parking
05/17/2019,10:35,,RESIDENT P,"150 BRATTLE ST
Cambridge, MA
(42.37730398400004, -71.13213197799996)",Traffic & Parking
05/23/2019,15:29,,METER EXP,"42 BRATTLE ST
Cambridge, MA
(42.37366498100005, -71.12162400599993)",Traffic & Parking
05/23/2019,13:35,MASS-1114,METER EXP,"1110 MASS AVE
Cambridge, MA
(42.370567993000066, -71.11385398099998)",Traffic & Parking
06/08/2019,14:02,MASS-0928,O/T TIME,"932 MASS AVE
Cambridge, MA
(42.36845298800006, -71.10947602899995)",Traffic & Parking
06/10/2019,10:56,MTA-0102,METER EXP,"122 MT AUBURN ST
Cambridge, MA
(42.372894013000064, -71.12299402799994)",Traffic & Parking
05/18/2019,19:32,MASS-1570,METER EXP,"1572 MASS AVE
Cambridge, MA
(42.37900701900003, -71.12064902299994)",Traffic & Parking
06/11/2019,19:22,MASS-2096,METER EXP,"2098 MASS AVE
Cambridge, MA
(42.39131299400003, -71.12360003899994)",Traffic & Parking
05/18/2019,15:16,MASS-2234,METER EXP,"2230 MASS AVE
Cambridge, MA
(42.393735993000064, -71.12643597199997)",Traffic & Parking
05/06/2019,10:46,,RESIDENT P,"19 LEONARD AVE
Cambridge, MA
(42.37593098700006, -71.10534802599994)",Traffic & Parking
05/20/2019,19:26,HOL-0012,METER EXP,"20 HOLYOKE ST
Cambridge, MA
(42.37229298900007, -71.11822296499997)",Traffic & Parking
05/22/2019,17:41,MASS-1128,METER EXP,"1160 MASS AVE
Cambridge, MA
(42.37124701100004, -71.11463198999996)",Traffic & Parking
05/31/2019,14:02,BRAT-0048,METER EXP,"52 BRATTLE ST
Cambridge, MA
(42.374311016000036, -71.12208199299994)",Traffic & Parking
05/16/2019,10:55,CAMB-0801,METER EXP,"803 CAMBRIDGE ST
Cambridge, MA
(42.37251301400005, -71.09024400399994)",Traffic & Parking
05/13/2019,13:02,MASS-0204,METER EXP,"220 MASS AVE
Cambridge, MA
(42.36112699500006, -71.09700400899999)",Traffic & Parking
05/08/2019,13:24,MASS-2094,METER EXP,"2094 MASS AVE
Cambridge, MA
(42.39131299400003, -71.12360003899994)",Traffic & Parking
05/31/2019,10:55,ALB-0209,METER EXP,"* 230 ALBANY ST
Cambridge, MA
(42.35860400000007, -71.10052700699998)",Traffic & Parking
05/20/2019,12:08,MASS-0315,METER EXP,"313 MASS AVE
Cambridge, MA
(42.36253100600004, -71.09845198299996)",Traffic & Parking
06/12/2019,14:03,CAMB-1104,METER EXP,"1096 CAMBRIDGE ST
Cambridge, MA
(42.37289300800006, -71.09559601699993)",Traffic & Parking
05/07/2019,11:37,JFK-0030,METER EXP,"48 JFK ST
Cambridge, MA
(42.37217899500007, -71.12028700799993)",Traffic & Parking
05/11/2019,12:38,CAMB-0926,METER EXP,"950 CAMBRIDGE ST
Cambridge, MA
(42.372475002000044, -71.09260300699998)",Traffic & Parking
05/24/2019,17:50,MASS-1041,METER EXP,"1033 MASS AVE
Cambridge, MA
(42.36987401400006, -71.11208498099995)",Traffic & Parking
05/17/2019,15:52,BWAY-0190,METER EXP,"196 BROADWAY
Cambridge, MA
(42.36556898400005, -71.09260702999995)",Traffic & Parking
06/11/2019,17:10,MASS-2050,METER EXP,"2050 MASS AVE
Cambridge, MA
(42.390931995000074, -71.12284600299995)",Traffic & Parking
05/10/2019,13:31,OXF-0087,METER EXP,"35 OXFORD ST
Cambridge, MA
(42.37933701500003, -71.11689803699994)",Traffic & Parking
05/11/2019,15:13,FRAN-0277,METER EXP,"255 FRANKLIN ST
Cambridge, MA
(42.364771991000055, -71.10516898899994)",Traffic & Parking
05/07/2019,15:09,PLE-0016,METER EXP,"14 PLEASANT ST
Cambridge, MA
(42.36556898400005, -71.10615101199994)",Traffic & Parking
06/03/2019,11:10,,STREET CLE,"201 VASSAR ST
Cambridge, MA
(42.35810498400008, -71.09954498299999)",Police
05/14/2019,10:01,,RESIDENT P,"50 WENDELL ST
Cambridge, MA
(42.381361999000035, -71.11573102499995)",Traffic & Parking
06/04/2019,10:26,,STREET CLE,"10 ST MARY RD
Cambridge, MA
(42.370744013000035, -71.10061996199994)",Police
05/13/2019,17:39,MASS-0522,METER EXP,"512 MASS AVE
Cambridge, MA
(42.36403698200007, -71.10199098999993)",Traffic & Parking
05/10/2019,17:04,CAMB-1004,METER EXP,"1000 CAMBRIDGE ST
Cambridge, MA
(42.37265299200004, -71.09357899599996)",Traffic & Parking
05/16/2019,08:20,MAIN-0612,METER EXP,"600 MAIN ST
Cambridge, MA
(42.36258800300004, -71.09301397199994)",Traffic & Parking
05/21/2019,14:12,MTA-0033,METER EXP,"29 MT AUBURN ST
Cambridge, MA
(42.370983987000045, -71.11540597399994)",Traffic & Parking
05/11/2019,13:20,SID-0036,METER EXP,"38 SIDNEY ST
Cambridge, MA
(42.36144701600006, -71.10074401399999)",Traffic & Parking
06/03/2019,16:58,FRST-0075,METER EXP,"75 FIRST ST
Cambridge, MA
(42.368463004000034, -71.07779402799997)",Traffic & Parking
06/07/2019,09:25,KIRK-0027,METER EXP,"27 KIRKLAND ST
Cambridge, MA
(42.37692600200006, -71.11417601399995)",Traffic & Parking
05/16/2019,10:44,APP-0032,METER EXP,"10 APPIAN WAY
Cambridge, MA
(42.37523801300006, -71.12149199099997)",Traffic & Parking
05/09/2019,10:26,EMLY-0018,METER EXP,"12 EMILY ST
Cambridge, MA
(42.35959201700007, -71.10476104099996)",Traffic & Parking
06/06/2019,11:25,WEND-0001,METER EXP,"1 WENDELL ST
Cambridge, MA
(42.38188699900007, -71.11945703199996)",Traffic & Parking
05/07/2019,13:17,,RESIDENT P,"217 HARVARD ST
Cambridge, MA
(42.367550005000055, -71.09905103699998)",Traffic & Parking
06/07/2019,09:58,BAD-0065,METER EXP,"61 BISHOP ALLEN DR
Cambridge, MA
(42.36494665200007, -71.10069143399994)",Traffic & Parking
05/09/2019,09:03,KIRK-0031,METER EXP,"27 KIRKLAND ST
Cambridge, MA
(42.37692600200006, -71.11417601399995)",Traffic & Parking
06/05/2019,12:43,CHA-0316,METER EXP,"320 CHARLES ST
Cambridge, MA
(42.36808301100007, -71.08687397599994)",Traffic & Parking
05/20/2019,17:28,,RESIDENT P,"11 LINNAEAN ST
Cambridge, MA
(42.38484698500008, -71.12094800499995)",Traffic & Parking
06/06/2019,15:35,,RESIDENT P,"21 SEVENTH ST
Cambridge, MA
(42.372083986000064, -71.08561702599997)",Traffic & Parking
05/01/2019,16:43,,RESIDENT P,"OPP 32 ELLSWORTH AVE
Cambridge, MA
(42.374080011000046, -71.10611203599996)",Traffic & Parking
05/21/2019,17:25,,RESIDENT P,"17 HURLBUT ST
Cambridge, MA
(42.383702981000056, -71.12084499099996)",Traffic & Parking
06/04/2019,14:08,,HHP/VETS,"42 BRATTLE ST
Cambridge, MA
(42.37366498100005, -71.12162400599993)",Traffic & Parking
05/21/2019,08:36,BRAT-0058,METER EXP,"60 BRATTLE ST
Cambridge, MA
(42.37460798700005, -71.12236102599996)",Traffic & Parking
05/31/2019,14:49,,RESIDENT P,"91 THIRD ST
Cambridge, MA
(42.370037000000025, -71.08032796099997)",Traffic & Parking
05/23/2019,13:40,MASS-1022,METER EXP,"1010 MASS AVE
Cambridge, MA
(42.36922098000008, -71.11186897899995)",Traffic & Parking
05/21/2019,13:52,MASS-1141,METER EXP,"1151 MASS AVE
Cambridge, MA
(42.371665017000055, -71.11426402399997)",Traffic & Parking
05/22/2019,16:40,,RESIDENT P,"6 CARLISLE ST
Cambridge, MA
(42.372190981000074, -71.09799198399998)",Traffic & Parking
05/01/2019,17:48,PLY-0030,METER EXP,"58 PLYMPTON ST
Cambridge, MA
(42.37070901900006, -71.11663199499998)",Traffic & Parking
05/07/2019,09:13,PAC-0022,METER EXP,"70 PACIFIC ST
Cambridge, MA
(42.35986401000008, -71.10264796299998)",Traffic & Parking
05/02/2019,13:58,MASS-0524,METER EXP,"520 MASS AVE
Cambridge, MA
(42.36386599100007, -71.10222098899999)",Traffic & Parking
05/03/2019,10:07,MTA-0093,METER EXP,"71 MT AUBURN ST
Cambridge, MA
(42.37203998100006, -71.11827903899996)",Traffic & Parking
06/11/2019,19:03,,RESIDENT P,"61 WINTER ST
Cambridge, MA
(42.37272700400007, -71.08132699999999)",Traffic & Parking
05/01/2019,10:54,THDK-0024,METER EXP,"24 THORNDIKE ST
Cambridge, MA
(42.36928899900005, -71.07871000199998)",Traffic & Parking
05/16/2019,15:01,,RESIDENT P,"4 KENWAY ST
Cambridge, MA
(42.375728019000064, -71.13183198999997)",Traffic & Parking
05/31/2019,13:20,VAS-0300,O/T TIME,"304 VASSAR ST
Cambridge, MA
(42.354920992000075, -71.10461896799995)",Traffic & Parking
05/22/2019,13:38,CAMB-0748,METER EXP,"744 CAMBRIDGE ST
Cambridge, MA
(42.37208901500003, -71.08937002299996)",Traffic & Parking
06/07/2019,15:21,WIND-0089,METER EXP,"85 WINDSOR ST
Cambridge, MA
(42.36364701400004, -71.09686897699999)",Traffic & Parking
06/01/2019,13:20,,HHP/VETS,"1052 CAMBRIDGE ST
Cambridge, MA
(42.37278500700006, -71.09491800499995)",Traffic & Parking
06/05/2019,11:44,MTA-0071,METER EXP,"57 MT AUBURN ST
Cambridge, MA
(42.37157600100005, -71.11722400899998)",Traffic & Parking
06/11/2019,13:44,,O/T TIME,"95 WAVERLY ST
Cambridge, MA
(42.356546997000066, -71.10419702299998)",Traffic & Parking
05/01/2019,11:50,MASS-1122,METER EXP,"1154 MASS AVE
Cambridge, MA
(42.37124701100004, -71.11463198999996)",Traffic & Parking
05/25/2019,11:53,VAS-0253,METER EXP,"229 VASSAR ST
Cambridge, MA
(42.357274002000054, -71.10115900199997)",Traffic & Parking
05/10/2019,13:08,,O/T TIME,"257 OPP MT AUBURN ST
Cambridge, MA
(42.37495499800008, -71.13183701899999)",Traffic & Parking
05/14/2019,15:44,,NO PARKING,"7 SHEPARD ST
Cambridge, MA
(42.38184701800003, -71.12060401199994)",Traffic & Parking
05/23/2019,08:57,,RESIDENT P,"5 CONCORD AVE
Cambridge, MA
(42.37794000300005, -71.12242397399996)",Traffic & Parking
05/03/2019,14:32,MASS-0165,METER EXP,"181 MASS AVE
Cambridge, MA
(42.361047995000035, -71.09588795899998)",Traffic & Parking
06/05/2019,10:38,ALB-0072,METER EXP,"68 ALBANY ST
Cambridge, MA
(42.360966020000035, -71.09516895899998)",Traffic & Parking
05/04/2019,12:37,,RESIDENT P,"23 HAWTHORN ST
Cambridge, MA
(42.37541000900006, -71.12627101599998)",Traffic & Parking
05/15/2019,08:05,,STREET CLE,"73 ORCHARD ST
Cambridge, MA
(42.39254299700008, -71.12155099899996)",Police
05/09/2019,14:31,JFK-0039,METER EXP,"59 JFK ST
Cambridge, MA
(42.37187699500004, -71.12111103299998)",Traffic & Parking
05/14/2019,19:16,,NO PARKING,"50 AMES ST
Cambridge, MA
(42.361838996000074, -71.08779598499996)",Traffic & Parking
06/06/2019,10:50,MASS-1787,METER EXP,"1791 MASS AVE
Cambridge, MA
(42.38620099700006, -71.11878597699996)",Traffic & Parking
05/16/2019,19:13,BRAT-0084,METER EXP,"76 BRATTLE ST
Cambridge, MA
(42.375181980000036, -71.12444501899995)",Traffic & Parking
06/10/2019,08:11,MASS-1073,METER EXP,"1105 MASS AVE
Cambridge, MA
(42.37072800400006, -71.11340496299994)",Traffic & Parking
05/18/2019,11:37,BINY-0082,METER EXP,"100 BINNEY ST
Cambridge, MA
(42.36512700700007, -71.08073699799996)",Traffic & Parking
05/23/2019,12:58,,O/T TIME,"279 BROADWAY
Cambridge, MA
(42.36827801600003, -71.09776701399994)",Traffic & Parking
06/04/2019,09:53,FRST-0125,METER EXP,"121 FIRST ST
Cambridge, MA
(42.36683398100007, -71.07811396499994)",Traffic & Parking
05/10/2019,07:56,,RESIDENT P,"133 CHARLES ST
Cambridge, MA
(42.367948984000066, -71.08202797899997)",Traffic & Parking
06/01/2019,19:23,HOL-0010,METER EXP,"16 HOLYOKE ST
Cambridge, MA
(42.37236398400006, -71.11818398899999)",Traffic & Parking
05/31/2019,13:15,,RESIDENT P,"14 LOPEZ AVE
Cambridge, MA
(42.368574986000056, -71.07961600199997)",Traffic & Parking
05/17/2019,08:29,FUL-0114,METER EXP,"* 101 FULKERSON ST
Cambridge, MA
(42.368860013000074, -71.08795398399997)",Traffic & Parking
06/08/2019,13:55,MASS-1004,METER EXP,"1000 MASS AVE
Cambridge, MA
(42.36879899300004, -71.11089097899998)",Traffic & Parking
05/02/2019,11:33,MASS-1737,METER EXP,"1735 MASS AVE
Cambridge, MA
(42.38428401400006, -71.11920197099994)",Traffic & Parking
05/06/2019,18:24,BRK-0012,METER EXP,"10 BROOKLINE ST
Cambridge, MA
(42.36361000800008, -71.10152998499996)",Traffic & Parking
05/23/2019,10:45,,RESIDENT P,"OPP 1556 CAMBRIDGE ST
Cambridge, MA
(42.37430401700004, -71.10684897299996)",Traffic & Parking
05/11/2019,13:06,JFK-0031,METER EXP,"57 JFK ST
Cambridge, MA
(42.37212698600007, -71.12089201399993)",Traffic & Parking
05/21/2019,08:44,CAMB-1629,METER EXP,"1627 CAMBRIDGE ST
Cambridge, MA
(42.37496400800006, -71.10916296499994)",Traffic & Parking
05/25/2019,15:55,,RESIDENT P,"172 FRANKLIN ST
Cambridge, MA
(42.36297998200007, -71.10309396499997)",Traffic & Parking
05/10/2019,14:24,MAIN-0007,METER EXP,"1 MAIN ST
Cambridge, MA
(42.36227301100007, -71.08030398899996)",Traffic & Parking
06/04/2019,12:11,BOW-0014,METER EXP,"40 BOW ST
Cambridge, MA
(42.37146498300007, -71.11685595999995)",Traffic & Parking
06/04/2019,14:25,MASS-1680,METER EXP,"1678 MASS AVE
Cambridge, MA
(42.38240198300008, -71.12006103199997)",Traffic & Parking
06/08/2019,14:23,HAMP-0035,METER EXP,"41 HAMPSHIRE ST
Cambridge, MA
(42.36684098000006, -71.09201099299997)",Traffic & Parking
05/14/2019,17:07,MASS-1790,METER EXP,"1790 MASS AVE
Cambridge, MA
(42.38596001800005, -71.11961503099997)",Traffic & Parking
05/07/2019,13:04,,NO STOPPIN,"20 PEARL ST
Cambridge, MA
(42.36421501400008, -71.10291601699998)",Traffic & Parking
05/04/2019,14:47,JFK-0016,METER EXP,"28 JFK ST
Cambridge, MA
(42.37290101200006, -71.11952903299994)",Traffic & Parking
05/06/2019,19:09,BWAY-0179,METER EXP,"185 BROADWAY
Cambridge, MA
(42.36596901100006, -71.09176800199998)",Traffic & Parking
05/02/2019,16:37,,LOADING ZN,"56 BRATTLE ST
Cambridge, MA
(42.37446499200007, -71.12229103699997)",Traffic & Parking
05/23/2019,10:47,,RESIDENT P,"7 FOREST ST
Cambridge, MA
(42.38544901500006, -71.11828901399997)",Traffic & Parking
06/07/2019,08:41,BRAT-0034,METER EXP,"40 BRATTLE ST
Cambridge, MA
(42.37354000700003, -71.12150498299997)",Traffic & Parking
05/09/2019,13:59,,RESIDENT P,"99 FIFTH ST
Cambridge, MA
(42.369958000000054, -71.08367996799996)",Traffic & Parking
05/30/2019,14:00,HAMP-0188,METER EXP,"186 HAMPSHIRE ST
Cambridge, MA
(42.37243099700004, -71.09963701599997)",Traffic & Parking
06/11/2019,13:36,VAS-0343,METER EXP,"345 VASSAR ST
Cambridge, MA
(42.354655998000055, -71.10657002399995)",Traffic & Parking
05/31/2019,16:59,SPR-0006,METER EXP,"10 SPRING ST
Cambridge, MA
(42.368335013000035, -71.07828202199994)",Traffic & Parking
05/09/2019,08:52,AMES-0034,O/T TIME,"50 AMES ST
Cambridge, MA
(42.361838996000074, -71.08779598499996)",Traffic & Parking
05/23/2019,13:42,,WRNG DIRCT,"51 SAVILLE ST
Cambridge, MA
(42.383883988000036, -71.13556202099994)",Traffic & Parking
06/08/2019,12:02,,RESIDENT P,"15 HAWTHORN ST
Cambridge, MA
(42.37565400700004, -71.12611997499994)",Traffic & Parking
05/15/2019,14:24,JFK-0043,METER EXP,"63 JFK ST
Cambridge, MA
(42.37187699500004, -71.12111103299998)",Traffic & Parking
05/14/2019,11:05,BRAT-0090,METER EXP,"76 BRATTLE ST
Cambridge, MA
(42.375181980000036, -71.12444501899995)",Traffic & Parking
06/07/2019,12:04,HAMP-0043,METER EXP,"41 HAMPSHIRE ST
Cambridge, MA
(42.36684098000006, -71.09201099299997)",Traffic & Parking
05/06/2019,16:29,HOL-0012,METER EXP,"20 HOLYOKE ST
Cambridge, MA
(42.37229298900007, -71.11822296499997)",Traffic & Parking
05/16/2019,16:37,,RESIDENT P,"23 REED ST
Cambridge, MA
(42.394183000000055, -71.13187700099996)",Traffic & Parking
05/21/2019,09:42,MASS-0713,METER EXP,"731 MASS AVE
Cambridge, MA
(42.36649698700006, -71.10501300099997)",Traffic & Parking
05/04/2019,12:55,AMES-0042,METER EXP,"50 AMES ST
Cambridge, MA
(42.361838996000074, -71.08779598499996)",Traffic & Parking
05/22/2019,12:17,,BIKE LANE,"1776 MASS AVE
Cambridge, MA
(42.385721008000075, -71.11961695899998)",Traffic & Parking
05/10/2019,10:17,CAMB-1420,METER EXP,"1426 CAMBRIDGE ST
Cambridge, MA
(42.373709992000045, -71.10204999899997)",Traffic & Parking
06/01/2019,11:06,AMES-0042,METER EXP,"50 AMES ST
Cambridge, MA
(42.361838996000074, -71.08779598499996)",Traffic & Parking
05/07/2019,15:21,MASS-1102,METER EXP,"1100 MASS AVE
Cambridge, MA
(42.37040299600005, -71.11374903999996)",Traffic & Parking
06/12/2019,08:38,MAIN-0466,O/T TIME,"500 MAIN ST
Cambridge, MA
(42.36229300100007, -71.08921202399995)",Traffic & Parking
06/03/2019,13:44,,RESIDENT P,"31 PORTSMOUTH ST
Cambridge, MA
(42.368391004000046, -71.09391301499994)",Traffic & Parking
06/04/2019,08:18,MAIN-0013,O/T TIME,"101 MAIN ST
Cambridge, MA
(42.36239500900007, -71.08157200299996)",Traffic & Parking
05/15/2019,10:47,MASS-0921,METER EXP,"929 MASS AVE
Cambridge, MA
(42.369255010000074, -71.10870196099995)",Traffic & Parking
05/06/2019,17:15,,RESIDENT P,"12 REGENT ST
Cambridge, MA
(42.39008399800008, -71.12167496799998)",Traffic & Parking
05/04/2019,09:30,,NO STOPPIN,"16 WARE ST
Cambridge, MA
(42.37307799600006, -71.11243400299998)",Police
05/20/2019,12:35,SEC-0169,METER EXP,"* 160 SECOND ST
Cambridge, MA
(42.36656898700005, -71.07891200599994)",Traffic & Parking
05/06/2019,09:20,,STREET CLE,"172 NORFOLK ST
Cambridge, MA
(42.36825299600008, -71.09902496999996)",Police
06/04/2019,11:29,CAMB-1007,METER EXP,"1035 CAMBRIDGE ST
Cambridge, MA
(42.37352001600004, -71.09349098599995)",Traffic & Parking
05/03/2019,17:02,MTA-0067,METER EXP,"57 MT AUBURN ST
Cambridge, MA
(42.37157600100005, -71.11722400899998)",Traffic & Parking
05/21/2019,12:46,,O/T TIME,"287 BROADWAY
Cambridge, MA
(42.368549003000055, -71.09848500699997)",Traffic & Parking
05/21/2019,10:28,,RESIDENT P,"19 FOREST ST
Cambridge, MA
(42.38546598800008, -71.11696299699997)",Traffic & Parking
05/25/2019,11:10,JFK-0033,METER EXP,"57 JFK ST
Cambridge, MA
(42.37212698600007, -71.12089201399993)",Traffic & Parking
06/03/2019,08:20,,STREET CLE,"OPP 54 BISHOP ALLEN DR
Cambridge, MA
(42.364694479000036, -71.10054200099995)",Police
05/13/2019,13:17,JFK-0037,METER EXP,"59 JFK ST
Cambridge, MA
(42.37187699500004, -71.12111103299998)",Traffic & Parking
05/24/2019,11:27,,SIDEWALK,"1812 MASS AVE
Cambridge, MA
(42.386845985000036, -71.11967999099994)",Traffic & Parking
05/29/2019,10:51,SPR-0002,METER EXP,"10 SPRING ST
Cambridge, MA
(42.368335013000035, -71.07828202199994)",Traffic & Parking
06/05/2019,17:48,GARD-0046,METER EXP,"8 GARDEN ST
Cambridge, MA
(42.37599401800003, -71.12188996299994)",Traffic & Parking
06/04/2019,10:39,ALB-0215,METER EXP,"* 240 ALBANY ST
Cambridge, MA
(42.35828200900005, -71.10082196599996)",Traffic & Parking
06/10/2019,14:26,MASS-0315,METER EXP,"313 MASS AVE
Cambridge, MA
(42.36253100600004, -71.09845198299996)",Traffic & Parking
05/28/2019,18:41,MASS-1146,METER EXP,"1200 MASS AVE
Cambridge, MA
(42.37154201200008, -71.11534595999996)",Traffic & Parking
05/08/2019,14:48,ALB-0126,METER EXP,"150 ALBANY ST
Cambridge, MA
(42.35969201300003, -71.09774999799998)",Traffic & Parking
05/16/2019,12:15,MASS-0175,METER EXP,"181 MASS AVE
Cambridge, MA
(42.361047995000035, -71.09588795899998)",Traffic & Parking
05/23/2019,16:39,MASS-2032,METER EXP,"2030 MASS AVE
Cambridge, MA
(42.39068598600005, -71.12229103699997)",Traffic & Parking
05/10/2019,13:13,,RESIDENT P,"54 MURRAY HILL RD
Cambridge, MA
(42.401889992000065, -71.13437698699994)",Traffic & Parking
05/11/2019,17:23,MAIN-0472,METER EXP,"500 MAIN ST
Cambridge, MA
(42.36229300100007, -71.08921202399995)",Traffic & Parking
05/28/2019,17:30,,OBSTRUCT,"115 SCIARAPPA ST
Cambridge, MA
(42.36824297900006, -71.08235302899993)",Police
05/10/2019,11:04,HOL-0018,O/T TIME,"22 HOLYOKE ST
Cambridge, MA
(42.37223699800006, -71.11825397799998)",Traffic & Parking
05/21/2019,12:34,MASS-0927,METER EXP,"929 MASS AVE
Cambridge, MA
(42.369255010000074, -71.10870196099995)",Traffic & Parking
06/11/2019,13:23,MASS-1075,METER EXP,"1105 MASS AVE
Cambridge, MA
(42.37072800400006, -71.11340496299994)",Traffic & Parking
06/06/2019,12:44,MASS-1833,O/T TIME,"1851 MASS AVE
Cambridge, MA
(42.38782398500007, -71.11903600899996)",Traffic & Parking
05/17/2019,15:26,HOL-0025,METER EXP,"25 HOLYOKE ST
Cambridge, MA
(42.371874984000044, -71.11903600899996)",Traffic & Parking
05/18/2019,14:03,FRST-0061,METER EXP,"69 FIRST ST
Cambridge, MA
(42.368650666000065, -71.07746196199997)",Traffic & Parking
05/08/2019,12:50,THDK-0050,METER EXP,"40 THORNDIKE ST
Cambridge, MA
(42.36928799300006, -71.07957702599998)",Traffic & Parking
06/03/2019,10:35,,STREET CLE,"331 BROADWAY
Cambridge, MA
(42.36998201500006, -71.10205502799994)",Police
05/09/2019,08:30,JFK-0042,METER EXP,"56 JFK ST
Cambridge, MA
(42.371744980000074, -71.12046403399995)",Traffic & Parking
05/18/2019,14:28,,RESIDENT P,"30 LANGDON ST
Cambridge, MA
(42.38046098600006, -71.12091900399997)",Traffic & Parking
05/30/2019,08:18,CAMB-0751,METER EXP,"765 CAMBRIDGE ST
Cambridge, MA
(42.372605005000025, -71.08933900999995)",Traffic & Parking
05/29/2019,08:23,,STREET CLE,"OPP 5 CONCORD AVE
Cambridge, MA
(42.37794000300005, -71.12242397399996)",Police
05/13/2019,11:08,THDK-0019,METER EXP,"25 THORNDIKE ST
Cambridge, MA
(42.36951099400005, -71.07801103499997)",Traffic & Parking
05/28/2019,10:42,SID-0036,METER EXP,"38 SIDNEY ST
Cambridge, MA
(42.36144701600006, -71.10074401399999)",Traffic & Parking
06/05/2019,14:57,MTA-0073,METER EXP,"57 MT AUBURN ST
Cambridge, MA
(42.37157600100005, -71.11722400899998)",Traffic & Parking
06/07/2019,12:47,CHA-0327,METER EXP,"* 320 CHARLES ST
Cambridge, MA
(42.36808301100007, -71.08687397599994)",Traffic & Parking
06/08/2019,15:07,FRST-0143,METER EXP,"145 FIRST ST
Cambridge, MA
(42.36638999200005, -71.07818596599998)",Traffic & Parking
05/30/2019,11:09,MASS-0925,METER EXP,"929 MASS AVE
Cambridge, MA
(42.369255010000074, -71.10870196099995)",Traffic & Parking
05/03/2019,17:30,MASS-2300,METER EXP,"2300 MASS AVE
Cambridge, MA
(42.395076008000046, -71.12797698499998)",Traffic & Parking
05/17/2019,15:02,JFK-0009,METER EXP,"9 JFK ST
Cambridge, MA
(42.37315498400005, -71.12003697599994)",Traffic & Parking
05/15/2019,10:59,MASS-1014,METER EXP,"1008 MASS AVE
Cambridge, MA
(42.36900799600005, -71.11144602799999)",Traffic & Parking
05/04/2019,16:36,,HHP/VETS,"42 BRATTLE ST
Cambridge, MA
(42.37366498100005, -71.12162400599993)",Traffic & Parking
